Run_Date,Top_Factor,Top_Group,Top_Factor_Share,Top_Group_Share,Effective_Factors,Factor_HHI,Breadth_Score,Health_Score,Warnings
2026-06-17,Dollar_Volume,Risk,20.71397752335353,33.69386560332248,8.32714036723174,0.12008924503484,0.25,77.57963620099842,0
2026-07-25,Dollar_Volume,Risk,20.71397752335353,33.69386560332248,8.32714036723174,0.12008924503484,0.25,77.57963620099842,0
2026-08-03,Dollar_Volume,Risk,20.713977523353535,33.69386560332248,8.32714036723174,0.12008924503484,0.25,77.57963620099842,0
