Factor,Contribution
Momentum_1M,-0.0026647263459771446
Momentum_3M,-0.0014347596917628621
Momentum_6M,-0.0007519619272424725
Momentum_12M,-0.0028861738289051
Volatility_20D,0.0018920330404964705
Volatility_60D,0.0066898577032238225
ATR_14,-0.0009693490270778683
Max_Drawdown_252D,0.0036457250335153995
Distance_SMA50,-0.0029498860784747095
Distance_SMA200,-0.002010114725755187
Distance_52W_High,-0.002878573586675175
Dollar_Volume,-0.007517171266596597
