Metric,Value
Strategy_Capacity,1534247548.9393666
Median_Position_Capacity,8255632221.916168
Average_Days_To_Exit,0.9164598141051341
Average_Capacity_Score,50.6
Total_Positions,50
Run_Date,2026-06-13
Engine_Version,1.0.0
