Symbol,Observations,Average_Close,Close_Volatility,Min_Close,Max_Close,Average_Volume,Median_Volume,Quality_Score
ZYDUSWELL.NS,1603,362.3520083840906,63.88220677166749,237.64999389648438,524.260009765625,352553.9507174049,151827.0,100
20MICRONS.NS,1602,122.91628593511498,78.12417785824728,19.899999618530273,339.0,223414.0006242197,105727.5,100
ZEEL.NS,1603,189.49432308318387,66.60376878494753,68.38999938964844,371.0,17276740.78852152,11390994.0,100
ZEAL.NS,704,154.22237225554207,51.32196915782761,57.29999923706055,274.0,21633.238636363636,8400.0,100
ZAGGLE.NS,677,334.0630718101603,89.50522534987822,158.35000610351562,581.7000122070312,1441116.3146233382,839415.0,100
YUKEN.NS,1186,770.4657254404001,249.63099395888202,403.20001220703125,1537.050048828125,15423.08347386172,6189.0,100
YESBANK.NS,1603,19.083518400091123,5.853454778692949,10.800000190734863,60.45000076293945,141278236.724267,98191539.0,100
YCCL.NS,709,19.99598028696811,8.289970921798584,8.550000190734863,40.75,29568.406205923835,12000.0,100
YATRA.NS,673,127.11551263817707,29.197473916260495,65.9800033569336,191.33999633789062,1459871.176820208,437653.0,100
YATHARTH.NS,709,548.351339450508,149.15416554259,312.25,862.2000122070312,572046.5895627645,345550.0,100
YASHOPTICS.NS,544,101.50487128426047,18.854145397048114,72.8499984741211,151.0,56617.64705882353,20800.0,100
YASHO.NS,696,1776.8458334385664,235.01574820451816,1165.699951171875,2892.39990234375,19481.74712643678,10844.0,100
XTGLOBAL.NS,437,36.474508080384275,5.336868804518513,25.989999771118164,50.7400016784668,69914.05491990846,32125.0,100
XPROINDIA.NS,1603,707.621117065344,446.2461236128441,8.466666221618652,1634.4000244140625,42682.41547099189,23942.0,100
XELPMOC.NS,1601,168.18167408759112,101.47614590311063,40.79999923706055,488.70001220703125,39712.41536539663,21142.0,100
XCHANGING.NS,1602,85.64468166741837,23.979474368133985,25.950000762939453,172.6999969482422,420772.7690387016,163756.0,100
ABSLAMC.NS,1161,605.4204560509024,191.50750325369637,309.25,1180.5999755859375,288715.8931955211,193789.0,100
ABREL.NS,1603,1153.7136003728665,692.1985486914375,227.0,3052.800048828125,580320.8122270743,264501.0,100
ABINFRA.NS,1601,5.117337765115116,6.103539317649224,0.4320070147514343,21.969999313354492,408564.7589006871,48147.0,100
ABGSEC.NS,319,110.53210033069958,1.541025111780883,105.2300033569336,113.81999969482422,1919.9780564263324,330.0,100
ABFRL.NS,1603,209.1202995980894,81.71974101481733,53.88999938964844,358.1499938964844,4188438.9850280723,2578907.0,100
ABDL.NS,489,441.8942740036666,107.56783275769008,285.8500061035156,683.7999877929688,819128.3619631901,477882.0,100
ABCAPITAL.NS,1603,166.99610109382766,82.72010970932321,40.04999923706055,375.8999938964844,4648828.827822832,3327383.0,100
ABBOTINDIA.NS,1603,22318.85316045598,5648.31212863525,12498.7998046875,35670.0,14594.268247036805,11152.0,100
ABB.NS,1603,3805.7154378432892,2249.4870876321456,725.9500122070312,9020.0,297636.6737367436,226465.0,100
