Symbol,Observations,Average_Close,Close_Volatility,Min_Close,Max_Close,Average_Volume,Median_Volume,Quality_Score
SIGMAADV.NS,1599,61.90643206203334,68.43333260870094,4.1810078620910645,482.25,226874.38711694808,113110.0,100
SIGNATURE.NS,669,1131.7806441644916,246.72473024253998,458.54998779296875,1612.9000244140625,510201.3139013453,410743.0,100
SIGNORIA.NS,554,104.66832137538208,32.01140711882628,53.25,185.5500030517578,8092.057761732852,2000.0,100
SIGNPOST.NS,576,264.9490452077654,53.3096770418154,183.1300048828125,441.70001220703125,120642.49131944444,53127.0,100
SIKKO.NS,1598,2.9221462713687383,1.789387309077886,0.29683101177215576,6.7479729652404785,1147767.8397997497,363970.0,100
SIL.NS,1598,19.514949945394925,6.566933198881754,8.25,38.900001525878906,66062.48060075093,34362.0,100
SILGO.NS,1598,35.557681719859936,16.60630218765878,13.19999885559082,83.51000213623047,101800.3491864831,31540.0,100
SILINV.NS,1599,369.2679174207314,161.97961305425153,73.9000015258789,877.0999755859375,7939.4859287054405,3033.0,100
SILKFLEX.NS,516,94.63120150750922,34.83586686535128,48.0,227.10000610351562,25674.418604651164,8000.0,100
SILLYMONKS.NS,1598,21.783880363268608,5.044478130832788,13.25,44.0,25398.98372966208,7603.5,100
SIMPLEXINF.NS,1598,113.51260957968549,98.45690554219783,17.350000381469727,341.25,183429.75594493115,97499.0,100
SINCLAIR.NS,540,95.74581471195927,14.537755369952107,70.52999877929688,134.35000610351562,86085.58148148148,55488.5,100
SINDHUTRAD.NS,738,24.117615173825726,4.332857455174537,13.329999923706055,41.900001525878906,2785000.9430894307,963824.5,100
SINTERCOM.NS,1597,102.30475260544063,26.718778999341186,35.54999923706055,179.24000549316406,22547.829680651223,6327.0,100
SIRCA.NS,1600,287.0512187385559,112.96597085152898,80.75,534.5999755859375,161955.475625,86649.0,100
SIS.NS,1599,410.139399601863,57.57131994902454,263.75,607.4000244140625,131421.8555347092,66821.0,100
SITINET.NS,1599,1.2133333331685725,0.8196292306504892,0.28999999165534973,5.300000190734863,2665497.58286429,921473.0,100
SIYSIL.NS,1600,466.2724374961853,189.81014259615867,95.5999984741211,1134.5,142142.139375,72820.5,100
SJLOGISTIC.NS,612,432.6207505519094,127.53833138931606,160.6999969482422,710.3499755859375,59774.10130718954,33875.0,100
SJS.NS,1134,860.42724851578,466.9368041571601,340.6000061035156,2219.5,155016.24162257495,96906.5,100
SJVN.NS,1600,59.38383121371269,38.293941196084035,18.450000762939453,153.77999877929688,10159503.32625,3809380.5,100
SKFINDIA.NS,1600,3534.657286300659,1395.6161840707211,1244.0999755859375,6921.2001953125,47420.38125,28271.0,100
SKIPPER.NS,1599,217.1757365686585,182.89355753742424,17.096839904785156,637.8499755859375,505239.7191994997,272789.0,100
SKMEGGPROD.NS,1600,91.02416242420674,65.12346965282053,11.625,266.875,318122.03125,142178.0,100
SKP.NS,956,204.50669478572064,37.518960594526504,77.6500015258789,311.20001220703125,22794.97907949791,13000.0,100
SKYGOLD.NS,849,222.30864537422173,145.32927881013148,22.489999771118164,571.4000244140625,860795.9517078917,430120.0,100
SLONE.NS,519,238.8677263204762,78.11474185553108,85.0,475.8500061035156,22525.62620423892,5600.0,100
SMARTLINK.NS,1599,142.1857911277518,54.21794701909058,52.54999923706055,338.8500061035156,38606.776735459665,11180.0,100
SMCGLOBAL.NS,1310,53.62259539247469,16.13024416129785,33.625,92.05999755859375,667457.151908397,307875.0,100
SMLMAH.NS,1600,1377.5779690742493,1127.83785344686,288.20001220703125,5133.2998046875,68391.57875,29373.5,100
SMLT.NS,1127,153.48902388050584,60.432326850187245,57.40999984741211,435.6499938964844,43209.66725820763,20175.0,100
SMSPHARMA.NS,1599,164.03392759779976,96.57524257441838,26.100000381469727,438.29998779296875,281414.6241400876,119211.0,100
SMVD.NS,1596,9.803571207182747,3.9141040117867902,3.3415839672088623,21.700000762939453,6399.754385964912,0.0,100
SNOWMAN.NS,1600,47.87266249060631,14.323440963734381,24.649999618530273,90.48999786376953,1403280.624375,604865.5,100
SOBHA.NS,1599,915.445997408735,517.7094902501761,130.64999389648438,2122.9892578125,422601.0469043152,247359.0,100
SOFTTECH.NS,1597,206.06564810937394,125.71901063795076,34.150001525878906,564.25,9952.36819035692,3378.0,100
SOLARA.NS,1600,701.7343385124207,388.7959044647829,297.8500061035156,1810.949951171875,171707.25,86982.0,100
SOLARINDS.NS,1599,6125.696245585926,5014.673341669801,850.7999877929688,18653.0,91597.95434646655,55312.0,100
SOLEX.NS,1597,579.0097177346647,562.5150390951977,19.600000381469727,1918.0,17603.41828428303,7800.0,95
SOMANYCERA.NS,1598,527.1558826766413,197.3405964054934,80.1500015258789,943.0,73559.60262828536,37720.0,100
SOMATEX.NS,1598,29.940112668820408,33.93346677110101,1.7000000476837158,153.5800018310547,48057.33667083855,16323.5,85
SOMICONVEY.NS,1599,80.64185734582439,57.32160340713636,9.800000190734863,235.5800018310547,23352.605378361477,9406.0,90
SONACOMS.NS,1232,557.624471738741,92.59846497538521,342.29998779296875,822.7000122070312,2221241.1818181816,1433218.5,100
SONAMAC.NS,555,102.29297295304032,52.58411959303618,27.399999618530273,240.5,36281.08108108108,13000.0,100
SONAMLTD.NS,1598,30.60998280564596,17.720154738309294,9.25,96.26000213623047,94130.73466833543,36000.0,100
SONATSOFTW.NS,1600,358.6550431752205,187.13796748356316,59.287498474121094,857.6500244140625,1174518.875,569111.5,100
SONUINFRA.NS,999,66.69234232095866,29.873795480337527,20.899999618530273,142.1999969482422,19021.02102102102,7500.0,90
SOTAC.NS,782,123.57992336146361,13.106347942450467,92.3499984741211,189.0500030517578,7823.017902813299,1200.0,100
SOTL.NS,1600,316.3155499458313,127.85525281105272,99.1500015258789,642.1500244140625,126871.998125,46890.5,100
SOUTHBANK.NS,1600,19.086075950562954,10.903021269625006,4.900000095367432,47.20000076293945,23817043.494375,14423401.0,100
SOUTHWEST.NS,1600,121.37686867713929,61.55808480573872,11.050000190734863,269.1300048828125,91264.74875,40045.0,100
SPAL.NS,1599,477.15365857046197,260.5321503980295,58.099998474121094,1073.199951171875,65924.47342088805,32632.0,100
SPANDANA.NS,1600,555.7867019844056,231.54991518696642,184.14999389648438,1224.4000244140625,255171.4775,121492.0,100
SPARC.NS,1600,207.6307561635971,61.02483986526856,83.30000305175781,455.29998779296875,1386683.70625,540654.5,100
SPCENET.NS,1598,11.31470590691841,10.841735183170746,0.550000011920929,38.54999923706055,948622.5982478098,255435.0,95
SPCL.NS,485,149.20453613123942,74.20530755591975,59.79999923706055,388.5,71696.90721649484,36600.0,100
SPECIALITY.NS,1599,130.7311319168692,65.66299225906205,22.350000381469727,275.8999938964844,159583.13133208256,70485.0,100
SPECTRUM.NS,1596,743.329699392008,744.2638985609627,48.5,2445.10009765625,5418.073934837093,1000.0,100
SPECTSTM.NS,733,115.25409268617305,34.52781839771524,51.5,216.0,37107.776261937244,16800.0,100
SPENCERS.NS,1600,76.47489799022675,20.876414798470034,24.579999923706055,141.0,614961.879375,243362.0,100
SPIC.NS,1599,60.45229521686394,24.046465843016097,10.149999618530273,122.76000213623047,1288328.6372732958,663674.0,100
SPLIL.NS,1598,48.704242835205996,15.358584625187307,19.399999618530273,83.8499984741211,76022.60200250313,34638.0,100
SPLPETRO.NS,1600,464.160265519619,230.6193661715074,59.95000076293945,901.75,141144.32,67490.0,100
SPMLINFRA.NS,1600,90.61591262400151,88.66029047924083,5.150000095367432,307.9700012207031,211016.3675,63770.5,100
SPORTKING.NS,941,94.67717848320696,23.783227938693614,64.0999984741211,190.63999938964844,325920.5717321998,158870.0,100
SPRL.NS,1034,129.32562860160547,56.347125051730195,78.0,380.0,2690.909090909091,0.0,90
SRD.NS,416,65.42242787434505,14.356261063268379,37.869998931884766,111.95999908447266,120190.05769230769,47637.5,100
SREEL.NS,1598,207.30948699550126,56.58332738789386,95.1500015258789,406.3500061035156,26926.38423028786,12459.0,100
SRF.NS,1600,2124.430987701416,719.0365690074553,530.989990234375,3286.5,812168.854375,584421.5,100
SRGHFL.NS,694,301.78670002610266,37.99770372635143,232.60000610351562,404.8999938964844,8705.097982708934,3809.5,100
SRHHYPOLTD.NS,1599,457.2967787761104,188.83744537155266,70.0999984741211,910.5499877929688,40515.1038148843,19228.0,100
SRIVASAVI.NS,804,89.34259942277747,31.915052520367773,35.95000076293945,167.89999389648438,37868.159203980096,15000.0,100
SRM.NS,545,383.54245854648974,121.96338226126876,155.35000610351562,634.0999755859375,149122.4275229358,75845.0,100
SSDL.NS,453,96.96386310333185,29.908851588919845,47.15999984741211,203.6999969482422,132925.80353200884,39088.0,100
SSFL.NS,694,195.32668218695122,68.81736711341506,86.1500015258789,415.3999938964844,33005.32564841498,17000.0,95
SSWL.NS,1599,165.64346166996003,69.89200004713967,32.474998474121094,290.8999938964844,358495.1013133208,208215.0,100
STALLION.NS,346,148.05878832161082,69.95020981367098,61.77000045776367,414.3500061035156,1437628.4710982658,812171.5,100
STANLEY.NS,488,322.44661872113335,124.63680468067582,123.69999694824219,607.3499755859375,256154.12295081967,90100.0,100
STAR.NS,1600,658.7822808265686,290.5701758408982,266.3999938964844,1643.300048828125,696167.754375,439280.5,100
