Strategy,Final_Capital,CAGR,Annual_Return,Annual_Volatility,Sharpe,Sortino,Calmar,Max_Drawdown,Win_Rate,Profit_Factor,Rank,Run_Date,Engine_Version
optimized_portfolio_v2,6251653.810533228,0.4522053929800305,0.4738932867988759,0.17199227744044066,2.406464365484103,2.9395396003504253,2.71108946090981,-0.16679840318816908,0.6163166397415186,1.47292219805857,1,2026-06-20,1.0.0
live_portfolio,4938968.510422973,0.38417983359908736,0.4057185811761219,0.1754632853676648,1.9703186364697611,2.3869543062628837,2.0872223713835982,-0.1840627231991666,0.6138933764135702,1.3965105150290549,2,2026-06-20,1.0.0
optimized_portfolio,4938968.510422969,0.38417983359908714,0.4057185811761219,0.1754632853676648,1.9703186364697611,2.3869543062628837,2.0872223713835956,-0.18406272319916672,0.6138933764135702,1.3965105150290549,3,2026-06-20,1.0.0
portfolio_drift,4938968.510422973,0.38417983359908736,0.4057185811761219,0.1754632853676648,1.9703186364697611,2.3869543062628837,2.0872223713835982,-0.1840627231991666,0.6138933764135702,1.3965105150290549,4,2026-06-20,1.0.0
portfolio_health,4938968.510422973,0.38417983359908736,0.4057185811761219,0.1754632853676648,1.9703186364697611,2.3869543062628837,2.0872223713835982,-0.1840627231991666,0.6138933764135702,1.3965105150290549,5,2026-06-20,1.0.0
portfolio_history,4938968.510422973,0.38417983359908736,0.4057185811761219,0.1754632853676648,1.9703186364697611,2.3869543062628837,2.0872223713835982,-0.1840627231991666,0.6138933764135702,1.3965105150290549,6,2026-06-20,1.0.0
