Metric,Value
Buy_Orders,20
Sell_Orders,30
Total_Trades,50
Trade_Value,115347032.68976632
Turnover,1.1534703268976634
Liquidity_Breaches,0
Run_Date,2026-06-12
Engine_Version,1.0.0
