Metric,Value
Strategies_Compared,6
Best_Strategy,optimized_portfolio_v2_equity
Best_CAGR,0.4612972314016899
Best_Sharpe,2.335024086315689
Run_Date,2026-07-25
Engine_Version,1.0.0
