Symbol,Observations,Missing_Count,Missing_Pct,Coverage_Pct,Eligible
CLSL.NS,692,910,0.568039950062422,43.196004993757796,False
CMNL.NS,845,757,0.47253433208489387,52.74656679151062,False
CMRSL.NS,913,689,0.43008739076154806,56.99126092384519,False
CMSINFO.NS,1104,498,0.31086142322097376,68.91385767790263,False
CNL.NS,1602,0,0.0,100.0,True
COALINDIA.NS,1602,0,0.0,100.0,True
COASTCORP.NS,1161,441,0.2752808988764045,72.47191011235955,False
COCHINSHIP.NS,1602,0,0.0,100.0,True
COFFEEDAY.NS,1602,0,0.0,100.0,True
COFORGE.NS,1602,0,0.0,100.0,True
COHANCE.NS,1555,47,0.02933832709113608,97.0661672908864,True
COLPAL.NS,1602,0,0.0,100.0,True
COMMITTED.NS,659,943,0.5886392009987516,41.13607990012484,False
COMPINFO.NS,1602,0,0.0,100.0,True
COMPUSOFT.NS,1602,0,0.0,100.0,True
COMSYN.NS,595,1007,0.6285892634207241,37.14107365792759,False
CONCOR.NS,1602,0,0.0,100.0,True
CONCORDBIO.NS,700,902,0.5630461922596754,43.69538077403246,False
CONFIPET.NS,1399,203,0.12671660424469414,87.32833957553059,False
CONS.NS,958,644,0.4019975031210986,59.80024968789014,False
CONSOFINVT.NS,1602,0,0.0,100.0,True
CONTI.NS,1602,0,0.0,100.0,True
CONTROLPR.NS,1602,0,0.0,100.0,True
COOLCAPS.NS,1038,564,0.352059925093633,64.7940074906367,False
CORALFINAC.NS,1602,0,0.0,100.0,True
CORDSCABLE.NS,1602,0,0.0,100.0,True
COROMANDEL.NS,1602,0,0.0,100.0,True
COSMOFIRST.NS,1602,0,0.0,100.0,True
COUNCODOS.NS,1602,0,0.0,100.0,True
CPCAP.NS,1602,0,0.0,100.0,True
CPS.NS,686,916,0.5717852684144819,42.82147315855182,False
CRAFTSMAN.NS,1294,308,0.19225967540574282,80.77403245942571,False
CRAYONS.NS,753,849,0.5299625468164794,47.00374531835207,False
CREATIVEYE.NS,1602,0,0.0,100.0,True
CREDITACC.NS,1602,0,0.0,100.0,True
CREST.NS,1602,0,0.0,100.0,True
CRISIL.NS,1602,0,0.0,100.0,True
CROMPTON.NS,1602,0,0.0,100.0,True
CROWN.NS,1602,0,0.0,100.0,True
CSBBANK.NS,1602,0,0.0,100.0,True
CSLFINANCE.NS,966,636,0.3970037453183521,60.299625468164784,False
CTE.NS,1602,0,0.0,100.0,True
CUB.NS,1602,0,0.0,100.0,True
CUBEXTUB.NS,1602,0,0.0,100.0,True
CUMMINSIND.NS,1602,0,0.0,100.0,True
CUPID.NS,1602,0,0.0,100.0,True
CURAA.NS,1602,0,0.0,100.0,True
CYBERMEDIA.NS,1602,0,0.0,100.0,True
CYBERTECH.NS,1602,0,0.0,100.0,True
CYIENT.NS,1602,0,0.0,100.0,True
CYIENTDLM.NS,728,874,0.5455680399500624,45.44319600499376,False
DABUR.NS,1602,0,0.0,100.0,True
DALBHARAT.NS,1602,0,0.0,100.0,True
DALMIASUG.NS,1602,0,0.0,100.0,True
DAMODARIND.NS,1602,0,0.0,100.0,True
DANGEE.NS,1602,0,0.0,100.0,True
DATAMATICS.NS,1602,0,0.0,100.0,True
DATAPATTNS.NS,1109,493,0.30774032459425715,69.22596754057429,False
DAVANGERE.NS,593,1009,0.6298377028714107,37.01622971285893,False
DBCORP.NS,1602,0,0.0,100.0,True
DBL.NS,1602,0,0.0,100.0,True
DBOL.NS,934,668,0.41697877652933835,58.30212234706617,False
DBREALTY.NS,1602,0,0.0,100.0,True
DBSTOCKBRO.NS,1602,0,0.0,100.0,True
DCAL.NS,1602,0,0.0,100.0,True
DCBBANK.NS,1602,0,0.0,100.0,True
DCG.NS,540,1062,0.6629213483146067,33.70786516853933,False
DCI.NS,1595,7,0.004369538077403246,99.56304619225968,True
DCM.NS,1602,0,0.0,100.0,True
DCMFINSERV.NS,1602,0,0.0,100.0,True
DCMNVL.NS,1602,0,0.0,100.0,True
DCMSHRIRAM.NS,1602,0,0.0,100.0,True
DCMSRIND.NS,1109,493,0.30774032459425715,69.22596754057429,False
DCW.NS,1602,0,0.0,100.0,True
DCXINDIA.NS,891,711,0.4438202247191011,55.61797752808989,False
DECCANCE.NS,1602,0,0.0,100.0,True
DEEM.NS,571,1031,0.6435705368289638,35.64294631710362,False
DEEPAKFERT.NS,1602,0,0.0,100.0,True
DEEPAKNTR.NS,1602,0,0.0,100.0,True
DEEPINDS.NS,1275,327,0.20411985018726592,79.58801498127342,False
DELAPLEX.NS,588,1014,0.6329588014981273,36.70411985018727,False
DELHIVERY.NS,1008,594,0.3707865168539326,62.92134831460674,False
DELPHIFX.NS,1602,0,0.0,100.0,True
DELTACORP.NS,1602,0,0.0,100.0,True
DELTAMAGNT.NS,1602,0,0.0,100.0,True
DEN.NS,1602,0,0.0,100.0,True
DENEERS.NS,769,833,0.5199750312109863,48.00249687890137,False
DENORA.NS,1602,0,0.0,100.0,True
DENTALKART.NS,753,849,0.5299625468164794,47.00374531835207,False
DESTINY.NS,1144,458,0.2858926342072409,71.4107365792759,False
DEVIT.NS,1602,0,0.0,100.0,True
