Metric,Value
Mean,0.0011970849668551703
Median,0.0027000618449826473
Std,0.011963473399862186
Min,-0.07655616899564431
Max,0.05483850254906349
1%,-0.039282264793636064
5%,-0.02092832324563798
95%,0.01708311285457152
99%,0.02826286246434793
Skewness,-1.0399744141381222
Kurtosis,4.475460950706193
