Symbol,Annualized_Volatility
GENUSPAPER.NS,0.5365969178646857
GENUSPOWER.NS,0.5129411898639374
GEOJITFSL.NS,0.4754275838628575
GESHIP.NS,0.39777914270273923
GFLLIMITED.NS,0.4678612054169908
GHCL.NS,0.40283664025743465
GHCLTEXTIL.NS,0.41596187229709736
GICHSGFIN.NS,0.42602196858359287
GICL.NS,0.44037009596379373
GICRE.NS,0.44145627867416
GILLANDERS.NS,0.5078054085644408
GILLETTE.NS,0.24197153220266404
GINNIFILA.NS,0.5737531125576367
GIPCL.NS,0.40859904198545227
GIRIRAJ.NS,0.5043535884892862
GKWLIMITED.NS,0.484065036679467
GLAND.NS,0.36894517325990334
GLAXO.NS,0.2968223153018431
GLENMARK.NS,0.3539445004593343
GLFL.NS,0.5630729621117411
GLOBAL.NS,0.5403990517838188
GLOBALPET.NS,0.5218433704005605
GLOBALVECT.NS,0.5454067222866652
GLOBE.NS,0.49126821982564134
GLOBUSSPR.NS,0.48568424696970247
GLOSTERLTD.NS,0.32206561918705234
GMBREW.NS,0.42478051233054953
GMDCLTD.NS,0.5274772683052824
GMMPFAUDLR.NS,0.39611289311118014
GMRAIRPORT.NS,0.38612629217705474
GMRP&UI.NS,0.533647140993983
GNA.NS,0.44525576315441345
GNFC.NS,0.4171335669635097
GOACARBON.NS,0.5069358512388451
GOCLCORP.NS,0.4994318758790352
GOCOLORS.NS,0.3737939195648774
GODFRYPHLP.NS,0.4760076300207584
GODIGIT.NS,0.33205897416312397
GODREJAGRO.NS,0.3206091690946459
GODREJCP.NS,0.2915433247517982
GODREJIND.NS,0.3509567425277529
GODREJPROP.NS,0.411830165915107
GOKEX.NS,0.5531054525591952
GOKUL.NS,0.5397032431882398
GOKULAGRO.NS,0.5392310387353361
GOODLUCK.NS,0.5187035579834898
GOODYEAR.NS,0.2689621376053651
GOPAL.NS,0.3733339591601103
GOYALALUM.NS,0.4349175756882509
GOYALSALT.NS,0.4785490004589824
