Metric,Value
Portfolio_Volatility,0.18217369922339785
Factor_Risk_Pct,95.81457356876699
Specific_Risk_Pct,4.185426431233014
Effective_Factors,3.8907111790547986
Effective_Risk_Positions,40.23742311885512
Dominant_Factor,PC_1
Assets,47
Factors,10
Engine_Version,1.0.0
Run_Date,2026-06-16
