Average_Daily_Return,Annualized_Return,Daily_Volatility,Annualized_Volatility,Best_Day,Worst_Day,Positive_Days,Negative_Days
0.0011970849668551703,0.30166541164750293,0.011963473399862186,0.1899142525954304,0.05483850254906349,-0.07655616899564431,987,611
