Symbol,Risk_Contribution,Risk_Contribution_Pct
CONS.NS,2.074432232162756e-05,0.00012885296262230895
CONSOFINVT.NS,8.755217221250321e-05,0.00054382864856655
CONTI.NS,7.882837277830852e-06,4.896409346952291e-05
CONTROLPR.NS,6.975166954615298e-05,0.0004332611656107808
COOLCAPS.NS,1.0872817137668607e-05,6.753629636667224e-05
CORALFINAC.NS,0.00010772212042902905,0.0006691138973851289
CORDSCABLE.NS,0.00011853568102872452,0.0007362821228958726
COROMANDEL.NS,5.9040272839320564e-05,0.0003667275291728606
COSMOFIRST.NS,0.00010115112462441691,0.0006282982822170068
COUNCODOS.NS,7.915601580397006e-05,0.0004916760831028014
CPCAP.NS,7.9394190216317e-05,0.0004931554989244374
CPS.NS,2.8278373744787793e-05,0.00017565057940494545
CRAFTSMAN.NS,4.809467671971557e-05,0.0002987391675473796
CRAYONS.NS,4.452279216278925e-05,0.0002765524747179404
CREATIVEYE.NS,3.5364916548918124e-05,0.00021966850493197014
CREDITACC.NS,7.142262885587145e-05,0.0004436402975072264
CREST.NS,8.63019621956003e-05,0.0005360629928810868
