Symbol,Mean_Return,Annualized_Return,Volatility,Annualized_Volatility,Sharpe,Observations
ALUWIND.NS,0.0005942931179740837,0.1497618657294691,0.03253161684631798,0.5164234075331803,0.2899982137619253,541
AMBER.NS,0.0016841608539199231,0.4244085351878206,0.028824126176247,0.45756881772658015,0.9275294092295983,1599
AMBICAAGAR.NS,0.0009096797708025331,0.22923930224223832,0.03052843732328473,0.4846239184370026,0.47302515109360554,1599
AMBIKCO.NS,0.0007055463114867636,0.17779767049466444,0.024329372252830734,0.3862168112118323,0.4603571500080195,1599
AMBUJACEM.NS,0.0007932711123091957,0.19990432030191732,0.02077897215000084,0.32985595685063607,0.6060351985470953,1599
AMDIND.NS,0.001533546501222111,0.3864537183079719,0.037957876104137804,0.6025626028064993,0.6413503202953895,1599
AMEYA.NS,0.0011735212827684734,0.2957273632576553,0.035772285636134646,0.5678674297294816,0.5207683127706985,931
AMIABLE.NS,0.00010070105502741636,0.025376665866908923,0.035155566096223806,0.5580773105418121,0.04547159575842971,885
AMJLAND.NS,0.0009239505197793618,0.23283553098439916,0.03308483281618108,0.5252054387985834,0.44332277197474285,1599
AMNPLST.NS,0.0008738925187782357,0.22022091473211539,0.03562094307151262,0.56546494099687,0.38945104950960063,640
AMRUTANJAN.NS,0.0004051125716283229,0.10208836805033737,0.021830571677769108,0.3465495818264828,0.2945851716579273,1599
ANANDRATHI.NS,0.0024157238760084345,0.6087624167541255,0.0186584062861341,0.2961930173634906,2.055289561424897,1114
ANANTRAJ.NS,0.0029322648856617934,0.738930751186772,0.03400359551111841,0.5397903444267094,1.3689217653041978,1599
ANDHRAPAP.NS,0.0003612459232897647,0.0910339726690207,0.0240410473385951,0.3816397950927232,0.2385337531346884,1599
ANDHRSUGAR.NS,0.0005761279681190432,0.14518424796599888,0.026011533317064156,0.41292029025853666,0.3516035694809196,1599
ANGELONE.NS,0.002331177124942361,0.587456635485475,0.03294597114756774,0.5230010781478411,1.1232417293782588,1410
