Metric,Value
Engine_Version,2.0.0
Run_Time,2026-07-25 12:37:47.131130
Trading_Days,1602
Eligible_Securities,2266
Average_Coverage,86.81342717014147
Matrix_Health,88.47176859841855
Market_Return,0.29728777822297664
Market_Volatility,0.18738890738441757
VaR_95,-0.02063910077065441
CVaR_95,-0.031201429559369852
