Strategy,Final_Capital,CAGR,Annual_Return,Annual_Volatility,Sharpe,Sortino,Calmar,Max_Drawdown,Win_Rate,Profit_Factor
live_portfolio,9556553.637670524,0.41669825666159555,0.4419487287622874,0.18736628352124993,2.0385136620323108,2.3475133452000496,1.1625544748568848,-0.3584333170390943,0.614206981016534,1.4070135578275178
