Strategy,Final_Capital,CAGR,Annual_Return,Annual_Volatility,Sharpe,Sortino,Calmar,Max_Drawdown,Win_Rate,Profit_Factor
optimized_portfolio_v2,6461712.4634374585,0.45977554561515266,0.48152875244718474,0.17180670393154046,2.4535058458204904,2.995928769251101,2.7564745035146974,-0.16679840318816908,0.6170555108608206,1.480741815046535
