Strategy,Final_Capital,CAGR,Annual_Return,Annual_Volatility,Sharpe,Sortino,Calmar,Max_Drawdown,Win_Rate,Profit_Factor
portfolio_history,22223156.142475054,0.8751891833957712,0.9949271136392579,0.35048890161375934,2.667494204052009,3.2293807748398713,2.533191659413656,-0.3454887355812416,0.6146419951729686,1.4036894152848083
