Strategy,Final_Capital,CAGR,Annual_Return,Annual_Volatility,Sharpe,Sortino,Calmar,Max_Drawdown,Win_Rate,Profit_Factor
portfolio_health,5095815.978632636,0.39116038325978786,0.4127530723574,0.17524445080687967,2.012920070982081,2.436925774250754,2.1251472131949796,-0.1840627231991666,0.6146419951729686,1.4036894152848083
