Date,Portfolio_Return,Portfolio_Value,Cumulative_Return,Drawdown,High_Water_Mark
2023-06-14,0.004898573090337525,1443251.424155388,0.443251424155388,0.0,1443251.424155388
2023-06-15,-0.0005212389687108697,1442499.1452714705,0.4424991452714706,-0.0005212389687110353,1443251.424155388
2023-06-16,0.007223881466275684,1452919.5881121159,0.45291958811211597,0.0,1452919.5881121159
2023-06-19,-0.0005206704503027722,1452163.0958159198,0.45216309581591974,-0.0005206704503027959,1452919.5881121159
2023-06-20,0.002635874473356027,1455990.8154513307,0.4559908154513308,0.0,1455990.8154513307
2023-06-21,0.0010383822816681341,1457502.690516367,0.45750269051636705,0.0,1457502.690516367
2023-06-22,-0.0034930544120181104,1452411.5543127307,0.4524115543127307,-0.0034930544120180818,1457502.690516367
2023-06-23,-0.013335953556619332,1433042.2612793187,0.4330422612793188,-0.01678242475722802,1457502.690516367
2023-06-26,0.007897265658044477,1444359.3767158464,0.44435937671584647,-0.009017694365877515,1457502.690516367
2023-06-27,0.006756381920731111,1454118.0202957278,0.4541180202957278,-0.002322239432326678,1457502.690516367
2023-06-28,0.005269943507346537,1461781.140115701,0.4617811401157008,0.0,1461781.140115701
2023-06-30,0.0033417490901517565,1466666.0459106835,0.4666660459106835,0.0,1466666.0459106835
2023-07-03,0.0061919417919470915,1475747.5566951877,0.47574755669518765,0.0,1475747.5566951877
2023-07-04,-0.000984013290275306,1474295.4014863083,0.47429540148630833,-0.0009840132902753096,1475747.5566951877
2023-07-05,0.00949777203625024,1488297.9231237173,0.4882979231237172,0.0,1488297.9231237173
2023-07-06,0.005773116708233988,1496890.0407305327,0.4968900407305328,0.0,1496890.0407305327
2023-07-07,-0.00608260818755207,1487785.0451129202,0.4877850451129202,-0.006082608187551908,1496890.0407305327
2023-07-10,-0.0006264301666526968,1486853.0516791667,0.4868530516791667,-0.006705228024943999,1496890.0407305327
2023-07-11,0.008466285483693143,1499441.174086983,0.4994411740869831,0.0,1499441.174086983
2023-07-12,0.005017995446291107,1506965.363070533,0.5069653630705329,0.0,1506965.363070533
2023-07-13,-0.0033248183673360875,1501954.9769524566,0.5019549769524567,-0.003324818367336113,1506965.363070533
2023-07-14,0.014486376325814574,1523712.86197302,0.52371286197302,0.0,1523712.86197302
2023-07-17,0.007178556231073407,1534650.920432703,0.534650920432703,0.0,1534650.920432703
2023-07-18,-0.0008247057601159912,1533385.284978855,0.533385284978855,-0.0008247057601159513,1534650.920432703
2023-07-19,0.004997477112455728,1541048.3428451132,0.5410483428451132,0.0,1541048.3428451132
2023-07-20,0.005355097757497377,1549300.8073700783,0.5493008073700782,0.0,1549300.8073700783
2023-07-21,-0.00016511802064454842,1549044.9898873824,0.5490449898873824,-0.00016511802064456127,1549300.8073700783
2023-07-24,0.0011430147297795627,1550815.5711279148,0.5508155711279148,0.0,1550815.5711279148
2023-07-25,0.010681758144871736,1567381.0079860042,0.5673810079860042,0.0,1567381.0079860042
2023-07-26,0.00031747220436070936,1567878.6078896825,0.5678786078896825,0.0,1567878.6078896825
2023-07-27,0.0023492364959768557,1571561.9255365985,0.5715619255365985,0.0,1571561.9255365985
2023-07-28,0.0017689928656837294,1574342.0073708526,0.5743420073708527,0.0,1574342.0073708526
2023-07-31,0.011218783118538387,1592004.2089059507,0.5920042089059507,0.0,1592004.2089059507
2023-08-01,0.0019060821726850563,1595038.699747386,0.595038699747386,0.0,1595038.699747386
2023-08-02,-0.010168809293537553,1578819.0553938425,0.5788190553938426,-0.010168809293537584,1595038.699747386
2023-08-03,0.006210581292955157,1588624.4394842328,0.5886244394842328,-0.004021382217352487,1595038.699747386
2023-08-04,0.0045901204346991235,1595916.4169869719,0.595916416986972,0.0,1595916.4169869719
2023-08-07,0.0020417976168282054,1599174.9553238328,0.5991749553238328,0.0,1599174.9553238328
2023-08-08,0.0048535225363764,1606936.5870091056,0.6069365870091057,0.0,1606936.5870091056
2023-08-09,0.008971981826578998,1621353.9928642162,0.6213539928642162,0.0,1621353.9928642162
2023-08-10,-0.00300450935190061,1616482.6196299142,0.6164826196299142,-0.003004509351900664,1621353.9928642162
2023-08-11,0.011392547095797664,1634898.4740035865,0.6348984740035863,0.0,1634898.4740035865
2023-08-14,-0.008902301528150353,1620344.1148200936,0.6203441148200937,-0.008902301528150414,1634898.4740035865
2023-08-16,-0.0037217159927521153,1614313.654214206,0.614313654214206,-0.012590885682932873,1634898.4740035865
2023-08-17,0.007653179258327793,1626668.2859890738,0.6266682859890738,-0.00503406672975748,1634898.4740035865
2023-08-18,0.0009987296799529775,1628292.8878857293,0.6282928878857292,-0.004040364721658363,1634898.4740035865
2023-08-21,0.010307905041695563,1645077.1763541237,0.6450771763541236,0.0,1645077.1763541237
2023-08-22,0.010534118012809797,1662406.613470018,0.662406613470018,0.0,1662406.613470018
2023-08-23,0.0024593122239765417,1666494.990375744,0.666494990375744,0.0,1666494.990375744
2023-08-24,-0.0005235303415145351,1665622.5296843003,0.6656225296843004,-0.0005235303415145331,1666494.990375744
2023-08-25,-0.004428371211104308,1658246.5348252798,0.65824653482528,-0.004949583165926197,1666494.990375744
2023-08-28,0.006048481240866986,1668276.4078839032,0.6682764078839032,0.0,1668276.4078839032
2023-08-29,0.004400831178171541,1675618.2107135267,0.6756182107135267,0.0,1675618.2107135267
2023-08-30,0.005231607579208785,1684384.3876445557,0.6843843876445557,0.0,1684384.3876445557
2023-08-31,0.0026216993284388437,1688800.3370624764,0.6888003370624765,0.0,1688800.3370624764
2023-09-01,0.012826441560279697,1710461.6358927889,0.7104616358927889,0.0,1710461.6358927889
2023-09-04,0.01099556045027345,1729269.1202081216,0.7292691202081216,0.0,1729269.1202081216
2023-09-05,0.0029642568251143833,1734395.118000158,0.734395118000158,0.0,1734395.118000158
2023-09-06,0.00019284571905895436,1734729.5886738214,0.7347295886738214,0.0,1734729.5886738214
2023-09-07,0.004329085380792883,1742239.381175778,0.7422393811757781,0.0,1742239.381175778
2023-09-08,0.009434205490446282,1758676.0255113386,0.7586760255113385,0.0,1758676.0255113386
2023-09-11,0.013344605416857327,1782144.8631278742,0.7821448631278742,0.0,1782144.8631278742
2023-09-12,-0.030813674701385064,1727230.4310447075,0.7272304310447075,-0.030813674701385074,1782144.8631278742
2023-09-13,0.006193973626808709,1737928.8507820196,0.7379288507820196,-0.024810560163021966,1782144.8631278742
2023-09-14,0.012485195183640716,1759627.2316993135,0.7596272316993136,-0.012635129665631961,1782144.8631278742
2023-09-15,0.006089660520460333,1770342.7641829196,0.7703427641829197,-0.006622412795467381,1782144.8631278742
