Date,Portfolio_Value,Period_Return,Cumulative_Return
2023-12-29 00:00:00+05:30,3801063.7291271356,0.0449473603520146,2.8010637291271356
2024-01-31 00:00:00+05:30,4239464.769209033,0.11533640878538239,3.2394647692090333
2024-02-29 00:00:00+05:30,4332237.882702256,0.0218832136941032,3.3322378827022554
2024-03-28 00:00:00+05:30,4169909.4331481224,-0.0374698836835064,3.1699094331481223
2024-04-30 00:00:00+05:30,4469651.6420702,0.07188218682624588,3.4696516420702004
2024-05-31 00:00:00+05:30,4688858.5576021895,0.04904340048981088,3.688858557602189
2024-06-28 00:00:00+05:30,4827299.9589874195,0.029525608351049847,3.8272999589874193
2024-07-31 00:00:00+05:30,4990567.460965709,0.03382170226946855,3.9905674609657087
2024-08-30 00:00:00+05:30,5227073.220479462,0.047390554553887895,4.227073220479462
2024-09-30 00:00:00+05:30,5249149.189429654,0.0042233900347328724,4.249149189429654
2024-10-31 00:00:00+05:30,5004924.627377524,-0.04652650424642751,4.004924627377524
2024-11-29 00:00:00+05:30,4890495.255934131,-0.022863355587304957,3.8904952559341313
2024-12-31 00:00:00+05:30,4805324.37011293,-0.017415595223787373,3.8053243701129302
2025-01-31 00:00:00+05:30,4072066.656278578,-0.15259276114530432,3.0720666562785777
2025-02-28 00:00:00+05:30,3623423.7337030857,-0.11017573150079596,2.6234237337030857
2025-03-28 00:00:00+05:30,4032359.5837325905,0.11285896436174707,3.0323595837325907
2025-04-30 00:00:00+05:30,4103234.131541642,0.017576445338598826,3.103234131541642
2025-05-30 00:00:00+05:30,4233038.507244243,0.03163465002028343,3.2330385072442436
2025-06-30 00:00:00+05:30,4420810.838012666,0.04435875800493605,3.4208108380126667
2025-07-31 00:00:00+05:30,4406525.513641685,-0.0032313810507674607,3.406525513641685
2025-08-29 00:00:00+05:30,4334736.064195605,-0.0162916223278034,3.3347360641956048
2025-09-30 00:00:00+05:30,4242754.461638089,-0.02121965471376051,3.2427544616380892
2025-10-31 00:00:00+05:30,4328146.320867162,0.020126514508714534,3.3281463208671624
2025-11-28 00:00:00+05:30,4272173.798428798,-0.012932215846887125,3.272173798428798
2025-12-31 00:00:00+05:30,4275209.1158727445,0.0007104854781571019,3.2752091158727445
2026-01-30 00:00:00+05:30,4089686.8068964817,-0.04339490863440249,3.0896868068964816
2026-02-27 00:00:00+05:30,4307215.095454413,0.05318947362695647,3.3072150954544135
2026-03-30 00:00:00+05:30,3852713.698234998,-0.10552094268500081,2.8527136982349983
2026-04-30 00:00:00+05:30,4285950.842081854,0.11244986723133094,3.2859508420818537
2026-05-29 00:00:00+05:30,4517661.205010708,0.05406276727530151,3.5176612050107083
2026-06-30 00:00:00+05:30,4866612.564590507,0.07724159553902886,3.8666125645905076
2026-07-31 00:00:00+05:30,4905982.166054766,0.008089734068972688,3.9059821660547653
2026-08-04 00:00:00+05:30,4905982.166054766,0.0,3.9059821660547653
