Metric,Value
Total_Positions,50
Top_Weight,0.02402013775341458
Average_Weight,0.02
Largest_Sector,Basic Materials
Portfolio_MarketCap,1240582174529.2986
Portfolio_ADV,3012105911.5004454
Average_Alpha,0.8452808070096401
Run_Date,2026-06-12
