Execution_Rank,Symbol,Signal,Action,Signal_Score,Current_Weight,Target_Weight,Weight_Change,Priority_Score,Run_Timestamp
189,MANINFRA,REDUCE,TRIM,39.90320427236315,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
190,POLYMED,REDUCE,TRIM,39.87650200267022,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
191,CLEAN,REDUCE,TRIM,39.83644859813084,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
192,MAHLIFE,REDUCE,TRIM,39.73631508678238,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
193,EKC,REDUCE,TRIM,39.70293724966622,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
194,SURAKSHA,REDUCE,TRIM,39.68624833110815,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
195,NDRAUTO,REDUCE,TRIM,39.61949265687584,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
196,ANUP,REDUCE,TRIM,39.58611481975968,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
197,KOLTEPATIL,REDUCE,TRIM,39.582777036048064,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
198,APLLTD,REDUCE,TRIM,39.55607476635514,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
199,FOSECOIND,REDUCE,TRIM,39.489319092122834,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
200,KPITTECH,REDUCE,TRIM,39.44592790387183,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
201,CRISIL,REDUCE,TRIM,39.39919893190921,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
202,METROBRAND,REDUCE,TRIM,39.35580774365821,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
203,ZOTA,REDUCE,TRIM,39.34245660881175,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
204,GODREJAGRO,REDUCE,TRIM,39.285714285714285,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
205,MICEL,REDUCE,TRIM,39.28571428571428,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
206,MOBIKWIK,REDUCE,TRIM,39.25567423230975,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
207,BAJAJFINSV,REDUCE,TRIM,39.23898531375167,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
208,SAMHI,REDUCE,TRIM,39.23230974632844,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
209,EXCELINDUS,REDUCE,TRIM,39.2222963951936,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
210,MPSLTD,REDUCE,TRIM,39.208945260347136,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
211,M&MFIN,REDUCE,TRIM,39.16555407209613,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
212,GARUDA,REDUCE,TRIM,39.14552736982644,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
213,RAILTEL,REDUCE,TRIM,39.11882510013351,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
214,JKTYRE,REDUCE,TRIM,39.04873164218959,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
215,JIOFIN,REDUCE,TRIM,39.00867823765021,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
216,SYNGENE,REDUCE,TRIM,39.0086782376502,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
217,NILKAMAL,REDUCE,TRIM,38.99866488651536,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
218,VSTTILLERS,REDUCE,TRIM,38.925233644859816,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
219,WONDERLA,REDUCE,TRIM,38.918558077436586,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
220,BALKRISIND,REDUCE,TRIM,38.91855807743658,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
221,DCMSHRIRAM,REDUCE,TRIM,38.90186915887851,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
222,CMSINFO,REDUCE,TRIM,38.78170894526035,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
223,DMCC,REDUCE,TRIM,38.77503337783712,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
224,AUTOAXLES,REDUCE,TRIM,38.76835781041388,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
225,BHARTIHEXA,REDUCE,TRIM,38.76168224299066,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
226,CYIENT,REDUCE,TRIM,38.74165554072096,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
227,BIRLACORPN,REDUCE,TRIM,38.71829105473965,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
228,MUFTI,REDUCE,TRIM,38.70160213618158,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
229,HITECHGEAR,REDUCE,TRIM,38.69492656875834,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
230,BOSCH-HCIL,REDUCE,TRIM,38.67823765020027,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
231,ITC,REDUCE,TRIM,38.65487316421896,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
232,PERSISTENT,REDUCE,TRIM,38.61148197596796,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
233,TARSONS,REDUCE,TRIM,38.57476635514019,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
234,SUBROS,REDUCE,TRIM,38.554739652870495,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
235,63MOONS,REDUCE,TRIM,38.49799732977303,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
236,VALIANTLAB,REDUCE,TRIM,38.4913217623498,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
237,IRCON,REDUCE,TRIM,38.41789052069426,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
238,PNGJL,REDUCE,TRIM,38.39118825100134,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
239,IXIGO,REDUCE,TRIM,38.357810413885176,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
240,NAUKRI,REDUCE,TRIM,38.35447263017356,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
241,RENUKA,REDUCE,TRIM,38.33444592790387,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
242,TTKHLTCARE,REDUCE,TRIM,38.32777036048064,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
243,COROMANDEL,REDUCE,TRIM,38.30106809078772,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
244,VINSYS,REDUCE,TRIM,38.25100133511349,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
245,HAVELLS,REDUCE,TRIM,38.234312416555404,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
246,AMRUTANJAN,REDUCE,TRIM,38.1909212283044,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
247,SHAKTIPUMP,REDUCE,TRIM,38.17089452603472,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
248,MAANALU,REDUCE,TRIM,38.13751668891856,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
249,FAIRCHEMOR,REDUCE,TRIM,38.09746328437917,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
250,NAHARPOLY,REDUCE,TRIM,37.96061415220294,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
251,IONEXCHANG,REDUCE,TRIM,37.94726301735648,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
252,BBTC,REDUCE,TRIM,37.82710280373832,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
253,RAMKY,REDUCE,TRIM,37.800400534045394,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
254,RHIM,REDUCE,TRIM,37.780373831775705,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
255,CDSL,REDUCE,TRIM,37.76368491321763,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
256,ZUARI,REDUCE,TRIM,37.72029372496662,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
257,SJLOGISTIC,REDUCE,TRIM,37.71695594125501,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
258,BASF,REDUCE,TRIM,37.6935914552737,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
259,MATRIMONY,REDUCE,TRIM,37.596795727636845,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
260,PRECAM,REDUCE,TRIM,37.54672897196262,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
261,NDTV,REDUCE,TRIM,37.53004005340454,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
262,LYKALABS,REDUCE,TRIM,37.526702269692926,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
263,JKCEMENT,REDUCE,TRIM,37.42990654205608,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
264,PIIND,REDUCE,TRIM,37.41989319092123,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
265,MOIL,REDUCE,TRIM,37.41989319092123,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
266,JAIBALAJI,REDUCE,TRIM,37.41989319092123,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
267,SPIC,REDUCE,TRIM,37.37650200267023,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
268,AFCONS,REDUCE,TRIM,37.36982643524699,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
269,IKIO,REDUCE,TRIM,37.25634178905207,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
270,AFFLE,REDUCE,TRIM,37.23965287049399,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
271,COCHINSHIP,REDUCE,TRIM,37.22963951935915,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
272,MONTECARLO,REDUCE,TRIM,37.21628838451269,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
273,SESHAPAPER,REDUCE,TRIM,37.20627503337784,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
274,AWHCL,REDUCE,TRIM,37.18958611481976,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
275,JUBLCPL,REDUCE,TRIM,37.16955941255007,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
276,HDFCBANK,REDUCE,TRIM,37.12616822429906,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
277,MSUMI,REDUCE,TRIM,37.07610146862483,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
278,WIPRO,REDUCE,TRIM,37.05607476635514,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
279,MAGADSUGAR,REDUCE,TRIM,37.04939919893191,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
280,KKCL,REDUCE,TRIM,37.04606141522029,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
281,THOMASCOOK,REDUCE,TRIM,37.04272363150868,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
282,BLUEDART,REDUCE,TRIM,36.98598130841121,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
283,PATANJALI,REDUCE,TRIM,36.98598130841121,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
284,LODHA,REDUCE,TRIM,36.935914552736975,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
285,APOLLOTYRE,REDUCE,TRIM,36.90587449933245,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
286,PURVA,REDUCE,TRIM,36.8958611481976,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
287,JINDALPHOT,REDUCE,TRIM,36.88918558077437,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
288,KOTHARIPET,REDUCE,TRIM,36.88918558077437,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
289,SALZERELEC,REDUCE,TRIM,36.8758344459279,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
290,ELECTCAST,REDUCE,TRIM,36.85914552736983,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
291,BSOFT,REDUCE,TRIM,36.83911882510014,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
292,LAXMIDENTL,REDUCE,TRIM,36.8324432576769,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
293,LAOPALA,REDUCE,TRIM,36.8324432576769,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
294,LTTS,REDUCE,TRIM,36.822429906542055,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
295,SBFC,REDUCE,TRIM,36.815754339118826,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
296,MADRASFERT,REDUCE,TRIM,36.81241655540721,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
297,SUNDARMFIN,REDUCE,TRIM,36.75901201602136,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
298,SKFINDIA,REDUCE,TRIM,36.71895861148198,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
299,STARPAPER,REDUCE,TRIM,36.66555407209613,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
300,VINATIORGA,REDUCE,TRIM,36.66555407209613,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
301,ETHOSLTD,REDUCE,TRIM,36.64886515353805,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
302,HEXT,REDUCE,TRIM,36.62883845126836,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
303,PROTEAN,REDUCE,TRIM,36.62883845126836,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
304,CEATLTD,REDUCE,TRIM,36.625500667556736,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
305,ONWARDTEC,REDUCE,TRIM,36.59879839786382,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
306,VRLLOG,REDUCE,TRIM,36.56875834445928,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
307,EIMCOELECO,REDUCE,TRIM,36.53204272363151,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
308,MIRZAINT,REDUCE,TRIM,36.47863818424566,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
309,ACCELYA,REDUCE,TRIM,36.451935914552735,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
310,FIVESTAR,REDUCE,TRIM,36.401869158878505,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
311,MEDICO,REDUCE,TRIM,36.39853137516689,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
312,SANATHAN,REDUCE,TRIM,36.388518024032045,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
313,EXPLEOSOL,REDUCE,TRIM,36.37516688918558,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
314,AARTISURF,REDUCE,TRIM,36.36849132176235,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
315,MAHSCOOTER,REDUCE,TRIM,36.34846461949266,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
316,SHANKARA,REDUCE,TRIM,36.265020026702274,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
317,GOPAL,REDUCE,TRIM,36.24499332443258,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
318,DVL,REDUCE,TRIM,36.22496662216288,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
319,ATL,REDUCE,TRIM,36.22496662216288,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
320,DYCL,REDUCE,TRIM,36.21829105473966,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
321,ACC,REDUCE,TRIM,36.21495327102804,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
322,RAMCOCEM,REDUCE,TRIM,36.208277703604814,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
323,JUSTDIAL,REDUCE,TRIM,36.11148197596796,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
324,NSIL,REDUCE,TRIM,36.098130841121495,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
325,GLOBUSSPR,REDUCE,TRIM,36.08811748998665,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
326,PLATIND,REDUCE,TRIM,36.08811748998665,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
327,ASALCBR,REDUCE,TRIM,36.054739652870495,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
328,RUCHIRA,REDUCE,TRIM,35.95460614152203,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
329,DDEVPLSTIK,REDUCE,TRIM,35.91455273698264,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
330,PGEL,REDUCE,TRIM,35.851134846461946,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
331,HPL,REDUCE,TRIM,35.79105473965287,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
332,MTNL,REDUCE,TRIM,35.78771695594126,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
333,TIMETECHNO,REDUCE,TRIM,35.77436582109479,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
334,JTEKTINDIA,REDUCE,TRIM,35.764352469959945,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
335,MANYAVAR,REDUCE,TRIM,35.72763684913218,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
336,AMBUJACEM,REDUCE,TRIM,35.68758344459279,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
337,PNCINFRA,REDUCE,TRIM,35.634178905206944,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
338,PRABHA,REDUCE,TRIM,35.62416555407209,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
339,WHIRLPOOL,REDUCE,TRIM,35.62082777036048,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
340,RGL,REDUCE,TRIM,35.604138851802404,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
341,SCHAND,REDUCE,TRIM,35.60080106809079,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
342,INFY,REDUCE,TRIM,35.48397863818425,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
343,COHANCE,REDUCE,TRIM,35.467289719626166,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
344,DYNPRO,REDUCE,TRIM,35.430574098798395,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
345,EMAMILTD,REDUCE,TRIM,35.39052069425901,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
346,GRPLTD,REDUCE,TRIM,35.34045393858478,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
347,GRINFRA,REDUCE,TRIM,35.313751668891854,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
348,EMUDHRA,REDUCE,TRIM,35.29706275033377,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
349,ORISSAMINE,REDUCE,TRIM,35.2803738317757,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
350,PARKHOTELS,REDUCE,TRIM,35.27703604806409,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
351,MOLDTECH,REDUCE,TRIM,35.250333778371164,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
352,OPTIEMUS,REDUCE,TRIM,35.24365821094793,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
353,RALLIS,REDUCE,TRIM,35.19692923898532,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
354,HEIDELBERG,REDUCE,TRIM,35.16688918558077,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
355,INDRAMEDCO,REDUCE,TRIM,35.11014686248331,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
356,SONATSOFTW,REDUCE,TRIM,35.09679572763685,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
357,GOCOLORS,REDUCE,TRIM,35.086782376502,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
358,PUNJABCHEM,REDUCE,TRIM,35.026702269692926,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
359,TCS,REDUCE,TRIM,34.946595460614155,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
360,SANOFI,REDUCE,TRIM,34.90654205607476,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
361,TEXRAIL,REDUCE,TRIM,34.82643524699599,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
362,ROUTE,REDUCE,TRIM,34.79305740987984,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
363,INTELLECT,REDUCE,TRIM,34.676234979973295,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
364,PDMJEPAPER,REDUCE,TRIM,34.67289719626168,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
365,TAJGVK,REDUCE,TRIM,34.632843791722294,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
366,DBCORP,REDUCE,TRIM,34.41255006675568,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
367,RPOWER,REDUCE,TRIM,34.402536715620826,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
368,GMMPFAUDLR,REDUCE,TRIM,34.36248331108145,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
369,CONTROLPR,REDUCE,TRIM,34.3524699599466,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
370,VESUVIUS,REDUCE,TRIM,34.349132176234974,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
371,ITCHOTELS,REDUCE,TRIM,34.31241655540721,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
372,MAXIND,REDUCE,TRIM,34.28237650200268,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
373,RVNL,REDUCE,TRIM,34.20894526034713,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
374,KNRCON,REDUCE,TRIM,34.192256341789054,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
375,EPIGRAL,REDUCE,TRIM,34.192256341789054,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
376,MEDIASSIST,REDUCE,TRIM,34.19225634178905,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
377,JUNIPER,REDUCE,TRIM,34.185580774365825,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
378,SWIGGY,REDUCE,TRIM,34.12883845126836,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
379,RELTD,REDUCE,TRIM,34.01535380507343,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
380,GALAXYSURF,REDUCE,TRIM,33.981975967957275,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
381,IMAGICAA,REDUCE,TRIM,33.938584779706275,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
382,ICRA,REDUCE,TRIM,33.925233644859816,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
383,BIRLAMONEY,REDUCE,TRIM,33.871829105473964,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
384,DODLA,REDUCE,TRIM,33.80507343124166,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
385,CHALET,REDUCE,TRIM,33.63818424566088,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
386,ICICIPRULI,REDUCE,TRIM,33.63150867823765,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
387,TRANSWORLD,REDUCE,TRIM,33.62149532710281,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
388,BATAINDIA,REDUCE,TRIM,33.61481975967958,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
389,GENESYS,REDUCE,TRIM,33.588117489986644,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
390,TECHNOE,REDUCE,TRIM,33.50467289719626,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
391,UBL,REDUCE,TRIM,33.4913217623498,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
392,UFLEX,REDUCE,TRIM,33.42456608811749,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
393,VENTIVE,REDUCE,TRIM,33.39452603471295,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
394,GLAXO,REDUCE,TRIM,33.37783711615487,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
395,BECTORFOOD,REDUCE,TRIM,33.32443257676903,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
396,BLS,REDUCE,TRIM,33.25767690253672,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
397,EIDPARRY,REDUCE,TRIM,33.164218958611485,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
398,HDFCLIFE,REDUCE,TRIM,33.12082777036048,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
399,RAYMONDLSL,REDUCE,TRIM,33.097463284379174,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
400,HAPPSTMNDS,REDUCE,TRIM,33.047396528704944,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
401,OMINFRAL,REDUCE,TRIM,33.04405874499332,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
402,DCW,REDUCE,TRIM,33.00734312416555,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
403,BRIGADE,REDUCE,TRIM,32.953938584779706,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
404,HGINFRA,REDUCE,TRIM,32.94392523364486,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
405,PILANIINVS,REDUCE,TRIM,32.92389853137517,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
406,HUBTOWN,REDUCE,TRIM,32.91388518024032,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
407,KFINTECH,REDUCE,TRIM,32.90720961281709,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
408,TVTODAY,REDUCE,TRIM,32.88384512683578,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
409,GGBL,REDUCE,TRIM,32.87049399198932,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
410,ESCORTS,REDUCE,TRIM,32.76702269692924,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
411,HERITGFOOD,REDUCE,TRIM,32.66688918558077,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
412,ALICON,REDUCE,TRIM,32.633511348464616,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
413,CANTABIL,REDUCE,TRIM,32.53671562082777,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
414,CAMLINFINE,REDUCE,TRIM,32.48664886515354,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
415,DALBHARAT,REDUCE,TRIM,32.48664886515353,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
416,TCI,REDUCE,TRIM,32.35647530040053,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
417,SNOWMAN,REDUCE,TRIM,32.34312416555407,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
418,JMFINANCIL,REDUCE,TRIM,32.31975967957276,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
419,MAMATA,REDUCE,TRIM,32.26635514018692,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
