Symbol,Company_Name_x,Signal,Signal_Score,In_Portfolio,Current_Weight,Volatility_252D,Yahoo_Symbol_x,Raw_Beta,Beta,Observation_Count,Security_ID,Company_Name_y,Industry,Last_Close,Log_Market_Cap,Momentum_1M,Momentum_3M,Momentum_6M,Momentum_12M,Volatility_20D,Volatility_60D,ATR_14,Max_Drawdown_252D,SMA_50,SMA_200,Distance_SMA50,Distance_SMA200,Price_52W_High,Distance_52W_High,Dollar_Volume,Turnover_Ratio,Factor_Date_x,Engine_Version,Yahoo_Symbol_y,PE,PB,ROE,ROCE,Debt_To_Equity,Revenue_Growth,EPS_Growth,Profit_Growth,Operating_Margin,Net_Margin,Market_Cap,Factor_Date_y,ADV_20D,Sector,Freshness_Factor,Momentum_Factor,Quality_Factor,Value_Factor,Growth_Factor,Signal_Factor,Volatility_Factor,Liquidity_Score,Liquidity_Penalty,Adjusted_Liquidity_Score,Composite_Alpha,Sector_Alpha,Risk_Adjusted_Score,Sector_Diversification_Bonus,Selection_Score,Rank,Liquidity_Capacity,Risk_Parity_Score,Sector_Risk_Parity,Target_Weight,Position_Cap,Risk_Budget_Score,Liquidity_Adjustment,Capacity_Days,Current_Weight_Old,Weight_Change,Action,Trading_Cost_Bps,Priority_Score,Execution_Rank,Yahoo_Symbol,Tail_Risk,Market_Weight,Diversification_Penalty,MV_Weight,Benchmark_Weight,Risk_Contribution_Pct,Expected_Alpha
PHOENIXLTD,The Phoenix Mills Limited,HOLD,59.94325767690253,True,0.0209886656963214,0.3983,PHOENIXLTD.NS,1.027,1.0181,738,SECBC710BBF,The Phoenix Mills Limited,Real Estate - Diversified,1751.0,27.15834446551708,0.0071901064135748,0.1112521763409026,0.0173726249713548,0.0974347423725328,0.1879551835895921,0.3227592061473651,46.80714634486607,-0.3163113997431874,1750.0620068359376,1703.2546746826172,0.0005359771027531,0.0280318181579508,1950.800048828125,-0.1024195426630976,765248267.053009,436704.2,2026-06-12,1.0.0,PHOENIXLTD.NS,54.17573,6.1596384,0.11056,0.1291179584516197,37.211,0.337,0.5,0.2434306480718802,0.53540003,0.27671,623331592608.9569,2026-06-19,1228794328.1815069,Real Estate,1.0,0.5804405874499332,0.5825374049712956,0.2174226061915047,0.7068232459502014,0.7109479305740988,0.7189586114819759,0.8584779706275033,1.0,0.8584779706275033,0.6930488644184446,0.09090909090909091,0.21457694662519075,0.3333333333333333,0.16104443171719493,11,0.5,0.007832957341007946,0.014556794756701717,0.031210544736673607,0.05,0.0027764004486816544,0.95,0.005404402257816277,0.0209886656963214,0.0,SELL,19.34776685470543,0.8600518856597289,26.0,PHOENIXLTD.NS,0.16627535159993295,0.010721504231777115,0.0011799585679315957,0.02406595794082432,0.0209886656963214,0.018748090116290878,0.07381257392680693
INDUSTOWER,Indus Towers Limited,HOLD,58.61815754339119,True,0.0225853370204692,0.4238,INDUSTOWER.NS,1.1989,1.1333,742,SECE103320D,Indus Towers Limited,Telecom Services,420.8999938964844,27.73359149482143,-0.0215041267726392,-0.0478452538865126,0.0411873689461579,0.0700393729896589,0.1659312033324139,0.2760657191443364,9.567853655133929,-0.5481984750141786,420.8550006103516,407.6537492370605,0.0001069092349326,0.0324938619703969,477.75,-0.1189953031994047,2733181575.117189,6349498.1,2026-06-12,1.0.0,INDUSTOWER.NS,15.2787,2.7532213,0.19806999,0.2449292455294312,53.289,0.048,0.008,-0.2805964739168521,0.32422,0.21989,1108015280054.4707,2026-06-19,3718614529.6448593,Communication Services,1.0,0.4559412550066756,0.8278600967000506,0.7933765298776098,0.270072158536106,0.6802403204272364,0.6241655540720961,0.9546061415220294,1.0,0.9546061415220294,0.729525120440468,0.18181818181818182,0.26715077899045997,0.2672612419124244,0.16063357633011177,12,1.3740494736054756,0.019098990819434166,0.030341139078827687,0.03293877461555509,0.05,0.0065417479993760555,1.05,0.004650751138949866,0.0225853370204692,0.0,SELL,10.290986261407848,0.3101478662311236,40.0,INDUSTOWER.NS,0.07295289101851857,0.019058219822062347,0.0014195799718640628,0.02453823193378546,0.0225853370204692,0.020881861551182972,0.07078026087078895
ADANIENSOL,Adani Energy Solutions Limited,STRONG_BUY,86.51201602136182,True,0.0182435733252108,0.5247,ADANIENSOL.NS,1.5545,1.3715,742,SECE6819099,Adani Energy Solutions Limited,Utilities - Independent Power Producers,1493.0999755859375,28.214662478555844,0.145366679617207,0.4865590793438781,0.5196173163054842,0.6309120432396915,0.3611826603174407,0.4762917824719986,58.192862374441965,-0.8536683357796557,1353.8840014648438,1049.6280004882813,0.1028271062886245,0.4225039489146207,1579.199951171875,-0.0545212628217506,5095655373.06814,3445842.25,2026-06-12,1.0.0,ADANIENSOL.NS,81.9206,7.21406,0.096599996,0.1169055251933617,194.5,0.168,0.035,1.153400567940602,0.22225,0.08274,1792553899736.021,2026-06-19,2846317997.780556,Utilities,1.0,0.9135514018691588,0.48689200069882105,0.11519078473722102,0.6063432860696468,0.9993324432576769,0.2303070761014686,0.9325767690253671,1.0,0.9325767690253671,0.7894012388162422,0.2727272727272727,0.2203014474874442,0.23570226039551587,0.15757841433949016,13,1.0517308840122443,0.019553755763032477,0.04661169660642182,0.035922472794923756,0.05,0.00516708320288772,1.05,0.004799240220619638,0.0182435733252108,0.0,HOLD,9.583409509588797,0.3965199969260081,39.0,ADANIENSOL.NS,0.2692277672333286,0.030832504640535937,0.0008539199778723788,0.025752949471989375,0.0182435733252108,0.025021868615353365,0.09039645336912341
NTPC,NTPC Limited,HOLD,58.82510013351135,False,0.0,0.2794,NTPC.NS,1.1089,1.0729,742,SECF3AF7C83,NTPC Limited,Utilities - Regulated Electric,354.1499938964844,28.8617992860723,-0.1039848351765101,-0.0932018820489122,0.1095265767326525,0.0716284822562585,0.2057010740920778,0.2020546801771696,8.721429007393974,-0.3230230181880048,386.0459985351562,352.6550230407715,-0.0826222905034649,0.0042391877558485,410.2000122070313,-0.1366407036630169,4133620396.151187,11031568.5,2026-06-12,1.0.0,NTPC.NS,12.048291,1.7510648,0.13695,0.1252165755768547,118.127,0.08,-0.016,0.1549820129909497,0.18428,0.14437,3423892871099.1533,2026-06-19,5149615352.1128,Utilities,1.0,0.38317757009345793,0.550432324108534,0.8776097912167027,0.40619947775478454,0.6862483311081442,0.9709612817089452,0.9759679572763685,1.0,0.9759679572763685,0.748107364074329,0.2727272727272727,0.34557103575440345,0.23570226039551587,0.15552547477773876,14,1.9028125145622539,0.0573442125677509,0.04661169660642182,0.03799011737896672,0.07,0.026118268150991313,1.05,0.008581436876078005,,0.0441910990802382,BUY,49.1910990802382,2.5995458284049335,5.0,NTPC.NS,0.12560920864407557,0.058892060569229646,0.005319166422344716,0.024314708793644262,0.0,0.027985209413683664,0.0668539942965629
ADANIGREEN,Adani Green Energy Limited,BUY,84.66955941255007,False,0.0,0.5222,ADANIGREEN.NS,1.7205,1.4827,742,SECC30DDEE8,Adani Green Energy Limited,Utilities - Renewable,1483.0999755859375,28.515890020117915,0.0754894674299764,0.7114996208854272,0.4983835056342207,0.3984912546779231,0.3902318093733212,0.478405305520078,51.00714111328125,-0.8444032949984746,1297.1130029296876,1060.66625,0.1433853274434653,0.3982720536134128,1534.5,-0.0334962687612007,5636902939.339948,3884912.1,2026-06-12,1.0.0,ADANIGREEN.NS,157.93568,13.000598,0.07576,0.0871836270261978,346.548,0.143,2.098,0.1440443213296399,0.59686,0.12715,2422666769202.5234,2026-06-19,3789301077.621316,Utilities,1.0,0.880841121495327,0.4783347957214931,0.04535637149028078,0.6486619655941959,0.9986648865153538,0.23998664886515353,0.9566088117489987,1.0,0.9566088117489987,0.7598072952512044,0.2727272727272727,0.23206828778359812,0.23570226039551587,0.15416619418823443,15,1.4001685599651243,0.020714470743280086,0.04661169660642182,0.03613606925719108,0.05,0.005593426506542487,1.05,0.0024975215800524045,,0.0,BUY,14.463861214675068,0.801300959388059,30.0,ADANIGREEN.NS,0.27241356967423624,0.04167064901920616,0.0,0.02472220942220028,0.0,0.0253203153396268,0.08936532804669055
PREMIERENE,PREMIER ENERGIES LIMITED,BUY,72.25634178905207,False,0.0,0.4663,PREMIERENE.NS,1.1024,1.0686,446,SEC0F28ED7B,PREMIER ENERGIES LIMITED,Solar,1035.0,26.88275101070004,0.0544010042198574,0.3121716802519378,0.1983832951809239,-0.0441437752641177,0.2820393668290925,0.3111472267572899,32.59283883231027,-0.5020398093197718,1013.7771606445312,934.1161654663086,0.020934422454315,0.1079992384922814,1114.15234375,-0.0710426578501733,2484504180.1680665,2422964.65,2026-06-12,1.0.0,PREMIERENE.NS,31.892454,11.227083,0.42333,0.3110129034190971,86.005,0.376,0.647,0.6110515914513643,0.26709998,0.19296,473184404365.5,2026-06-19,2667340191.468716,Technology,1.0,0.7219626168224299,0.9045357758534013,0.4398848092152628,0.7953199432005262,0.931909212283044,0.47730307076101464,0.9259012016021362,1.0,0.9259012016021362,0.9655884377150723,0.8181818181818182,0.22106038083605084,0.15811388300841897,0.15150212253221537,16,0.9855975543569835,0.06115936045853437,0.1293246741800865,0.014121982730829525,0.05,0.019498191964381524,0.9855975543569835,0.011052805339355414,,0.029481591910142723,BUY,34.481591910142726,2.1302319815446253,10.0,PREMIERENE.NS,0.044514967719558984,0.008138924216212979,0.0024468507581664784,0.010523936153854234,0.0,0.011315842085743044,0.09733120946922583
POWERGRID,Power Grid Corporation of India Limited,HOLD,57.07943925233644,False,0.0,0.2763,POWERGRID.NS,0.9609,0.9738,742,SECBD364AD2,Power Grid Corporation of India Limited,Utilities - Regulated Electric,284.29998779296875,28.60249539780036,-0.0704594339725245,-0.0635705465169402,0.0828309207572284,-0.0247736871499315,0.2336938333423783,0.1985499026116901,6.717854091099331,-0.2955904265049107,302.9189990234375,283.13217018127443,-0.0614653134682653,0.0041246376593186,320.8999938964844,-0.1140542436885244,3830941020.093408,13182420.0,2026-06-12,1.0.0,POWERGRID.NS,14.405472,2.6787612,0.16492,0.1576360781543402,150.993,-0.05,0.096,0.0261902246183343,0.4947,0.34083,2641836401254.1885,2026-06-19,4421849723.329985,Utilities,1.0,0.3846795727636849,0.7139242873527879,0.8135349172066235,0.3055712963791572,0.6548731642189586,0.9739652870493992,0.9672897196261683,1.0,0.9672897196261683,0.7364074328974536,0.2727272727272727,0.3253175956772661,0.23570226039551587,0.15124871707620507,17,1.633898925599139,0.0546005031241289,0.04661169660642182,0.03722656588163863,0.07,0.02535735121958432,1.05,0.009702649289317612,,0.042903657075536956,BUY,47.903657075536955,2.4489166877461863,6.0,POWERGRID.NS,0.0790427194044247,0.04544043730746498,0.005110002330090317,0.0251891228532652,0.0,0.026871582284304536,0.06626057459837402
NLCINDIA,NLC India Limited,HOLD,65.63084112149532,False,0.0,0.4348,NLCINDIA.NS,1.298,1.1996,742,SEC28099C20,NLC India Limited,Utilities - Regulated Electric,318.5,26.81172653869954,-0.097222190985723,0.2007540056550423,0.3674080584329808,0.3479040383363112,0.3507134248092353,0.4997908067527399,13.42856924874442,-0.3393004431126946,319.20000122070314,269.8064705657959,-0.0021929862720118,0.1804757659521347,370.8999938964844,-0.1412779583682302,2585780070.022348,7799327.0,2026-06-12,1.0.0,NLCINDIA.NS,12.715636,2.0796564,0.15966,0.1022780113946452,82.0,-0.003,-0.127,0.3436536759544664,0.28304002,0.20139,440742454634.0082,2026-06-19,1315209771.2731042,Utilities,1.0,0.6366822429906542,0.5953265510976283,0.8624910007199424,0.3776866030511325,0.8130841121495327,0.5874499332443257,0.8644859813084113,1.0,0.8644859813084113,0.8506538196834136,0.2727272727272727,0.19088703452510836,0.23570226039551587,0.14968514340829656,18,0.5,0.020463589097019126,0.04661169660642182,0.035368325047753904,0.05,0.006876404479852159,0.95,0.012505790434778279,,0.0,BUY,21.447737777314114,1.079478864870919,19.0,NLCINDIA.NS,0.1759520155827512,0.007580912227958924,0.0,0.027886341588812518,0.0,0.024255837629109548,0.07970900486587558
OFSS,Oracle Financial Services Software Limited,BUY,72.25967957276367,False,0.0,0.3453,OFSS.NS,1.0763,1.0511,742,SECE88A6B48,Oracle Financial Services Software Limited,Software - Infrastructure,9290.0,27.420787341602445,0.0305047143649472,0.4274624186638982,0.2142499655048424,0.0223666344898709,0.3589726369083409,0.3851029830455051,351.7857142857143,-0.4897928387257539,8945.723720703125,7978.738752441406,0.0384850113915451,0.1643444268879417,10344.5,-0.101938228043888,2735986639.225,277291.45,2026-06-12,1.0.0,OFSS.NS,31.270687,10.504868,0.32606,0.4083180641585646,0.415,0.203,0.306,0.1091359892418894,0.50402,0.34401,810394774332.0,2026-06-19,1630988981.6032958,Technology,1.0,0.7393190921228304,0.9558704722905413,0.4506839452843773,0.5712486765224944,0.9325767690253671,0.8651535380507342,0.8838451268357811,1.0,0.8838451268357811,0.9807295251204404,0.8181818181818182,0.22439107882234247,0.15811388300841897,0.14965313425698581,19,0.6026598169190632,0.0834775616336867,0.1293246741800865,0.04197152182446367,0.07,0.03328326459351959,0.95,0.02974099315668865,,0.04850723214049821,BUY,53.50723214049821,3.505117051434064,2.0,OFSS.NS,0.015237925918076075,0.013939051229609933,0.006702474020451269,0.03241680889210788,0.0,0.03390500142611569,0.09453186595380408
WAAREEENER,WAAREE ENERGIES LIMITED,HOLD,57.33978638184246,True,0.0197982093465519,0.4997,WAAREEENER.NS,1.0975,1.0653,408,SEC5E2FCDD9,WAAREE ENERGIES LIMITED,Solar,3023.60009765625,27.494830916571928,0.0005294830100099,0.1037454206920818,0.0472067490468977,0.0660334506819484,0.1992264620650937,0.3951184152240267,76.49286760602679,-0.4247511765673554,3174.670029296875,3119.9127563476563,-0.0475860263417939,-0.0308703051056322,3737.703369140625,-0.1910540246131308,3060762629.659045,997664.25,2026-06-12,1.0.0,WAAREEENER.NS,24.135653,6.185807,0.31570998,0.3394273991637019,21.402,1.118,0.712,0.9874263008798376,0.15048,0.13986,872676634168.4753,2026-06-19,6837879514.924047,Technology,1.0,0.5742656875834447,0.8398324544683216,0.5953923686105111,0.8665343008841971,0.6615487316421896,0.33311081441922563,0.9826435246995995,1.0,0.9826435246995995,0.8417068134893324,0.8181818181818182,0.24383769635112754,0.15811388300841897,0.14494325914844364,20,2.0,0.06303768433144835,0.1293246741800865,0.019943665101134815,0.05,0.018554982584782546,1.05,0.0043710460037447545,0.0197982093465519,0.0,BUY,15.09047658124498,0.5785857716595711,35.0,WAAREEENER.NS,0.08003572250217972,0.015010319286158818,0.001087699693910901,0.014471663457447376,0.0197982093465519,0.01506790604752216,0.08377117868634643
NETWEB,Netweb Technologies India Limited,BUY,72.8671562082777,False,0.0,0.5427,NETWEB.NS,1.1546,1.1036,715,SECCC2F1317,Netweb Technologies India Limited,Computer Hardware,4560.0,26.280732833018654,0.1873453977346699,0.4134275832295018,0.4864071736819626,1.3348292991965685,0.8056434980225875,0.5981988783155656,285.42149135044644,-0.5472781309113555,3994.700014648437,3484.806007080078,0.1415124998820001,0.3085376892531324,4934.2001953125,-0.0758380650359487,10481385817.540844,2337231.45,2026-06-12,1.0.0,NETWEB.NS,141.01274,40.014763,0.32834998,0.3818900434897027,39.019,0.866,0.643,0.8093555221492559,0.11987001,0.09426,259165536880.5,2026-06-19,4369818894.525372,Technology,1.0,0.9232309746328438,0.8066146863852449,0.051115910727141826,0.8456665944875228,0.9399198931909212,0.17690253671562084,0.9659546061415221,1.0,0.9659546061415221,0.9084652443220922,0.8181818181818182,0.22156798154628932,0.15811388300841897,0.14479906267025017,21,1.6146732348585977,0.052667675104476216,0.1293246741800865,0.039143619527137484,0.05,0.01298984623676519,1.05,0.006895239166486862,,0.03013094639198566,BUY,35.13094639198566,2.1955563774480606,9.0,NETWEB.NS,0.10495020969872758,0.0044577307380892425,0.0024938656637276645,0.031181799692687567,0.0,0.029490104325431414,0.09885050969134895
TATACOMM,Tata Communications Limited,HOLD,66.72229639519358,False,0.0,0.3656,TATACOMM.NS,1.0292,1.0196,742,SECF0A13008,Tata Communications Limited,Telecom Services,1964.0,27.04864848120453,0.1690476190476191,0.3551369170159424,0.0935412026726056,0.1488868198074173,0.4936691644493627,0.4222906117429003,79.80714634486607,-0.4291213692423359,1691.5079956054688,1694.6800012207032,0.1610941273127082,0.1589208573803324,2009.0999755859373,-0.0224478503479074,1864268640.7971008,970462.85,2026-06-12,1.0.0,TATACOMM.NS,53.679893,19.644556,0.31131,0.3352205944558329,335.485,0.094,-0.747,-0.4545895140386417,0.084359996,0.04038,558571506958.0078,2026-06-19,1227127984.871303,Communication Services,1.0,0.7910547396528705,0.7420806342763321,0.22390208783297336,0.1905470483598719,0.8277703604806409,0.8204272363150868,0.8578104138851802,1.0,0.8578104138851802,0.7487955953200275,0.18181818181818182,0.19867514939033537,0.2672612419124244,0.14285786018341332,22,0.5,0.01648804797362974,0.030341139078827687,0.03297867893336578,0.07,0.00633199841155363,0.95,0.012342288556536055,,0.0,BUY,20.145567685082234,1.0105470561575227,23.0,TATACOMM.NS,0.09429532010857299,0.009607609892729102,0.0,0.025620592404412414,0.0,0.020932487671553684,0.07773403113986556
HFCL,HFCL Limited,BUY,81.74566088117491,False,0.0,0.5431,HFCL.NS,1.7645,1.5122,742,SEC8158ECE3,HFCL Limited,Communication Equipment,171.86000061035156,26.295386081698556,0.1620799331910802,1.3077749132972136,1.602362177889428,0.8760238747538169,0.6690049497706756,0.6158702872121468,10.656426565987724,-0.6223167114027202,133.45180038452148,86.42549768447876,0.2878057854233706,0.9885335371486796,199.41000366210935,-0.1381575775829179,8772842605.569057,51197849.85,2026-06-12,1.0.0,HFCL.NS,97.94859,6.322505,0.07266,0.1384201143472119,38.321,1.278,,0.757172650921594,0.14757,0.062989995,262991114057.17883,2026-06-19,3887557503.838409,Technology,1.0,0.9582777036048065,0.43339758180412824,0.09071274298056156,0.8933347405948026,0.9966622162883845,0.17489986648865152,0.9586114819759679,1.0,0.9586114819759679,0.8713007570543703,0.8181818181818182,0.20502380920064542,0.15811388300841897,0.13801290298069435,23,1.4364748750310328,0.048729870588918915,0.1293246741800865,0.037553131339788354,0.05,0.011718107031426589,1.05,0.006991806440708676,,0.027181049593962735,BUY,32.18104959396274,2.221932862502475,7.0,HFCL.NS,0.307721773322178,0.00452353189813807,0.0018648042056003593,0.029887380645295166,0.0,0.02714229974885948,0.09605659363746381
PETRONET,Petronet LNG Limited,HOLD,48.91855807743658,False,0.0,0.2941,PETRONET.NS,1.0677,1.0454,742,SECBE3F44C1,Petronet LNG Limited,Oil & Gas Refining & Marketing,273.8999938964844,26.72269856695717,0.0390743078697954,-0.0768453568334789,0.0148203041513743,-0.0787832512446732,0.2750069246293276,0.3670104611672816,5.764288766043527,-0.3396646609361693,272.1017987060547,276.65886344909666,0.0066085384182712,-0.0099720989171195,323.3999938964844,-0.1530612273785144,693700528.0217559,2567028.4,2026-06-12,1.0.0,PETRONET.NS,11.123036,1.9529727,0.18559,0.2115569965828084,10.507,-0.233,0.253,-0.0151409124319099,0.17536,0.089949995,403200005343.85205,2026-06-19,946732961.3954276,Energy,1.0,0.45427236315086783,0.7330575536708257,0.896328293736501,0.31092393838054627,0.48397863818424564,0.951935914552737,0.8204272363150867,1.0,0.8204272363150867,0.7061252580867171,1.0,0.21270008763879436,0.20851441405707477,0.1371742770512492,24,0.5,0.1195101918887372,0.16524651129512263,0.0025027967060533302,0.07,0.03265995900726432,0.95,0.022847187445047417,,0.0,BUY,26.630185429406176,1.0581174821541284,22.0,PETRONET.NS,0.07850777346541016,0.0069351700039029076,0.0,0.023723226171495044,0.0,0.017631843827771703,0.06283022920028832
SYRMA,Syrma SGS Technology Limited,BUY,76.3351134846462,True,0.0155099013018624,0.4563,SYRMA.NS,1.3481,1.2332,742,SECACB85887,Syrma SGS Technology Limited,Electronic Components,1257.5,26.21924118503985,0.241056007895386,0.6762196474784516,0.7129819395461765,1.337776189219933,0.3612466235731675,0.4438423712178108,44.646432059151785,-0.4372043468783854,1029.1040063476562,847.8713119506835,0.2219367452109462,0.4831260148511105,1257.5,0.0,1300762504.6022766,1152936.65,2026-06-12,1.0.0,SYRMA.NS,78.44879,8.85559,0.14142999,0.163558558791283,13.045,0.584,0.437,0.870713659188443,0.104270004,0.06594,243709111494.88354,2026-06-19,1676671691.3658535,Technology,1.0,0.9617823765020026,0.5217668917261036,0.1238300935925126,0.8084995256835908,0.9739652870493992,0.5156875834445929,0.8871829105473965,1.0,0.8871829105473965,0.9270474879559532,0.8181818181818182,0.1798594787340505,0.15811388300841897,0.13694344684303453,25,0.6195398411328418,0.05094368033721967,0.1293246741800865,0.013580049816209036,0.05,0.016517700806437916,0.95,0.02067495781618291,0.0155099013018624,0.0,BUY,24.155215188714674,1.4622155252533533,15.0,SYRMA.NS,0.21821776730537892,0.004191875241360081,0.0006305665653473731,0.010523936153854229,0.0155099013018624,0.010739950336933578,0.09565571206115507
OIL,Oil India Limited,HOLD,52.68691588785048,False,0.0,0.4218,OIL.NS,0.8713,0.9138,742,SECA2EBA965,Oil India Limited,Oil & Gas Integrated,417.3999938964844,27.24596142269663,-0.1946748915162779,-0.1291466627852737,0.0598565554731493,-0.019641977046598,0.4163668815365487,0.3981591147852072,14.296436854771205,-0.5276978448135003,478.2910009765625,440.4031135559082,-0.1273095394974029,-0.052231964196828,518.2999877929688,-0.1946748915162779,1867877396.5176208,4016633.6,2026-06-12,1.0.0,OIL.NS,10.277574,1.1732441,0.12743,0.1191341085566992,58.741,0.052,0.604,0.0105343821411616,0.27781,0.19500999,680410019119.2478,2026-06-19,1797200109.423284,Energy,1.0,0.31658878504672894,0.5628348463441827,0.912167026637869,0.4633744391240017,0.562082777036048,0.6315086782376502,0.8918558077436582,1.0,0.8918558077436582,0.6180316586373021,1.0,0.1842205770234706,0.20851441405707477,0.1325369630171028,26,0.664075785384673,0.0721711893359482,0.16524651129512263,0.0025027967060533302,0.05,0.01545862377611404,0.95,0.005696642932045497,,0.0,BUY,15.238007300817548,0.5394090295173732,36.0,OIL.NS,0.18439626181202376,0.011703271558557191,0.0,0.02029216717722757,0.0,0.013702268463180818,0.06162683060858616
ACMESOLAR,ACME SOLAR HOLDINGS LTD,BUY,72.91388518024031,False,0.0,0.4689,ACMESOLAR.NS,0.6263,0.7496,396,SEC91916541,ACME SOLAR HOLDINGS LTD,Utilities - Renewable,336.04998779296875,26.19162459232731,0.2175724195397419,0.3997416912277789,0.5542081540951278,0.3312733390525397,0.4368456424742177,0.442009990258133,15.935714721679688,-0.3810964695694745,301.0940002441406,263.8243692779541,0.1160965928264403,0.2737640147219335,356.6499938964844,-0.0577597264995177,975025193.237288,2996055.8,2026-06-12,1.0.0,ACMESOLAR.NS,40.920246,3.9910965,0.10406,0.089455907836249,393.194,0.125,0.063,0.9789732971583608,0.64989,0.199,237070782144.0,2026-06-19,543963442.1268919,Utilities,1.0,0.8966955941255007,0.5247134234523764,0.32973362131029516,0.5746353953745276,0.9412550066755674,0.4672897196261683,0.7443257676902537,0.9603887606864491,0.7148421015790326,0.88093599449415,0.2727272727272727,0.1592025088581651,0.23570226039551587,0.12964253745154097,27,0.5,0.015825760379351617,0.04661169660642182,0.013513978817932364,0.05,0.004938095790172441,0.95,0.03126778002569908,,0.0,BUY,22.00852925044575,1.2401579488517602,17.0,ACMESOLAR.NS,0.2228618757431807,0.004077693837639576,0.0,0.010523936153854234,0.0,0.010723459014263808,0.08983538068042873
MRPL,Mangalore Refinery and Petrochemicals Limited,HOLD,58.19425901201602,False,0.0,0.5131,MRPL.NS,1.1997,1.1338,742,SEC563419E4,Mangalore Refinery and Petrochemicals Limited,Oil & Gas Refining & Marketing,161.14999389648438,26.36328237828252,0.0720462083859994,-0.1582219398173727,0.0710087248495703,0.1434213995133397,0.4005764132029504,0.4592176030895337,5.882143293108259,-0.6420360502377791,163.27000122070314,158.09764961242675,-0.0129846714544517,0.0193067024812854,206.7700042724609,-0.2206316652963988,1027719380.0623276,6607784.55,2026-06-12,1.0.0,MRPL.NS,14.092981,1.9014821,0.14169,0.2868733353465375,108.059,-0.034,-0.682,33.239103362391035,0.08354,0.021710001,281467374283.214,2026-06-19,1026429117.0209298,Energy,1.0,0.5362149532710281,0.6117850608387528,0.8250539956803455,0.40265141868081766,0.67456608811749,0.27903871829105475,0.8297730307076101,1.0,0.8297730307076101,0.6696490020646937,1.0,0.15201225163502144,0.20851441405707477,0.1294902585920669,28,0.5,0.04895633259950028,0.16524651129512263,0.0025027967060533302,0.05,0.008316597438997417,0.95,0.007727229591540129,,0.0,BUY,12.931453446662534,0.46156505621682675,37.0,MRPL.NS,0.1991930852836359,0.004841329527120311,0.0,0.022863958773240548,0.0,0.016094853805116917,0.07160836167002531
JSWENERGY,JSW Energy Limited,HOLD,67.21295060080107,False,0.0,0.4488,JSWENERGY.NS,1.2663,1.1784,742,SECA13403AD,JSW Energy Limited,Utilities - Independent Power Producers,555.3499755859375,27.64478279415641,0.0819120054563771,0.0751278145310363,0.2351518257266338,0.0450839377014768,0.2889733183505956,0.350057876425134,19.74003587222137,-0.5062951626347504,548.0422106933594,511.6179878234863,0.0133343102957939,0.0854778150949986,600.0093383789062,-0.0744311128783904,1978140746.4967804,3461600.4,2026-06-12,1.0.0,JSWENERGY.NS,44.96865,3.2769096,0.08817001,0.0964766624951768,229.16,0.41,-0.117,0.1478402165165642,0.33268002,0.11847,1013856805993.3586,2026-06-19,1678021628.2593162,Utilities,1.0,0.6789052069425902,0.4781085869840987,0.28797696184305255,0.5353799667790466,0.8391188251001335,0.537716955941255,0.8878504672897196,1.0,0.8878504672897196,0.6992429456297315,0.2727272727272727,0.1714071344198723,0.23570226039551587,0.12940487213609808,29,0.6200386505854151,0.017802088560060717,0.04661169660642182,0.030849731202180167,0.05,0.005875234799408653,0.95,0.008374761199143762,,0.0,BUY,19.053030423670158,0.944545639657697,25.0,JSWENERGY.NS,0.2342248661615365,0.01743866373012974,0.0,0.02312071307181278,0.0,0.018453980565806948,0.07708144990597647
STLTECH,Sterlite Technologies Limited,BUY,83.96528704939921,False,0.0,0.509,STLTECH.NS,1.3021,1.2024,742,SECE639E0FD,Sterlite Technologies Limited,Communication Equipment,585.7000122070312,26.380853444640252,0.3951882544977081,1.9162518566354536,5.094693251891728,6.754534908950301,0.6509544477116961,0.6508596017568533,32.91785975864956,-0.8033562931309681,387.7445977783203,190.47104919433596,0.5105304253442755,2.0750080638735118,651.5999755859375,-0.1011356136403275,1589795407.057701,2862371.65,2026-06-12,1.0.0,STLTECH.NS,584.8214,14.082085,0.026300002,0.1569222248207391,85.626,12.856,,1.4552845528455285,0.09368,0.0117999995,286456762258.9224,2026-06-19,1659529948.324629,Technology,1.0,0.9949933244325768,0.3355030720987248,0.013678905687544997,0.94979969978422,0.9979973297730307,0.2963951935914553,0.8865153538050734,1.0,0.8865153538050734,0.8754301445285616,0.8181818181818182,0.16001346035959502,0.15811388300841897,0.12900716535414297,30,0.6132058684086713,0.04065557686725503,0.1293246741800865,0.03620219834746832,0.05,0.011465937404069737,0.95,0.014499984600777352,,0.0,BUY,29.063158695235956,2.020470027160733,11.0,STLTECH.NS,0.33822893630174905,0.00492714860789502,0.0,0.028749287367903886,0.0,0.025224596152779413,0.09561253741843288
