Symbol,First_Date,Last_Date,History_Days,Last_Close
SOUTHWEST.NS,2020-01-01,2026-06-19,1603,244.35000610351562
SPAL.NS,2020-01-01,2026-06-19,1602,1028.4000244140625
SPANDANA.NS,2020-01-01,2026-06-19,1603,254.6999969482422
SPARC.NS,2020-01-01,2026-06-19,1603,238.08999633789062
SPECIALITY.NS,2020-01-01,2026-06-19,1602,118.41000366210938
SPECTRUM.NS,2020-01-01,2026-06-19,1599,1805.0
SPENCERS.NS,2020-01-01,2026-06-19,1603,37.06999969482422
SPIC.NS,2020-01-01,2026-06-19,1602,70.66000366210938
SPLPETRO.NS,2020-01-01,2026-06-19,1603,750.25
SPMLINFRA.NS,2020-01-01,2026-06-19,1603,198.3000030517578
SPORTKING.NS,2022-08-24,2026-06-19,944,183.07000732421875
SRF.NS,2020-01-01,2026-06-19,1603,2709.800048828125
SRHHYPOLTD.NS,2020-01-01,2026-06-19,1602,490.25
SRM.NS,2024-04-03,2026-06-19,548,489.75
SSWL.NS,2020-01-01,2026-06-19,1602,229.08999633789062
STALLION.NS,2025-01-23,2026-06-19,349,188.72999572753906
STANLEY.NS,2024-06-28,2026-06-19,491,146.9600067138672
STAR.NS,2020-01-01,2026-06-19,1603,1110.9000244140625
STARCEMENT.NS,2020-01-01,2026-06-19,1602,213.25
STARHEALTH.NS,2021-12-10,2026-06-19,1120,580.25
STARPAPER.NS,2020-01-01,2026-06-19,1603,137.22000122070312
STCINDIA.NS,2020-01-01,2026-06-19,1603,135.9499969482422
STEELCAS.NS,2021-11-23,2026-06-19,1132,293.3999938964844
STEL.NS,2020-01-01,2026-06-19,1603,598.0499877929688
STERTOOLS.NS,2020-01-01,2026-06-19,1602,245.52000427246094
STLTECH.NS,2020-01-01,2026-06-19,1603,654.3499755859375
STOVEKRAFT.NS,2021-02-08,2026-06-19,1326,694.25
STYLAMIND.NS,2021-08-02,2026-06-19,1209,3327.800048828125
STYLEBAAZA.NS,2024-09-06,2026-06-19,444,343.54998779296875
STYRENIX.NS,2020-01-01,2026-06-19,1603,2312.89990234375
SUBROS.NS,2020-01-01,2026-06-19,1602,747.4500122070312
SUDARCOLOR.NS,2020-01-01,2026-06-19,1602,362.6499938964844
SUDARSCHEM.NS,2020-01-01,2026-06-19,1602,913.5999755859375
SULA.NS,2022-12-22,2026-06-19,863,156.8699951171875
SUMICHEM.NS,2020-01-27,2026-06-19,1585,452.70001220703125
SUMMITSEC.NS,2020-01-01,2026-06-19,1603,1550.0
SUNCLAY.NS,2023-12-29,2026-06-19,609,1339.5
SUNDARMFIN.NS,2020-01-01,2026-06-19,1603,4475.5
SUNDRMFAST.NS,2020-01-01,2026-06-19,1602,878.5499877929688
SUNDROP.NS,2020-01-01,2026-06-19,1602,653.5499877929688
SUNFLAG.NS,2020-01-01,2026-06-19,1603,358.54998779296875
SUNPHARMA.NS,2020-01-01,2026-06-19,1603,1838.300048828125
SUNTECK.NS,2020-01-01,2026-06-19,1603,326.1000061035156
SUNTV.NS,2020-01-01,2026-06-19,1603,520.8499755859375
SUPRAJIT.NS,2020-01-01,2026-06-19,1602,466.54998779296875
SUPREMEIND.NS,2020-01-01,2026-06-19,1603,3525.5
SUPRIYA.NS,2021-12-28,2026-06-19,1107,932.2000122070312
SURAJEST.NS,2023-12-26,2026-06-19,615,196.10000610351562
SURAKSHA.NS,2024-12-06,2026-06-19,381,268.3500061035156
SURYAROSNI.NS,2020-01-01,2026-06-19,1603,266.3399963378906
SURYODAY.NS,2021-03-26,2026-06-19,1293,175.08999633789062
SUVEN.NS,2020-01-01,2026-06-19,1603,268.20001220703125
SUYOG.NS,2024-08-20,2026-06-19,455,813.0499877929688
SUZLON.NS,2020-01-01,2026-06-19,1603,59.20000076293945
SWANCORP.NS,2020-01-01,2026-06-19,1603,318.25
SWARAJENG.NS,2020-01-01,2026-06-19,1601,3927.60009765625
SWELECTES.NS,2020-01-01,2026-06-19,1601,639.3499755859375
SWIGGY.NS,2024-11-13,2026-06-19,397,254.0500030517578
SWSOLAR.NS,2020-01-01,2026-06-19,1603,235.47000122070312
SYMPHONY.NS,2020-01-01,2026-06-19,1603,697.1500244140625
SYNGENE.NS,2020-01-01,2026-06-19,1603,440.75
SYRMA.NS,2022-08-26,2026-06-19,943,1334.0
TAJGVK.NS,2020-01-01,2026-06-19,1603,338.45001220703125
TAKE.NS,2020-01-01,2026-06-19,1601,30.030000686645508
TALBROAUTO.NS,2020-01-01,2026-06-19,1603,360.45001220703125
TANLA.NS,2020-01-01,2026-06-19,1603,521.3499755859375
TARC.NS,2020-12-18,2026-06-19,1360,126.18000030517578
TARIL.NS,2020-01-01,2026-06-19,1603,357.54998779296875
TARSONS.NS,2021-11-26,2026-06-19,1130,262.6199951171875
TASTYBITE.NS,2020-01-01,2026-06-19,1602,8297.5
TATACHEM.NS,2020-01-01,2026-06-19,1603,729.1500244140625
TATACOMM.NS,2020-01-01,2026-06-19,1603,1988.800048828125
TATACONSUM.NS,2020-01-01,2026-06-19,1603,1111.5
TATAELXSI.NS,2020-01-01,2026-06-19,1603,4065.5
TATAINVEST.NS,2020-01-01,2026-06-19,1603,691.0
TATAPOWER.NS,2020-01-01,2026-06-19,1603,402.3500061035156
TATASTEEL.NS,2020-01-01,2026-06-19,1603,198.9600067138672
TATATECH.NS,2023-11-30,2026-06-19,632,742.25
TATVA.NS,2021-07-29,2026-06-19,1211,1194.0
TBOTEK.NS,2024-05-15,2026-06-19,522,1489.800048828125
TBZ.NS,2020-01-01,2026-06-19,1603,188.8800048828125
TCI.NS,2020-01-01,2026-06-19,1602,948.0499877929688
TCIEXP.NS,2020-01-01,2026-06-19,1601,537.5499877929688
TCPLPACK.NS,2020-01-01,2026-06-19,1602,3029.39990234375
TCS.NS,2020-01-01,2026-06-19,1603,2125.0
TDPOWERSYS.NS,2020-01-01,2026-06-19,1603,1272.699951171875
TEAMLEASE.NS,2020-01-01,2026-06-19,1602,1465.0
TECHM.NS,2020-01-01,2026-06-19,1603,1409.5999755859375
TECHNOE.NS,2020-01-01,2026-06-19,1603,1079.300048828125
TEGA.NS,2021-12-13,2026-06-19,1118,1794.9000244140625
TEJASNET.NS,2020-01-01,2026-06-19,1603,632.3499755859375
TEMBO.NS,2020-01-01,2026-06-19,1602,561.5999755859375
TERASOFT.NS,2020-01-01,2026-06-19,1602,416.54998779296875
TEXINFRA.NS,2020-01-01,2026-06-19,1602,102.38999938964844
TEXRAIL.NS,2020-01-01,2026-06-19,1603,109.29000091552734
TFCILTD.NS,2020-01-01,2026-06-19,1603,74.16000366210938
THANGAMAYL.NS,2020-01-01,2026-06-19,1603,5454.60009765625
THEJO.NS,2020-01-01,2026-06-19,1601,1817.699951171875
THELEELA.NS,2025-06-02,2026-06-19,262,494.20001220703125
THEMISMED.NS,2020-01-01,2026-06-19,1603,101.7300033569336
THERMAX.NS,2020-01-01,2026-06-19,1602,4702.39990234375
THOMASCOOK.NS,2020-01-01,2026-06-19,1603,111.5999984741211
THYROCARE.NS,2020-01-01,2026-06-19,1603,540.5499877929688
TI.NS,2020-01-01,2026-06-19,1603,443.1000061035156
TIIL.NS,2020-01-01,2026-06-19,1601,2616.699951171875
TIINDIA.NS,2020-01-01,2026-06-19,1603,3285.60009765625
TIMETECHNO.NS,2020-01-01,2026-06-19,1603,178.4199981689453
TIMKEN.NS,2020-01-01,2026-06-19,1602,3689.39990234375
TINNARUBR.NS,2025-04-17,2026-06-19,292,891.25
TIPSMUSIC.NS,2020-01-01,2026-06-19,1603,653.0
TIRUMALCHM.NS,2020-01-01,2026-06-19,1602,167.0
TIRUPATIFL.NS,2020-01-01,2026-06-19,1601,47.97999954223633
TITAGARH.NS,2020-01-01,2026-06-19,1603,922.4500122070312
TITAN.NS,2020-01-01,2026-06-19,1603,4419.89990234375
TMB.NS,2022-09-15,2026-06-19,929,780.5999755859375
TMPV.NS,2020-01-01,2026-06-19,1603,359.5
TNPETRO.NS,2020-01-01,2026-06-19,1603,90.58999633789062
TNPL.NS,2020-01-01,2026-06-19,1602,145.38999938964844
TOLINS.NS,2024-09-16,2026-06-19,437,106.12999725341797
TORNTPHARM.NS,2020-01-01,2026-06-19,1603,4429.7998046875
TORNTPOWER.NS,2020-01-01,2026-06-19,1603,1438.4000244140625
TPLPLASTEH.NS,2020-01-01,2026-06-19,1603,66.80999755859375
TRACXN.NS,2022-10-20,2026-06-19,906,30.549999237060547
TRANSRAILL.NS,2024-12-27,2026-06-19,368,507.70001220703125
TRANSWORLD.NS,2020-01-01,2026-06-19,1602,177.9499969482422
TREL.NS,2023-08-10,2026-06-19,704,26.06999969482422
TRENT.NS,2020-01-01,2026-06-19,1603,3205.800048828125
TRF.NS,2020-01-01,2026-06-19,1603,233.8000030517578
TRIDENT.NS,2020-01-01,2026-06-19,1603,25.93000030517578
TRIGYN.NS,2020-01-01,2026-06-19,1602,57.0
TRITURBINE.NS,2020-01-01,2026-06-19,1603,672.2999877929688
TRIVENI.NS,2020-01-01,2026-06-19,1603,403.54998779296875
TSFINV.NS,2020-01-01,2026-06-19,1603,395.3999938964844
TTKHLTCARE.NS,2020-01-01,2026-06-19,1602,929.4000244140625
TTKPRESTIG.NS,2020-01-01,2026-06-19,1603,541.2999877929688
TTML.NS,2020-01-01,2026-06-19,1603,44.189998626708984
TVSELECT.NS,2020-01-01,2026-06-19,1602,482.3500061035156
TVSHLTD.NS,2020-01-01,2026-06-19,1601,13132.0
TVSMOTOR.NS,2020-01-01,2026-06-19,1603,3442.89990234375
TVSSCS.NS,2023-08-23,2026-06-19,697,140.30999755859375
TVSSRICHAK.NS,2020-01-01,2026-06-19,1602,4105.60009765625
TVTODAY.NS,2020-01-01,2026-06-19,1602,107.37000274658203
UBL.NS,2020-01-01,2026-06-19,1603,1341.9000244140625
UCOBANK.NS,2020-01-01,2026-06-19,1603,27.579999923706055
UDS.NS,2023-10-04,2026-06-19,669,181.02000427246094
UFBL.NS,2021-04-07,2026-06-19,1286,644.1500244140625
UFLEX.NS,2020-01-01,2026-06-19,1602,425.8999938964844
UFO.NS,2020-01-01,2026-06-19,1602,73.38999938964844
UGARSUGAR.NS,2020-01-01,2026-06-19,1603,39.63999938964844
UGROCAP.NS,2021-08-11,2026-06-19,1201,99.7300033569336
UJJIVANSFB.NS,2020-01-01,2026-06-19,1603,57.27000045776367
ULTRACEMCO.NS,2020-01-01,2026-06-19,1603,11367.0
UNICHEMLAB.NS,2020-01-01,2026-06-19,1603,444.29998779296875
UNIDT.NS,2020-09-25,2026-06-19,1417,222.50999450683594
UNIECOM.NS,2024-08-13,2026-06-19,461,89.69000244140625
UNIMECH.NS,2024-12-31,2026-06-19,365,1197.6500244140625
UNIONBANK.NS,2020-01-01,2026-06-19,1603,175.75999450683594
UNIPARTS.NS,2022-12-12,2026-06-19,870,674.7000122070312
UNITDSPR.NS,2020-01-01,2026-06-19,1603,1320.5
UNIVASTU.NS,2020-01-01,2026-06-19,1602,89.12000274658203
UNIVCABLES.NS,2020-01-01,2026-06-19,1603,1273.5
UNOMINDA.NS,2020-01-01,2026-06-19,1603,1115.5999755859375
UPL.NS,2020-01-01,2026-06-19,1603,608.6500244140625
USHAMART.NS,2020-01-01,2026-06-19,1603,476.04998779296875
UTIAMC.NS,2020-10-13,2026-06-19,1408,950.25
UTTAMSUGAR.NS,2020-01-01,2026-06-19,1603,237.85000610351562
V2RETAIL.NS,2020-01-01,2026-06-19,1603,236.85000610351562
VADILALIND.NS,2020-01-01,2026-06-19,1601,6108.0
VAIBHAVGBL.NS,2020-01-01,2026-06-19,1602,244.3300018310547
VALIANTORG.NS,2020-10-05,2026-06-19,1412,290.95001220703125
VARROC.NS,2020-01-01,2026-06-19,1602,615.2000122070312
VASCONEQ.NS,2020-01-01,2026-06-19,1603,36.310001373291016
VBL.NS,2020-01-01,2026-06-19,1603,529.5
VEDL.NS,2020-01-01,2026-06-19,1603,300.79998779296875
VEEDOL.NS,2020-01-01,2026-06-19,1603,1482.199951171875
VENKEYS.NS,2020-01-01,2026-06-19,1602,1423.5
VENTIVE.NS,2024-12-30,2026-06-19,367,647.1500244140625
VENUSPIPES.NS,2022-05-24,2026-06-19,1008,1546.0999755859375
VENUSREM.NS,2020-01-01,2026-06-19,1601,1739.0999755859375
VERANDA.NS,2022-04-11,2026-06-19,1037,244.88999938964844
VERTOZ.NS,2020-01-01,2026-06-19,1602,43.400001525878906
VESUVIUS.NS,2020-01-01,2026-06-19,1602,464.8999938964844
VETO.NS,2020-01-01,2026-06-19,1603,131.74000549316406
VGUARD.NS,2020-01-01,2026-06-19,1602,311.25
VIDHIING.NS,2020-01-01,2026-06-19,1601,284.3999938964844
VIJAYA.NS,2021-09-14,2026-06-19,1179,1364.199951171875
VIMTALABS.NS,2020-01-01,2026-06-19,1603,571.4000244140625
VINATIORGA.NS,2020-01-01,2026-06-19,1603,1333.9000244140625
VINCOFE.NS,2024-10-18,2026-06-19,415,152.16000366210938
VINDHYATEL.NS,2020-01-01,2026-06-19,1603,2374.10009765625
VINYLINDIA.NS,2020-01-01,2026-06-19,1601,253.89999389648438
VIPCLOTHNG.NS,2020-01-01,2026-06-19,1602,24.989999771118164
VIPIND.NS,2020-01-01,2026-06-19,1602,317.5
VISAKAIND.NS,2020-01-01,2026-06-19,1602,77.16999816894531
VISHNU.NS,2020-01-01,2026-06-19,1603,601.0
VIVIANA.NS,2022-09-16,2026-06-19,926,813.8499755859375
VIYASH.NS,2020-01-01,2026-06-19,1603,254.9499969482422
VLSFINANCE.NS,2020-01-01,2026-06-19,1601,242.24000549316406
VMART.NS,2020-01-01,2026-06-19,1602,797.7999877929688
VMM.NS,2024-12-18,2026-06-19,374,118.66000366210938
VOLTAMP.NS,2020-01-01,2026-06-19,1603,10237.5
VOLTAS.NS,2020-01-01,2026-06-19,1603,1343.4000244140625
VPRPL.NS,2023-09-05,2026-06-19,689,31.469999313354492
VRAJ.NS,2024-07-03,2026-06-19,489,122.33999633789062
VRLLOG.NS,2020-01-01,2026-06-19,1602,240.00999450683594
VSSL.NS,2020-01-01,2026-06-19,1602,281.54998779296875
VSTIND.NS,2020-01-01,2026-06-19,1603,259.95001220703125
VSTTILLERS.NS,2020-01-01,2026-06-19,1602,4566.60009765625
VTL.NS,2020-01-01,2026-06-19,1603,657.4500122070312
WAAREEENER.NS,2024-10-28,2026-06-19,409,3125.39990234375
WAAREERTL.NS,2025-04-09,2026-06-19,297,988.0499877929688
WABAG.NS,2020-01-01,2026-06-19,1603,1983.5999755859375
WALCHANNAG.NS,2020-01-01,2026-06-19,1603,312.04998779296875
WANBURY.NS,2020-01-01,2026-06-19,1602,266.75
WCIL.NS,2024-09-24,2026-06-19,432,102.44999694824219
WEBELSOLAR.NS,2020-01-01,2026-06-19,1603,104.70999908447266
WEL.NS,2020-01-01,2026-06-19,1602,94.37000274658203
WELCORP.NS,2020-01-01,2026-06-19,1603,1423.4000244140625
WELENT.NS,2020-01-01,2026-06-19,1603,567.8499755859375
WELSPUNLIV.NS,2020-01-01,2026-06-19,1603,162.22999572753906
WENDT.NS,2020-01-01,2026-06-19,1602,7909.0
WESTLIFE.NS,2020-01-01,2026-06-19,1602,467.1000061035156
WHEELS.NS,2020-01-01,2026-06-19,1603,1553.4000244140625
WHIRLPOOL.NS,2020-01-01,2026-06-19,1603,794.9500122070312
WINDLAS.NS,2021-08-16,2026-06-19,1198,816.0
WINDMACHIN.NS,2020-01-01,2026-06-19,1602,325.04998779296875
WIPRO.NS,2020-01-01,2026-06-19,1603,180.8000030517578
WOCKPHARMA.NS,2020-01-01,2026-06-19,1603,2011.0999755859375
WONDERLA.NS,2020-01-01,2026-06-19,1602,480.70001220703125
WSTCSTPAPR.NS,2020-01-01,2026-06-19,1602,513.3499755859375
XCHANGING.NS,2020-01-01,2026-06-19,1602,63.20000076293945
XPROINDIA.NS,2020-01-01,2026-06-19,1603,1344.800048828125
YASHO.NS,2023-08-21,2026-06-19,696,2878.60009765625
YATHARTH.NS,2023-08-07,2026-06-19,709,839.75
YATRA.NS,2023-09-28,2026-06-19,673,112.95999908447266
YESBANK.NS,2020-01-01,2026-06-19,1603,25.40999984741211
YUKEN.NS,2021-09-02,2026-06-19,1186,692.4500122070312
ZAGGLE.NS,2023-09-22,2026-06-19,677,213.1699981689453
ZEEL.NS,2020-01-01,2026-06-19,1603,113.36000061035156
ZENSARTECH.NS,2020-01-01,2026-06-19,1603,447.95001220703125
ZENTEC.NS,2020-01-01,2026-06-19,1603,1997.0
ZFCVINDIA.NS,2020-01-01,2026-06-19,1603,15795.0
ZIMLAB.NS,2022-11-25,2026-06-19,881,119.43000030517578
ZOTA.NS,2020-01-01,2026-06-19,1602,1307.5999755859375
ZUARI.NS,2020-01-01,2026-06-19,1603,238.4600067138672
ZUARIIND.NS,2020-01-01,2026-06-19,1602,267.3500061035156
ZYDUSLIFE.NS,2020-01-01,2026-06-19,1603,1070.800048828125
ZYDUSWELL.NS,2020-01-01,2026-06-19,1603,512.3499755859375
