Symbol,Yahoo_Symbol,Company_Name,Sector,Industry,Last_Updated,Market_Cap,Last_Close,Avg_Volume,ADV,History_Days,Missing_Close,Exchange,Country,Currency,Asset_Class,Metadata_Source,Market_Cap_Category,Liquidity_Category
ABFRL,ABFRL.NS,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,Apparel Manufacturing,2026-06-20,71753355387.09378,59.5,4720623.204196933,280877080.6497175,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TCI,TCI.NS,Transport Corporation of India Limited,Industrials,Integrated Freight & Logistics,2026-06-20,71667192954.82214,930.4000244140624,79077.05169628432,73573290.82881501,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
SUVEN,SUVEN.NS,Suven Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,71521025328.8454,271.6499938964844,569487.9927360775,154701409.7508766,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PRECWIRE,PRECWIRE.NS,Precision Wires India Limited,Industrials,Electrical Equipment & Parts,2026-06-20,71185424349.22867,393.25,683403.2300242131,268748320.2070218,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SONATSOFTW,SONATSOFTW.NS,Sonata Software Limited,Technology,Information Technology Services,2026-06-20,70527231545.90968,254.8999938964844,1155296.3171912832,294485024.20068896,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MAXESTATES,MAXESTATES.NS,MAX ESTATES LIMITED,Real Estate,Real Estate - Development,2026-06-20,69948181781.94928,432.9500122070313,153228.66873065016,66340353.99740213,646,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
RCF,RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs,2026-06-20,69716826712.25662,126.98999786376952,5044172.560129137,640559462.635284,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SUDARSCHEM,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,Basic Materials,Specialty Chemicals,2026-06-20,69338198696.0,878.2000122070312,241990.0379644588,212515654.29436767,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MAHLIFE,MAHLIFE.NS,Mahindra Lifespace Developers Limited,Real Estate,Real Estate - Development,2026-06-20,69208375443.8594,326.1499938964844,287587.406779661,93796630.9658922,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
KIRLFER,KIRLFER.NS,Kirloskar Ferrous Industries Limited,Industrials,Metal Fabrication,2026-06-20,69173823866.0506,421.0,217734.9393939394,91666409.48484848,660,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
WESTLIFE,WESTLIFE.NS,Westlife Foodworld Limited,Consumer Cyclical,Restaurants,2026-06-20,69094295506.93817,445.9500122070313,179714.88933764136,80143857.09390643,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
DBL,DBL.NS,Dilip Buildcon Limited,Industrials,Engineering & Construction,2026-06-20,69055299499.78458,426.3999938964844,698608.1366208569,297886505.1911677,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
KINGFA,KINGFA.NS,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals,2026-06-20,68780034265.5,5090.5,12035.362166531932,61266011.1087308,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
GOKULAGRO,GOKULAGRO.NS,Gokul Agro Resources Limited,Consumer Defensive,Packaged Foods,2026-06-20,68466021107.06647,231.2700042724609,748003.1824051655,172990699.19065702,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BALAMINES,BALAMINES.NS,Balaji Amines Limited,Basic Materials,Specialty Chemicals,2026-06-20,68379067235.83984,2122.0,127558.83050847458,270679838.33898306,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
DYNAMATECH,DYNAMATECH.NS,Dynamatic Technologies Limited,Consumer Cyclical,Auto Parts,2026-06-20,68335499466.0,10119.0,18723.294830371568,189461020.3885299,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AVL,AVL.NS,Aditya Vision Limited,Consumer Cyclical,Specialty Retail,2026-06-20,68314028450.0,531.5499877929688,284915.0607594937,151446597.0687418,395,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SJS,SJS.NS,S.J.S. Enterprises Limited,Consumer Cyclical,Auto Parts,2026-06-20,68042957404.0,2111.89990234375,154996.56890459365,327337238.7332276,1132,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GARFIBRES,GARFIBRES.NS,Garware Technical Fibres Limited,Consumer Cyclical,Textile Manufacturing,2026-06-20,67626360137.7536,691.0499877929688,87731.03473344103,60626530.48160894,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
TANLA,TANLA.NS,Tanla Platforms Limited,Technology,Software - Application,2026-06-20,67540703979.0,511.5,816151.5117029863,417461498.2360775,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ACI,ACI.NS,Archean Chemical Industries Limited,Basic Materials,Chemicals,2026-06-20,67470012321.0,545.2000122070312,445196.9431818182,242721378.85726023,880,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PRICOLLTD,PRICOLLTD.NS,Pricol Limited,Consumer Cyclical,Auto Parts,2026-06-20,67369998019.5,554.1500244140625,773433.0016155089,428597916.7278759,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ICIL,ICIL.NS,Indo Count Industries Limited,Consumer Cyclical,Textile Manufacturing,2026-06-20,66625478767.17224,344.20001220703125,543739.3381759484,187155086.8376045,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RAIN,RAIN.NS,Rain Industries Limited,Basic Materials,Specialty Chemicals,2026-06-20,66404724941.50067,196.3500061035156,2826751.863599677,555032745.6709207,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ISGEC,ISGEC.NS,Isgec Heavy Engineering Limited,Industrials,Specialty Industrial Machinery,2026-06-20,66356707197.07703,906.5999755859376,107535.83198707592,97491982.65409651,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
CEIGALL,CEIGALL.NS,CEIGALL INDIA LIMITED,Industrials,Engineering & Construction,2026-06-20,65692654146.36209,376.1000061035156,399940.1969365427,150417510.50887495,457,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
DODLA,DODLA.NS,Dodla Dairy Limited,Consumer Defensive,Food Distribution,2026-06-20,65582359691.0531,1085.699951171875,105262.23735725938,114283205.95901884,1226,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ASHAPURMIN,ASHAPURMIN.NS,Ashapura Minechem Limited,Basic Materials,Other Industrial Metals & Mining,2026-06-20,65440152268.80994,687.9000244140625,437730.57062146894,301114870.21729,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SHAKTIPUMP,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery,2026-06-20,65123276028.75,531.5999755859375,943096.128329298,501349878.7950469,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NEWGEN,NEWGEN.NS,Newgen Software Technologies Limited,Technology,Software - Infrastructure,2026-06-20,64933374140.0,459.6000061035156,777031.9515738499,357123889.68596804,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GSFC,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,Agricultural Inputs,2026-06-20,64800413982.908936,163.8300018310547,2873864.8910411624,470825290.36147743,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GREENLAM,GREENLAM.NS,Greenlam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-20,64710558935.40161,251.3999938964844,150540.4543249798,37845869.29847391,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
INDIAGLYCO,INDIAGLYCO.NS,India Glycols Limited,Basic Materials,Chemicals,2026-06-20,64308830497.447815,972.1500244140624,380659.594834544,370058234.4118491,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
HNDFDS,HNDFDS.NS,Hindustan Foods Limited,Industrials,Conglomerates,2026-06-20,63992084019.37378,531.0499877929688,73912.59693053312,39251283.69770624,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
TRANSRAILL,TRANSRAILL.NS,TRANSRAIL LIGHTING LTD,Industrials,Engineering & Construction,2026-06-20,63946143068.63251,472.0,1767779.3608815428,834391858.3360882,363,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
JKPAPER,JKPAPER.NS,JK Paper Limited,Basic Materials,Paper & Paper Products,2026-06-20,63787941424.4361,353.75,1108627.687399031,392177044.4174071,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ETHOSLTD,ETHOSLTD.NS,Ethos Limited,Consumer Cyclical,Luxury Goods,2026-06-20,63688659572.07202,2385.0,52282.87987987988,124694668.51351352,999,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
KOVAI,KOVAI.NS,Kovai Medical Center and Hospital Limited,Healthcare,Medical Care Facilities,2026-06-20,63410408290.0,5838.0,4991.069696969697,29137864.89090909,660,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
SUNFLAG,SUNFLAG.NS,Sunflag Iron and Steel Company Limited,Basic Materials,Steel,2026-06-20,63302081110.0,350.8500061035156,621973.0363196126,218219243.58895823,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FDC,FDC.NS,FDC Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,63007502508.0,387.7999877929688,260728.1098546042,101110357.81889932,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GANESHHOU,GANESHHOU.NS,Ganesh Housing Limited,Real Estate,Real Estate - Development,2026-06-20,62832172315.0,759.3499755859375,116360.09612277868,88358036.15000933,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
SUPRAJIT,SUPRAJIT.NS,Suprajit Engineering Limited,Consumer Cyclical,Auto Parts,2026-06-20,62625485488.39752,459.0,249894.87802907915,114701749.01534732,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AJAXENGG,AJAXENGG.NS,AJAX ENGINEERING LIMITED,Industrials,Farm & Heavy Construction Machinery,2026-06-20,62591957486.865234,548.7000122070312,203553.5569230769,111689839.16847694,325,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GVPIL,GVPIL.NS,GE Power India Limited,Industrials,Engineering & Construction,2026-06-20,62491294847.40216,929.5499877929688,422278.5302663439,392529002.65431273,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SKIPPER,SKIPPER.NS,Skipper Limited,Industrials,Engineering & Construction,2026-06-20,61306891005.0,548.5,600313.1930533118,329271786.38974154,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GALAXYSURF,GALAXYSURF.NS,Galaxy Surfactants Limited,Basic Materials,Specialty Chemicals,2026-06-20,61010411310.36072,1701.9000244140625,24418.45109135004,41557762.50852223,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
KENNAMET,KENNAMET.NS,Kennametal India Limited,Industrials,Tools & Accessories,2026-06-20,60826979170.3125,2774.699951171875,15651.725757575758,43428842.69530103,660,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
HCC,HCC.NS,Hindustan Construction Company Limited,Industrials,Engineering & Construction,2026-06-20,60771661036.89553,23.420000076293945,25705321.908797417,602018641.0651959,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CSBBANK,CSBBANK.NS,CSB Bank Limited,Financial Services,Banks - Regional,2026-06-20,60613657956.1409,361.4500122070313,460962.6690879742,166614962.36883396,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
DBREALTY,DBREALTY.NS,Valor Estate Limited,Real Estate,Real Estate - Development,2026-06-20,60478353851.5,111.0,2098278.0330912024,232908861.67312348,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FIEMIND,FIEMIND.NS,Fiem Industries Limited,Consumer Cyclical,Auto Parts,2026-06-20,60061464120.0,2295.0,126629.41807909604,290614514.4915254,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
LATENTVIEW,LATENTVIEW.NS,Latent View Analytics Limited,Industrials,Consulting Services,2026-06-20,60018587923.0603,299.25,874281.9671985816,261628878.68417552,1128,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SIS,SIS.NS,SIS Limited,Industrials,Security & Protection Services,2026-06-20,59946843187.5,423.8999938964844,127799.7197092084,54174300.40470585,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
ARVINDFASN,ARVINDFASN.NS,Arvind Fashions Limited,Consumer Cyclical,Apparel Retail,2026-06-20,59924215133.91531,449.7000122070313,421546.2017756255,189569332.08432645,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
JAIBALAJI,JAIBALAJI.NS,Jai Balaji Industries Limited,Basic Materials,Steel,2026-06-20,59752468665.0,65.69999694824219,1350826.2558514932,88749280.88704853,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
PRAJIND,PRAJIND.NS,Praj Industries Limited,Industrials,Engineering & Construction,2026-06-20,59739253600.0,330.6499938964844,1216881.911218725,402361996.5172136,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PRSMJOHNSN,PRSMJOHNSN.NS,Prism Johnson Limited,Basic Materials,Building Materials,2026-06-20,59365876274.0979,117.9000015258789,865834.2481810832,102081859.18170792,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
UNIMECH,UNIMECH.NS,UNIMECH AEROSPACE N MFG L,Industrials,Aerospace & Defense,2026-06-20,59146554929.0,1184.449951171875,168515.46944444443,199598139.5551778,360,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MOIL,MOIL.NS,MOIL Limited,Basic Materials,Other Industrial Metals & Mining,2026-06-20,58644440294.15033,289.6000061035156,1213362.1953188055,351389699.1701012,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TVSSCS,TVSSCS.NS,TVS Supply Chain Solutions Limited,Industrials,Integrated Freight & Logistics,2026-06-20,58350467947.54573,132.25999450683594,1292772.121387283,170982033.67327273,692,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SENORES,SENORES.NS,SENORES PHARMACEUTICALS L,Healthcare,Drug Manufacturers - General,2026-06-20,58253184585.555176,1281.0,537933.2403314917,689092480.8646408,362,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AARTIPHARM,AARTIPHARM.NS,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,57835113357.112,640.7999877929688,327998.74158653844,210181589.6047629,832,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AEROFLEX,AEROFLEX.NS,Aeroflex Industries Limited,Industrials,Metal Fabrication,2026-06-20,57828545616.0,442.8500061035156,1835347.2459970887,812783539.0918814,687,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TIIL,TIIL.NS,Technocraft Industries (India) Limited,Industrials,Tools & Accessories,2026-06-20,56940462683.05957,2512.89990234375,25339.251414713017,63675002.40549607,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
DCBBANK,DCBBANK.NS,DCB Bank Limited,Financial Services,Banks - Regional,2026-06-20,56830561011.247696,178.94000244140625,1916384.147699758,342917784.0680669,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
VMART,VMART.NS,V-Mart Retail Limited,Consumer Cyclical,Department Stores,2026-06-20,56578516422.5,717.4000244140625,250603.3360258481,179782839.38318896,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FEDFINA,FEDFINA.NS,Fedbank Financial Services Limited,Financial Services,Credit Services,2026-06-20,56116793547.29813,152.4499969482422,903770.4641148326,137779804.49621764,627,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SURYAROSNI,SURYAROSNI.NS,Surya Roshni Limited,Basic Materials,Steel,2026-06-20,56013352182.20117,258.8999938964844,904087.9467312348,234068363.8906018,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PTC,PTC.NS,PTC India Limited,Utilities,Utilities - Independent Power Producers,2026-06-20,55951494100.10399,188.6300048828125,1659747.7070217915,313078218.07975745,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SMLMAH,SMLMAH.NS,SML MAHINDRA LIMITED,Consumer Cyclical,Auto Manufacturers,2026-06-20,55720179300.42334,3874.10009765625,69253.83373688458,268296284.04313427,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BECTORFOOD,BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,Consumer Defensive,Packaged Foods,2026-06-20,55675814496.57219,181.0200042724609,991736.1614205004,179524084.17749298,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RPEL,RPEL.NS,Raghav Productivity Enhancers Limited,Basic Materials,Chemicals,2026-06-20,54970872489.78272,1198.449951171875,72394.69868995633,86761423.11008078,458,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
INNOVACAP,INNOVACAP.NS,Innova Captab Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,54950238072.25,954.4500122070312,134849.58745874587,128707190.39611311,606,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NEOGEN,NEOGEN.NS,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals,2026-06-20,54938591382.0979,2048.10009765625,78568.05730427764,160915245.83755288,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SENCO,SENCO.NS,Senco Gold Limited,Consumer Cyclical,Luxury Goods,2026-06-20,54795838158.03351,336.54998779296875,1098863.316666667,369822435.8103078,720,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PAISALO,PAISALO.NS,Paisalo Digital Limited,Financial Services,Credit Services,2026-06-20,54198408610.44202,59.58000183105469,3917973.604519774,233432874.53131208,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SAPPHIRE,SAPPHIRE.NS,Sapphire Foods India Limited,Consumer Cyclical,Restaurants,2026-06-20,54196916284.26196,167.8800048828125,861299.8575221238,144595024.28637987,1130,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
STYLAMIND,STYLAMIND.NS,Stylam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-20,53759193120.0,3167.39990234375,43467.12790697674,137677776.68772143,1204,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MASFIN,MASFIN.NS,MAS Financial Services Limited,Financial Services,Credit Services,2026-06-20,53655765793.90704,297.45001220703125,214548.38418079092,63817419.493575096,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
AHLUCONT,AHLUCONT.NS,Ahluwalia Contracts (India) Limited,Industrials,Engineering & Construction,2026-06-20,53137881970.0,795.0,81794.05972558515,65026277.48184019,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
CENTUM,CENTUM.NS,Centum Electronics Limited,Technology,Electronic Components,2026-06-20,52946663459.17456,3580.0,36734.9935327405,131511276.847211,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
HAPPSTMNDS,HAPPSTMNDS.NS,Happiest Minds Technologies Limited,Technology,Information Technology Services,2026-06-20,52396338917.45215,349.20001220703125,720272.6690879741,251519224.83791155,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
IBULLSLTD,IBULLSLTD.NS,INDIABULLS LIMITED,Real Estate,Real Estate - Development,2026-06-20,52090862102.04298,23.299999237060547,1117902.207425343,26047120.580118798,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
THOMASCOOK,THOMASCOOK.NS,Thomas Cook (India) Limited,Consumer Cyclical,Travel Services,2026-06-20,52039065831.0041,109.7300033569336,1101497.0266343823,120867272.43024316,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
IFBIND,IFBIND.NS,IFB Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-20,51661464900.0,1292.199951171875,77470.17029862793,100106950.27716383,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PNCINFRA,PNCINFRA.NS,PNC Infratech Limited,Industrials,Engineering & Construction,2026-06-20,50794754670.0,198.80999755859372,698915.0137207425,138951292.17148533,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BALUFORGE,BALUFORGE.NS,Balu Forge Industries Limited,Industrials,Metal Fabrication,2026-06-20,50366452200.0,446.2999877929688,817382.4621212122,364797782.86688375,528,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ITDC,ITDC.NS,India Tourism Development Corporation Limited,Consumer Cyclical,Lodging,2026-06-20,50020715126.98975,585.0499877929688,201840.5226171244,118086795.29327506,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RTNINDIA,RTNINDIA.NS,RattanIndia Enterprises Limited,Consumer Cyclical,Internet Retail,2026-06-20,49711953744.0,36.18000030517578,4401545.616626311,159247921.75278506,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ICRA,ICRA.NS,ICRA Limited,Financial Services,Financial Data & Stock Exchanges,2026-06-20,49502283840.0,5129.0,7127.093775262732,36554863.97332256,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
MBAPL,MBAPL.NS,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs,2026-06-20,49290153750.0,564.7000122070312,92672.30234438156,52332050.26512596,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
PURVA,PURVA.NS,Puravankara Limited,Real Estate,Real Estate - Development,2026-06-20,49184843428.95319,208.30999755859372,460994.2915993538,96029719.75758705,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
LUMAXIND,LUMAXIND.NS,Lumax Industries Limited,Consumer Cyclical,Auto Parts,2026-06-20,49136353258.0,5285.0,14930.120355411957,78905686.07835218,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
JSFB,JSFB.NS,Jana Small Finance Bank Limited,Financial Services,Banks - Regional,2026-06-20,48962516894.89856,480.0,435191.74652777775,208892038.3333333,576,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RBA,RBA.NS,Restaurant Brands Asia Limited,Consumer Cyclical,Restaurants,2026-06-20,48961831529.18339,69.0,2197096.126817448,151599632.75040388,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ENTERO,ENTERO.NS,Entero Healthcare Solutions Limited,Healthcare,Medical Distribution,2026-06-20,48953598369.75549,1133.0,98625.15881326352,111742304.93542758,573,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GOKEX,GOKEX.NS,Gokaldas Exports Limited,Consumer Cyclical,Apparel Manufacturing,2026-06-20,48873509876.0,676.25,452424.7489911219,305952236.50524616,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RUSTOMJEE,RUSTOMJEE.NS,Keystone Realtors Limited,Real Estate,Real Estate - Development,2026-06-20,48866388374.09021,387.2000122070313,73988.22260273973,28648240.694957368,876,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
DHANUKA,DHANUKA.NS,Dhanuka Agritech Limited,Basic Materials,Agricultural Inputs,2026-06-20,48801792461.85498,1081.699951171875,59728.21665319321,64608009.037342265,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
MASTEK,MASTEK.NS,Mastek Limited,Technology,Information Technology Services,2026-06-20,48587527142.31006,1583.300048828125,130125.5585149314,206027803.15047792,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CARERATING,CARERATING.NS,CARE Ratings Limited,Financial Services,Financial Data & Stock Exchanges,2026-06-20,48541556380.1936,1622.5,119647.38610662358,194127883.9579968,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CMSINFO,CMSINFO.NS,CMS Info Systems Limited,Industrials,Specialty Business Services,2026-06-20,48526915209.75,295.0,778242.1236363637,229581426.47272727,1100,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RAYMONDLSL,RAYMONDLSL.NS,Raymond Lifestyle Limited,Consumer Cyclical,Apparel Manufacturing,2026-06-20,48075983060.19226,791.9000244140625,200460.03181818183,158744304.09086195,440,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
LGBBROSLTD,LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,Auto Parts,2026-06-20,48036689232.0,1521.0999755859375,99711.27441485068,151670817.0780721,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SWSOLAR,SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,Technology,Solar,2026-06-20,47849419365.90738,206.97000122070312,1665130.634382567,344632089.43079,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
EPIGRAL,EPIGRAL.NS,Epigral Limited,Basic Materials,Chemicals,2026-06-20,47550380637.08936,1104.800048828125,102135.28487394958,112839067.71581396,1190,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
