Symbol,Yahoo_Symbol,Company_Name,Sector,Industry,Last_Updated,Market_Cap,Last_Close,Avg_Volume,ADV,History_Days,Missing_Close,Exchange,Country,Currency,Asset_Class,Metadata_Source,Market_Cap_Category,Liquidity_Category
HATSUN,HATSUN.NS,Hatsun Agro Product Limited,Consumer Defensive,Packaged Foods,2026-06-20,203179838094.3901,912.25,70822.08077544426,64607443.18739903,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
KPITTECH,KPITTECH.NS,KPIT Technologies Limited,Technology,Software - Infrastructure,2026-06-20,202360096597.4777,746.4000244140625,1484252.1815980629,1107845864.5814197,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BELRISE,BELRISE.NS,BELRISE INDUSTRIES LTD,Consumer Cyclical,Auto Parts,2026-06-20,201700020917.55493,227.44000244140625,10496064.785440613,2387225000.425771,261,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SUNTV,SUNTV.NS,Sun TV Network Limited,Communication Services,Broadcasting,2026-06-20,201298419085.3968,512.0,910199.842615012,466022319.4188862,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CUB,CUB.NS,City Union Bank Limited,Financial Services,Banks - Regional,2026-06-20,200238106644.9853,203.3500061035156,3297176.432606941,670480847.6949893,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SAMMAANCAP,SAMMAANCAP.NS,Sammaan Capital Limited,Financial Services,Mortgage Finance,2026-06-20,197639026449.3463,173.89999389648438,14894287.787732042,2590116555.379084,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AFFLE,AFFLE.NS,Affle 3i Limited,Communication Services,Advertising Agencies,2026-06-20,197557881879.6819,1416.5999755859375,341428.209039548,483667192.5897741,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
DEEPAKFERT,DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,Chemicals,2026-06-20,196788733021.88208,1556.199951171875,718641.3688458435,1118349663.107991,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GESHIP,GESHIP.NS,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,2026-06-20,196262009255.6472,1383.5999755859375,556420.3930589185,769863242.2518374,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CARBORUNIV,CARBORUNIV.NS,Carborundum Universal Limited,Industrials,Conglomerates,2026-06-20,195846364755.4797,1049.0,211166.5452342488,221513705.950727,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ERIS,ERIS.NS,Eris Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,194382153482.7793,1403.0999755859375,140703.6273241714,197421256.0633977,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CEMPRO,CEMPRO.NS,Cemindia Projects Limited,Industrials,Engineering & Construction,2026-06-20,193381274920.7344,1126.699951171875,1040394.4293785312,1172212352.7802818,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CGCL,CGCL.NS,Capri Global Capital Limited,Financial Services,Credit Services,2026-06-20,193008090649.7217,203.50999450683597,1307053.9168684422,265998535.44203508,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ATUL,ATUL.NS,Atul Ltd,Basic Materials,Specialty Chemicals,2026-06-20,192460752435.0,6530.0,47727.67231638418,311661700.2259887,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GMDCLTD,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,Energy,Thermal Coal,2026-06-20,191436000000.0,607.7999877929688,3537104.3317191284,2149851969.641343,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BAYERCROP,BAYERCROP.NS,Bayer CropScience Limited,Basic Materials,Agricultural Inputs,2026-06-20,191376901585.8477,4239.7001953125,26945.93704600484,114242694.55682506,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ANANTRAJ,ANANTRAJ.NS,Anant Raj Limited,Real Estate,Real Estate - Development,2026-06-20,190500844109.4421,533.1500244140625,1983169.491525424,1057326862.8240036,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ELGIEQUIP,ELGIEQUIP.NS,Elgi Equipments Limited,Industrials,Specialty Industrial Machinery,2026-06-20,190437369163.47485,604.8499755859375,561427.6069410815,339579474.35158443,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TATACHEM,TATACHEM.NS,Tata Chemicals Limited,Basic Materials,Chemicals,2026-06-20,190175561527.0,745.75,1453094.771589992,1083645425.9132364,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GRANULES,GRANULES.NS,Granules India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,189713316667.87048,766.5999755859375,1742883.8966074314,1336094752.5883806,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CHAMBLFERT,CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Basic Materials,Agricultural Inputs,2026-06-20,187324976571.5749,469.8500061035156,2138903.314769976,1004963735.4995028,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SAGILITY,SAGILITY.NS,Sagility Limited,Healthcare,Health Information Services,2026-06-20,186644558826.11185,40.34999847412109,27999507.07633588,1129780067.8062954,393,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TDPOWERSYS,TDPOWERSYS.NS,TD Power Systems Limited,Industrials,Specialty Industrial Machinery,2026-06-20,183724633680.0,1179.4000244140625,739617.831315577,872305288.3106675,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ONESOURCE,ONESOURCE.NS,ONESOURCE SPECL PHARMA L,Healthcare,Biotechnology,2026-06-20,183674034983.13025,1623.300048828125,313219.21865889215,508448772.9428868,343,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CAMS,CAMS.NS,Computer Age Management Services Limited,Technology,Information Technology Services,2026-06-20,183409328666.49097,747.4000244140625,1463899.643260694,1094118629.11278,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GABRIEL,GABRIEL.NS,Gabriel India Limited,Consumer Cyclical,Auto Parts,2026-06-20,183362177468.8952,1043.0,554181.9685230025,578011793.1694915,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
REDINGTON,REDINGTON.NS,Redington Limited,Technology,Information Technology Services,2026-06-20,182919578025.2793,234.3699951171875,3613186.821630347,846822577.7429906,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SANSERA,SANSERA.NS,Sansera Engineering Limited,Consumer Cyclical,Auto Parts,2026-06-20,182632900640.0,2934.0,147494.73007712082,432749538.0462725,1167,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SYNGENE,SYNGENE.NS,Syngene International Limited,Healthcare,Diagnostics & Research,2026-06-20,182339922105.0,455.2999877929688,846957.00968523,385619516.1708545,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SARDAEN,SARDAEN.NS,Sarda Energy & Minerals Limited,Basic Materials,Steel,2026-06-20,181863964843.94165,515.0,721680.8732849072,371665649.7417272,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BBOX,BBOX.NS,Black Box Limited,Technology,Software - Application,2026-06-20,181826063911.0409,1022.7000122070312,254712.0024213075,260493967.98554856,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
EIHOTEL,EIHOTEL.NS,EIH Limited,Consumer Cyclical,Lodging,2026-06-20,181637034295.7401,293.45001220703125,819532.0694108151,240491695.77265728,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GPIL,GPIL.NS,Godawari Power & Ispat Limited,Basic Materials,Steel,2026-06-20,181516682970.0,277.29998779296875,1487979.1033091203,412616587.18381166,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CAPLIPOINT,CAPLIPOINT.NS,Caplin Point Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,181318292215.3828,2407.60009765625,175622.67285945071,422829164.3270652,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PFOCUS,PFOCUS.NS,Prime Focus Limited,Communication Services,Entertainment,2026-06-20,181116188933.5296,239.2700042724609,895021.5387722133,214151807.40597203,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CASTROLIND,CASTROLIND.NS,Castrol India Limited,Energy,Oil & Gas Refining & Marketing,2026-06-20,180821460604.19043,182.8000030517578,2905555.519774012,531135557.88174105,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
INDIACEM,INDIACEM.NS,The India Cements Limited,Basic Materials,Building Materials,2026-06-20,179825375807.34006,391.3999938964844,3243712.0581113803,1269588879.746747,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
VTL,VTL.NS,Vardhman Textiles Limited,Consumer Cyclical,Textile Manufacturing,2026-06-20,179210075100.0,622.0,538326.9548022599,334839365.8870057,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RATNAMANI,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Basic Materials,Steel,2026-06-20,178517307955.07812,2541.699951171875,45472.5605815832,115577605.00987016,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SUNDRMFAST,SUNDRMFAST.NS,Sundram Fasteners Limited,Consumer Cyclical,Auto Parts,2026-06-20,177695062066.23718,842.1500244140625,122595.32471728594,103243655.70371228,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ABDL,ABDL.NS,ALLIED BLEND N DISTILS L,Consumer Defensive,Beverages - Wineries & Distilleries,2026-06-20,175560083104.0111,635.5999755859375,822319.6363636364,522666340.7965643,484,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
KANSAINER,KANSAINER.NS,Kansai Nerolac Paints Limited,Basic Materials,Specialty Chemicals,2026-06-20,173056813877.70126,216.3000030517578,462660.7647534357,100073524.82809676,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
KAJARIACER,KAJARIACER.NS,Kajaria Ceramics Limited,Industrials,Building Products & Equipment,2026-06-20,172603372896.0327,1072.4000244140625,271112.411622276,290740956.84268415,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
J&KBANK,J&KBANK.NS,Jammu and Kashmir Bank Limited,Financial Services,Banks - Regional,2026-06-20,171916600746.6925,156.9499969482422,5066255.915254237,795148850.4381665,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FSL,FSL.NS,Firstsource Solutions Limited,Technology,Information Technology Services,2026-06-20,170656503650.7945,248.25,3636722.8482647296,902816447.0817192,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CIEINDIA,CIEINDIA.NS,CIE Automotive India Limited,Consumer Cyclical,Auto Parts,2026-06-20,169347362777.3558,453.0499877929688,593433.87065481,268855207.85609585,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BIKAJI,BIKAJI.NS,Bikaji Foods International Limited,Consumer Defensive,Packaged Foods,2026-06-20,169247070000.0,674.25,479114.3204983013,323042830.59597963,883,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
EMAMILTD,EMAMILTD.NS,Emami Limited,Consumer Defensive,Household & Personal Products,2026-06-20,169209222335.81543,392.2000122070313,602146.9443099274,236162038.9087801,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CHENNPETRO,CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,2026-06-20,168627272995.53223,1135.300048828125,1800472.873284907,2044076940.9540696,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
THANGAMAYL,THANGAMAYL.NS,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods,2026-06-20,167936159463.0,5431.60009765625,67389.1565778854,366030949.4494147,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PSB,PSB.NS,Punjab & Sind Bank,Financial Services,Banks - Regional,2026-06-20,167881545222.49963,23.850000381469727,2855580.1549636805,68105587.78520116,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
LMW,LMW.NS,LMW Limited,Industrials,Specialty Industrial Machinery,2026-06-20,167124852000.0,15728.0,6810.604688763136,107117190.5448666,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CROMPTON,CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-20,165458293257.15527,255.1499938964844,2575192.0694108154,657060240.7924445,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
INOXINDIA,INOXINDIA.NS,INOX India Limited,Industrials,Specialty Industrial Machinery,2026-06-20,164599607250.0,1802.800048828125,344741.2193126023,621499487.0098268,611,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NAVA,NAVA.NS,Nava Limited,Industrials,Conglomerates,2026-06-20,164310533936.38916,582.7999877929688,1282878.7546408393,747661722.54454,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
COHANCE,COHANCE.NS,COHANCE LIFESCIENCES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,162554860683.0,426.75,618840.5722356739,264090214.20157385,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BRIGADE,BRIGADE.NS,Brigade Enterprises Limited,Real Estate,Real Estate - Development,2026-06-20,161205756315.0,663.5999755859375,420597.3930589185,279108419.76540726,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ZYDUSWELL,ZYDUSWELL.NS,Zydus Wellness Limited,Consumer Defensive,Packaged Foods,2026-06-20,160955766010.12207,506.8999938964844,380302.7013720743,192775437.00432092,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
JBMA,JBMA.NS,JBM Auto Limited,Consumer Cyclical,Auto Parts,2026-06-20,159574504634.0,679.5,940614.2389023406,639147375.3341404,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ZENTEC,ZENTEC.NS,Zen Technologies Limited,Industrials,Aerospace & Defense,2026-06-20,159458471208.0,1790.9000244140625,675764.5698143664,1210226784.5787072,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CENTURYPLY,CENTURYPLY.NS,Century Plyboards (India) Limited,Basic Materials,Lumber & Wood Production,2026-06-20,159120298150.07263,719.0,205127.13408723747,147486409.40872374,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
DCMSHRIRAM,DCMSHRIRAM.NS,DCM Shriram Limited,Industrials,Conglomerates,2026-06-20,158748689851.93262,1027.300048828125,136327.04846526656,140048783.5449625,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CHALET,CHALET.NS,Chalet Hotels Limited,Consumer Cyclical,Lodging,2026-06-20,158354647887.1637,726.0,332463.01372074254,241368147.9612591,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GALLANTT,GALLANTT.NS,Gallantt Ispat Limited,Basic Materials,Steel,2026-06-20,158280299920.0,658.75,331017.68012924073,218057896.78513733,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FINCABLES,FINCABLES.NS,Finolex Cables Limited,Industrials,Electrical Equipment & Parts,2026-06-20,157374586005.0,1036.0999755859375,408891.4640839387,423652435.9546671,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SHRIPISTON,SHRIPISTON.NS,SPR Auto Technologies Limited,Consumer Cyclical,Auto Parts,2026-06-20,156350444553.25928,3559.10009765625,65569.50484652666,233368431.102545,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AARTIIND,AARTIIND.NS,Aarti Industries Limited,Basic Materials,Specialty Chemicals,2026-06-20,156210649260.5,438.4500122070313,1282360.7086359968,562251068.35527,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
IGIL,IGIL.NS,International Gemological Institute Limited,Basic Materials,Other Precious Metals & Mining,2026-06-20,155966431648.70654,366.1499938964844,1192842.108033241,436759130.5758408,361,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NIVABUPA,NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,Financial Services,Insurance - Life,2026-06-20,154435556093.5246,84.05000305175781,3572308.671794872,300252554.76617986,390,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
POLYMED,POLYMED.NS,Poly Medicure Limited,Healthcare,Medical Instruments & Supplies,2026-06-20,154248835440.0,1532.0,134259.2300242131,205685140.3970945,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AETHER,AETHER.NS,Aether Industries Limited,Basic Materials,Specialty Chemicals,2026-06-20,153424754893.93665,1151.800048828125,172021.4628514056,198134329.31173447,996,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NATCOPHARM,NATCOPHARM.NS,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,153264317945.39978,858.5,712588.207425343,611756976.074657,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
JUBLPHARMA,JUBLPHARMA.NS,Jubilant Pharmova Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,153128712088.9629,963.2999877929688,300586.5799676898,289555048.81360584,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
JYOTICNC,JYOTICNC.NS,Jyoti CNC Automation Limited,Industrials,Specialty Industrial Machinery,2026-06-20,151827653337.27832,672.5499877929688,719592.0117647059,483961598.7282708,595,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MINDACORP,MINDACORP.NS,Minda Corporation Limited,Consumer Cyclical,Auto Parts,2026-06-20,150336781901.25,637.9500122070312,817272.3263327949,521378890.5604753,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CHOICEIN,CHOICEIN.NS,Choice International Limited,Financial Services,Capital Markets,2026-06-20,150173633211.1206,675.2000122070312,620802.9389534884,419166151.9595562,1032,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CCL,CCL.NS,CCL Products (India) Limited,Consumer Defensive,Packaged Foods,2026-06-20,149952914253.19067,1130.0999755859375,387554.3123486683,437975118.9234548,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ARE&M,ARE&M.NS,Amara Raja Energy & Mobility Limited,Industrials,Electrical Equipment & Parts,2026-06-20,148872835545.99268,815.9000244140625,890048.7037933818,726190759.154725,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
INOXWIND,INOXWIND.NS,Inox Wind Limited,Industrials,Specialty Industrial Machinery,2026-06-20,148369214381.61835,86.77999877929688,7077056.705407587,614146972.2562852,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
JINDALSAW,JINDALSAW.NS,Jindal Saw Limited,Basic Materials,Steel,2026-06-20,147386111986.3697,234.8000030517578,3308202.7384987893,776766013.0953493,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
USHAMART,USHAMART.NS,Usha Martin Limited,Basic Materials,Steel,2026-06-20,147223193564.08813,485.25,1131705.3898305085,549160040.4152542,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BEML,BEML.NS,BEML Limited,Industrials,Conglomerates,2026-06-20,146505351000.0,1767.4000244140625,781379.9063761098,1381010865.6057944,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
APLLTD,APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,146242964256.0,742.0,242356.8773204197,179828802.97175142,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
KSB,KSB.NS,KSB Limited,Industrials,Specialty Industrial Machinery,2026-06-20,146149434995.0,840.2999877929688,241995.5972558515,203348897.42004415,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
GRWRHITECH,GRWRHITECH.NS,Garware Hi-Tech Films Limited,Basic Materials,Specialty Chemicals,2026-06-20,144505490680.0,6224.0,64049.721448467964,398645466.2952646,1077,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
VENTIVE,VENTIVE.NS,VENTIVE HOSPITALITY LTD,Consumer Cyclical,Lodging,2026-06-20,144083498523.39972,618.2999877929688,207050.135359116,128019096.16507396,362,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
FINEORG,FINEORG.NS,Fine Organic Industries Limited,Basic Materials,Specialty Chemicals,2026-06-20,144074296215.73828,4708.39990234375,38995.59079903147,183606835.90999663,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
APOLLO,APOLLO.NS,Apollo Micro Systems Limited,Industrials,Aerospace & Defense,2026-06-20,143771355878.68195,407.1000061035156,4773010.950766748,1943092787.18929,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
BASF,BASF.NS,BASF India Limited,Basic Materials,Specialty Chemicals,2026-06-20,143275468400.0,3356.39990234375,40102.25181598063,134599194.07892185,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
THELEELA,THELEELA.NS,Leela Palaces Hotels & Resorts Limited,Consumer Cyclical,Lodging,2026-06-20,142165872741.23425,428.8999938964844,480976.9299610895,206291002.32466108,257,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AVANTIFEED,AVANTIFEED.NS,Avanti Feeds Limited,Consumer Defensive,Packaged Foods,2026-06-20,141899823645.0,1051.0999755859375,711535.0767366721,747894501.7864542,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
CONCORDBIO,CONCORDBIO.NS,Concord Biotech Limited,Healthcare,Biotechnology,2026-06-20,141890962593.4131,1347.5999755859375,259940.783045977,350296192.8865481,696,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
KFINTECH,KFINTECH.NS,KFin Technologies Limited,Technology,Software - Application,2026-06-20,141545835522.0,823.4000244140625,994354.5427901524,818751554.8096454,853,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
MAHSCOOTER,MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Financial Services,Asset Management,2026-06-20,139977100864.0,12278.0,8484.497576736672,104172661.24717286,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AGARWALEYE,AGARWALEYE.NS,DR AGARWALS HEALTH CARE L,Healthcare,Medical Instruments & Supplies,2026-06-20,139773670066.02173,440.5499877929688,408811.6666666667,180101974.75962323,333,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SOBHA,SOBHA.NS,Sobha Limited,Real Estate,Real Estate - Development,2026-06-20,139574753370.0,1320.9000244140625,436015.2092084006,575932500.488279,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
ANURAS,ANURAS.NS,Anupam Rasayan India Ltd,Basic Materials,Specialty Chemicals,2026-06-20,139464179750.0,1245.4000244140625,209624.86995153475,261066818.155436,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
DOMS,DOMS.NS,DOMS Industries Limited,Industrials,Business Equipment & Supplies,2026-06-20,138921675864.1953,2291.199951171875,175866.477124183,402945263.79969776,612,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
PGEL,PGEL.NS,PG Electroplast Limited,Technology,Electronic Components,2026-06-20,138115037638.74133,483.8999938964844,1479019.7142857143,715697630.7156372,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
TBOTEK,TBOTEK.NS,TBO TEK LIMITED,Consumer Cyclical,Travel Services,2026-06-20,137729985197.66162,1311.4000244140625,214833.58994197287,281732775.094864,517,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
NSLNISP,NSLNISP.NS,NMDC Steel Limited,Basic Materials,Steel,2026-06-20,137474719976.32504,47.09000015258789,7776547.690330477,366197631.9242692,817,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
SHAILY,SHAILY.NS,Shaily Engineering Plastics Limited,Basic Materials,Specialty Chemicals,2026-06-20,137019843792.0,2973.89990234375,129151.00289296046,384082154.8909725,1037,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
RAINBOW,RAINBOW.NS,Rainbow Children's Medicare Limited,Healthcare,Medical Care Facilities,2026-06-20,137004979025.63538,1353.5999755859375,265348.2912142152,359175440.50933194,1013,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
AZAD,AZAD.NS,AZAD ENGINEERING LIMITED,Industrials,Specialty Industrial Machinery,2026-06-20,136958499226.69458,2129.0,336254.7006578947,715886257.7006578,608,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
KIRLOSBROS,KIRLOSBROS.NS,Kirloskar Brothers Limited,Industrials,Specialty Industrial Machinery,2026-06-20,136654822692.09448,1729.9000244140625,142101.59241323647,245821548.1849349,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Highly Liquid
VINATIORGA,VINATIORGA.NS,Vinati Organics Limited,Basic Materials,Specialty Chemicals,2026-06-20,136626434733.0,1320.0,65252.859564164646,86133774.62469733,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Large Cap,Liquid
