Symbol,Yahoo_Symbol,Company_Name,Sector,Industry,Market_Cap
DICIND,DICIND.NS,,,,0
DIFFNKG,DIFFNKG.NS,,,,0
DIGIDRIVE,DIGIDRIVE.NS,,,,0
DIGIKORE,DIGIKORE.NS,,,,0
DIGISPICE,DIGISPICE.NS,,,,0
DIGITIDE,DIGITIDE.NS,,,,0
DIGJAMLMTD,DIGJAMLMTD.NS,,,,0
DISAQ,DISAQ.NS,,,,0
DISHTV,DISHTV.NS,,,,0
DIVGIITTS,DIVGIITTS.NS,,,,0
DIVISLAB,DIVISLAB.NS,,,,0
DIXON,DIXON.NS,,,,0
DJML,DJML.NS,,,,0
DKEGL,DKEGL.NS,,,,0
DLF,DLF.NS,,,,0
DLINKINDIA,DLINKINDIA.NS,,,,0
DMART,DMART.NS,,,,0
DMCC,DMCC.NS,,,,0
DNAMEDIA,DNAMEDIA.NS,,,,0
DODLA,DODLA.NS,,,,0
DOLATALGO,DOLATALGO.NS,,,,0
DOLLAR,DOLLAR.NS,,,,0
DOLLEX,DOLLEX.NS,,,,0
DOLPHIN,DOLPHIN.NS,,,,0
DOMS,DOMS.NS,,,,0
DONEAR,DONEAR.NS,,,,0
DPABHUSHAN,DPABHUSHAN.NS,,,,0
DPEL,DPEL.NS,,,,0
DPSCLTD,DPSCLTD.NS,,,,0
DPWIRES,DPWIRES.NS,,,,0
DRAGARWQ,DRAGARWQ.NS,,,,0
DRCSYSTEMS,DRCSYSTEMS.NS,,,,0
DREAMFOLKS,DREAMFOLKS.NS,,,,0
DREDGECORP,DREDGECORP.NS,,,,0
DRONE,DRONE.NS,,,,0
DRREDDY,DRREDDY.NS,,,,0
DRSDILIP,DRSDILIP.NS,,,,0
DSFCL,DSFCL.NS,,,,0
DSSL,DSSL.NS,,,,0
DTIL,DTIL.NS,,,,0
DTL,DTL.NS,,,,0
DUCOL,DUCOL.NS,,,,0
DUCON,DUCON.NS,,,,0
DUGLOBAL,DUGLOBAL.NS,,,,0
DURLAX,DURLAX.NS,,,,0
DVL,DVL.NS,,,,0
DWARKESH,DWARKESH.NS,,,,0
DYCL,DYCL.NS,,,,0
DYNAMATECH,DYNAMATECH.NS,,,,0
DYNAMIC,DYNAMIC.NS,,,,0
DYNPRO,DYNPRO.NS,,,,0
E2E,E2E.NS,,,,0
EASEMYTRIP,EASEMYTRIP.NS,,,,0
EASTSILK,EASTSILK.NS,,,,0
EBGNG,EBGNG.NS,,,,0
ECAPINSURE,ECAPINSURE.NS,,,,0
ECLERX,ECLERX.NS,,,,0
ECOSMOBLTY,ECOSMOBLTY.NS,,,,0
EDELWEISS,EDELWEISS.NS,,,,0
EFACTOR,EFACTOR.NS,,,,0
EFCIL,EFCIL.NS,,,,0
EFFWA,EFFWA.NS,,,,0
EFORCE,EFORCE.NS,,,,0
EICHERMOT,EICHERMOT.NS,,,,0
EIDPARRY,EIDPARRY.NS,,,,0
EIEL,EIEL.NS,,,,0
EIFFL,EIFFL.NS,,,,0
EIHAHOTELS,EIHAHOTELS.NS,,,,0
EIHOTEL,EIHOTEL.NS,,,,0
EIMCOELECO,EIMCOELECO.NS,,,,0
EKC,EKC.NS,,,,0
ELANTAS,ELANTAS.NS,,,,0
ELCIDIN,ELCIDIN.NS,,,,0
ELDEHSG,ELDEHSG.NS,,,,0
ELECON,ELECON.NS,,,,0
ELECTCAST,ELECTCAST.NS,,,,0
ELECTHERM,ELECTHERM.NS,,,,0
ELGIEQUIP,ELGIEQUIP.NS,,,,0
ELGIRUBCO,ELGIRUBCO.NS,,,,0
ELIN,ELIN.NS,,,,0
ELITECON,ELITECON.NS,,,,0
ELLEN,ELLEN.NS,,,,0
ELM250,ELM250.NS,,,,0
ELPROINTL,ELPROINTL.NS,,,,0
EMAMILTD,EMAMILTD.NS,,,,0
EMAMIPAP,EMAMIPAP.NS,,,,0
EMAMIREAL,EMAMIREAL.NS,,,,0
EMBASSY,EMBASSY.NS,,,,0
EMBDL,EMBDL.NS,,,,0
EMCURE,EMCURE.NS,,,,0
EMIL,EMIL.NS,,,,0
EMKAY,EMKAY.NS,,,,0
EMKAYTOOLS,EMKAYTOOLS.NS,,,,0
EMMBI,EMMBI.NS,,,,0
EMMIL,EMMIL.NS,,,,0
EMMVEE,EMMVEE.NS,,,,0
EMPOWER,EMPOWER.NS,,,,0
EMSLIMITED,EMSLIMITED.NS,,,,0
EMUDHRA,EMUDHRA.NS,,,,0
EMULTIMQ,EMULTIMQ.NS,,,,0
ENDURANCE,ENDURANCE.NS,,,,0
ENERGYDEV,ENERGYDEV.NS,,,,0
ENFUSE,ENFUSE.NS,,,,0
ENGINERSIN,ENGINERSIN.NS,,,,0
ENIL,ENIL.NS,,,,0
ENRIN,ENRIN.NS,,,,0
ENSER,ENSER.NS,,,,0
ENTERO,ENTERO.NS,,,,0
EPACK,EPACK.NS,,,,0
EPACKPEB,EPACKPEB.NS,,,,0
EPIGRAL,EPIGRAL.NS,,,,0
EPL,EPL.NS,,,,0
EQUIPPP,EQUIPPP.NS,,,,0
EQUITASBNK,EQUITASBNK.NS,,,,0
ERIS,ERIS.NS,,,,0
ESABINDIA,ESABINDIA.NS,,,,0
ESAFSFB,ESAFSFB.NS,,,,0
ESCONET,ESCONET.NS,,,,0
ESCORTS,ESCORTS.NS,,,,0
ESFL,ESFL.NS,,,,0
ESG,ESG.NS,,,,0
ESSARSHPNG,ESSARSHPNG.NS,,,,0
ESSENTIA,ESSENTIA.NS,,,,0
ESTER,ESTER.NS,,,,0
ETERNAL,ETERNAL.NS,,,,0
ETHOSLTD,ETHOSLTD.NS,,,,0
EUREKAFORB,EUREKAFORB.NS,,,,0
EUROPRATIK,EUROPRATIK.NS,,,,0
EUROTEXIND,EUROTEXIND.NS,,,,0
EVEREADY,EVEREADY.NS,,,,0
EVERESTIND,EVERESTIND.NS,,,,0
EVINDIA,EVINDIA.NS,,,,0
EXCELINDUS,EXCELINDUS.NS,,,,0
EXCELSOFT,EXCELSOFT.NS,,,,0
EXICOM,EXICOM.NS,,,,0
EXIDEIND,EXIDEIND.NS,,,,0
EXPLEOSOL,EXPLEOSOL.NS,,,,0
EXXARO,EXXARO.NS,,,,0
FABTECH,FABTECH.NS,,,,0
FACT,FACT.NS,,,,0
FAIRCHEMOR,FAIRCHEMOR.NS,,,,0
FALCONTECH,FALCONTECH.NS,,,,0
FAZE3Q,FAZE3Q.NS,,,,0
FCL,FCL.NS,,,,0
FCSSOFT,FCSSOFT.NS,,,,0
FDC,FDC.NS,,,,0
FEDDERSHOL,FEDDERSHOL.NS,,,,0
FEDERALBNK,FEDERALBNK.NS,,,,0
FEDFINA,FEDFINA.NS,,,,0
FEL,FEL.NS,,,,0
FELDVR,FELDVR.NS,,,,0
FELIX,FELIX.NS,,,,0
FERMENTA,FERMENTA.NS,,,,0
FIBERWEB,FIBERWEB.NS,,,,0
FIDEL,FIDEL.NS,,,,0
FIEMIND,FIEMIND.NS,,,,0
FILATEX,FILATEX.NS,,,,0
FILATFASH,FILATFASH.NS,,,,0
FINCABLES,FINCABLES.NS,,,,0
FINEORG,FINEORG.NS,,,,0
FINKURVE,FINKURVE.NS,,,,0
FINOPB,FINOPB.NS,,,,0
FINPIPE,FINPIPE.NS,,,,0
FIRSTCRY,FIRSTCRY.NS,,,,0
FISCHER,FISCHER.NS,,,,0
FIVESTAR,FIVESTAR.NS,,,,0
FLAIR,FLAIR.NS,,,,0
FLEXITUFF,FLEXITUFF.NS,,,,0
FLFL,FLFL.NS,,,,0
FLUOROCHEM,FLUOROCHEM.NS,,,,0
FMGOETZE,FMGOETZE.NS,,,,0
FMNL,FMNL.NS,,,,0
FOCUS,FOCUS.NS,,,,0
FONEBOX,FONEBOX.NS,,,,0
FOODSIN,FOODSIN.NS,,,,0
FORCEMOT,FORCEMOT.NS,,,,0
FORTIS,FORTIS.NS,,,,0
FOSECOIND,FOSECOIND.NS,,,,0
FRACTAL,FRACTAL.NS,,,,0
FROG,FROG.NS,,,,0
FRONTSP,FRONTSP.NS,,,,0
FSL,FSL.NS,,,,0
FUSION,FUSION.NS,,,,0
GABRIEL,GABRIEL.NS,,,,0
GAEL,GAEL.NS,,,,0
GAIL,GAIL.NS,,,,0
GALAPREC,GALAPREC.NS,,,,0
GALAXYSURF,GALAXYSURF.NS,,,,0
GALLANTT,GALLANTT.NS,,,,0
GANDHAR,GANDHAR.NS,,,,0
GANDHITUBE,GANDHITUBE.NS,,,,0
GANECOS,GANECOS.NS,,,,0
GANESHBE,GANESHBE.NS,,,,0
GANESHCP,GANESHCP.NS,,,,0
GANESHHOU,GANESHHOU.NS,,,,0
GANGAFORGE,GANGAFORGE.NS,,,,0
GANGESSECU,GANGESSECU.NS,,,,0
GARFIBRES,GARFIBRES.NS,,,,0
GARUDA,GARUDA.NS,,,,0
GATECH,GATECH.NS,,,,0
GATECHDVR,GATECHDVR.NS,,,,0
GATEWAY,GATEWAY.NS,,,,0
GAUDIUMIVF,GAUDIUMIVF.NS,,,,0
GAYAHWS,GAYAHWS.NS,,,,0
GAYAPROJ,GAYAPROJ.NS,,,,0
GCSL,GCSL.NS,,,,0
GEECEE,GEECEE.NS,,,,0
GEEKAYWIRE,GEEKAYWIRE.NS,,,,0
GEMAROMA,GEMAROMA.NS,,,,0
GENCON,GENCON.NS,,,,0
GENESYS,GENESYS.NS,,,,0
GENUSPAPER,GENUSPAPER.NS,,,,0
GENUSPOWER,GENUSPOWER.NS,,,,0
GEOJITFSL,GEOJITFSL.NS,,,,0
GESHIP,GESHIP.NS,,,,0
GFLLIMITED,GFLLIMITED.NS,,,,0
GGBL,GGBL.NS,,,,0
GHCL,GHCL.NS,,,,0
GHCLTEXTIL,GHCLTEXTIL.NS,,,,0
GICHSGFIN,GICHSGFIN.NS,,,,0
GICL,GICL.NS,,,,0
GICRE,GICRE.NS,,,,0
GILLANDERS,GILLANDERS.NS,,,,0
GILLETTE,GILLETTE.NS,,,,0
GINNIFILA,GINNIFILA.NS,,,,0
GIPCL,GIPCL.NS,,,,0
GIRIRAJ,GIRIRAJ.NS,,,,0
GKENERGY,GKENERGY.NS,,,,0
GKSL,GKSL.NS,,,,0
GKWLIMITED,GKWLIMITED.NS,,,,0
GLAND,GLAND.NS,,,,0
GLAXO,GLAXO.NS,,,,0
GLENMARK,GLENMARK.NS,,,,0
GLFL,GLFL.NS,,,,0
GLOBAL,GLOBAL.NS,,,,0
GLOBALE,GLOBALE.NS,,,,0
GLOBALPET,GLOBALPET.NS,,,,0
GLOBALVECT,GLOBALVECT.NS,,,,0
GLOBE,GLOBE.NS,,,,0
GLOBECIVIL,GLOBECIVIL.NS,,,,0
GLOBUSSPR,GLOBUSSPR.NS,,,,0
GLOSTERLTD,GLOSTERLTD.NS,,,,0
GLOTTIS,GLOTTIS.NS,,,,0
GMBREW,GMBREW.NS,,,,0
GMDCLTD,GMDCLTD.NS,,,,0
GMMPFAUDLR,GMMPFAUDLR.NS,,,,0
GMRAIRPORT,GMRAIRPORT.NS,,,,0
GMRP&UI,GMRP&UI.NS,,,,0
GNA,GNA.NS,,,,0
GNFC,GNFC.NS,,,,0
GNRL,GNRL.NS,,,,0
GOACARBON,GOACARBON.NS,,,,0
GOCLCORP,GOCLCORP.NS,,,,0
GOCOLORS,GOCOLORS.NS,,,,0
GODAVARIB,GODAVARIB.NS,,,,0
GODFRYPHLP,GODFRYPHLP.NS,,,,0
GODIGIT,GODIGIT.NS,,,,0
GODREJAGRO,GODREJAGRO.NS,,,,0
GODREJCP,GODREJCP.NS,,,,0
GODREJIND,GODREJIND.NS,,,,0
GODREJPROP,GODREJPROP.NS,,,,0
GOKEX,GOKEX.NS,,,,0
GOKUL,GOKUL.NS,,,,0
GOKULAGRO,GOKULAGRO.NS,,,,0
GOODLUCK,GOODLUCK.NS,,,,0
GOODYEAR,GOODYEAR.NS,,,,0
GOPAL,GOPAL.NS,,,,0
GOYALALUM,GOYALALUM.NS,,,,0
GOYALSALT,GOYALSALT.NS,,,,0
GPECO,GPECO.NS,,,,0
GPIL,GPIL.NS,,,,0
GPPL,GPPL.NS,,,,0
GPTHEALTH,GPTHEALTH.NS,,,,0
GPTINFRA,GPTINFRA.NS,,,,0
GRADIENTE,GRADIENTE.NS,,,,0
GRANDOAK,GRANDOAK.NS,,,,0
GRANULES,GRANULES.NS,,,,0
GRAPHISAD,GRAPHISAD.NS,,,,0
GRAPHITE,GRAPHITE.NS,,,,0
GRASIM,GRASIM.NS,,,,0
GRAUWEIL,GRAUWEIL.NS,,,,0
GRAVISSHO,GRAVISSHO.NS,,,,0
GRAVITA,GRAVITA.NS,,,,0
GRCL,GRCL.NS,,,,0
GREAVESCOT,GREAVESCOT.NS,,,,0
GREENCHEF,GREENCHEF.NS,,,,0
GREENLAM,GREENLAM.NS,,,,0
GREENPANEL,GREENPANEL.NS,,,,0
GREENPLY,GREENPLY.NS,,,,0
GREENPOWER,GREENPOWER.NS,,,,0
GRETEX,GRETEX.NS,,,,0
GRINDWELL,GRINDWELL.NS,,,,0
GRINFRA,GRINFRA.NS,,,,0
GRMOVER,GRMOVER.NS,,,,0
GROBTEA,GROBTEA.NS,,,,0
GRPLTD,GRPLTD.NS,,,,0
GRSE,GRSE.NS,,,,0
GRWRHITECH,GRWRHITECH.NS,,,,0
GSFC,GSFC.NS,,,,0
GSLSU,GSLSU.NS,,,,0
GSMFOILS,GSMFOILS.NS,,,,0
GSPCROP,GSPCROP.NS,,,,0
GSS,GSS.NS,,,,0
GSTL,GSTL.NS,,,,0
GTECJAINX,GTECJAINX.NS,,,,0
GTL,GTL.NS,,,,0
GTLINFRA,GTLINFRA.NS,,,,0
GTPL,GTPL.NS,,,,0
GUFICBIO,GUFICBIO.NS,,,,0
GUJALKALI,GUJALKALI.NS,,,,0
GUJAPOLLO,GUJAPOLLO.NS,,,,0
GUJGASLTD,GUJGASLTD.NS,,,,0
GUJRAFFIA,GUJRAFFIA.NS,,,,0
GUJTHEM,GUJTHEM.NS,,,,0
GULFOILLUB,GULFOILLUB.NS,,,,0
GULFPETRO,GULFPETRO.NS,,,,0
GULPOLY,GULPOLY.NS,,,,0
GVKPIL,GVKPIL.NS,,,,0
GVPIL,GVPIL.NS,,,,0
GVPTECH,GVPTECH.NS,,,,0
GVT&D,GVT&D.NS,,,,0
HAL,HAL.NS,,,,0
HALDER,HALDER.NS,,,,0
HALDYNGL,HALDYNGL.NS,,,,0
HALEOSLABS,HALEOSLABS.NS,,,,0
HAPPSTMNDS,HAPPSTMNDS.NS,,,,0
HAPPYFORGE,HAPPYFORGE.NS,,,,0
HARDWYN,HARDWYN.NS,,,,0
HARIOMPIPE,HARIOMPIPE.NS,,,,0
HARRMALAYA,HARRMALAYA.NS,,,,0
HARSHA,HARSHA.NS,,,,0
HATHWAY,HATHWAY.NS,,,,0
HATSUN,HATSUN.NS,,,,0
HAVELLS,HAVELLS.NS,,,,0
HAVISHA,HAVISHA.NS,,,,0
HAWKINCOOK,HAWKINCOOK.NS,,,,0
HBESD,HBESD.NS,,,,0
HBLENGINE,HBLENGINE.NS,,,,0
HBSL,HBSL.NS,,,,0
HCC,HCC.NS,,,,0
HCG,HCG.NS,,,,0
HCL-INSYS,HCL-INSYS.NS,,,,0
HCLTECH,HCLTECH.NS,,,,0
HDBFS,HDBFS.NS,,,,0
HDFCAMC,HDFCAMC.NS,,,,0
HDFCBANK,HDFCBANK.NS,,,,0
HDFCLIFE,HDFCLIFE.NS,,,,0
HDIL,HDIL.NS,,,,0
HEADSUP,HEADSUP.NS,,,,0
HECPROJECT,HECPROJECT.NS,,,,0
HEG,HEG.NS,,,,0
HEIDELBERG,HEIDELBERG.NS,,,,0
HEMIPROP,HEMIPROP.NS,,,,0
HERANBA,HERANBA.NS,,,,0
HERITGFOOD,HERITGFOOD.NS,,,,0
HEROMOTOCO,HEROMOTOCO.NS,,,,0
HESTERBIO,HESTERBIO.NS,,,,0
HEXATRADEX,HEXATRADEX.NS,,,,0
HEXT,HEXT.NS,,,,0
HFCL,HFCL.NS,,,,0
HGINFRA,HGINFRA.NS,,,,0
HGM,HGM.NS,,,,0
HGS,HGS.NS,,,,0
HIGREEN,HIGREEN.NS,,,,0
HIKAL,HIKAL.NS,,,,0
HILINFRA,HILINFRA.NS,,,,0
HILTON,HILTON.NS,,,,0
HIMATSEIDE,HIMATSEIDE.NS,,,,0
HINDALCO,HINDALCO.NS,,,,0
HINDCOMPOS,HINDCOMPOS.NS,,,,0
HINDCON,HINDCON.NS,,,,0
HINDCOPPER,HINDCOPPER.NS,,,,0
HINDOILEXP,HINDOILEXP.NS,,,,0
HINDPETRO,HINDPETRO.NS,,,,0
HINDUNILVR,HINDUNILVR.NS,,,,0
HINDWAREAP,HINDWAREAP.NS,,,,0
HINDZINC,HINDZINC.NS,,,,0
HIRECT,HIRECT.NS,,,,0
HISARMETAL,HISARMETAL.NS,,,,0
HITECH,HITECH.NS,,,,0
HITECHCORP,HITECHCORP.NS,,,,0
HITECHGEAR,HITECHGEAR.NS,,,,0
HLEGLAS,HLEGLAS.NS,,,,0
HLVLTD,HLVLTD.NS,,,,0
HMAAGRO,HMAAGRO.NS,,,,0
HMT,HMT.NS,,,,0
HMVL,HMVL.NS,,,,0
HNDFDS,HNDFDS.NS,,,,0
HOACFOODS,HOACFOODS.NS,,,,0
HOLMARC,HOLMARC.NS,,,,0
HOMEFIRST,HOMEFIRST.NS,,,,0
HOMESFY,HOMESFY.NS,,,,0
HONASA,HONASA.NS,,,,0
HONAUT,HONAUT.NS,,,,0
HPAL,HPAL.NS,,,,0
HPIL,HPIL.NS,,,,0
HPL,HPL.NS,,,,0
HRHNEXT,HRHNEXT.NS,,,,0
HSCL,HSCL.NS,,,,0
HTMEDIA,HTMEDIA.NS,,,,0
HUBTOWN,HUBTOWN.NS,,,,0
HUDCO,HUDCO.NS,,,,0
HUHTAMAKI,HUHTAMAKI.NS,,,,0
HYBRIDFIN,HYBRIDFIN.NS,,,,0
HYUNDAI,HYUNDAI.NS,,,,0
IBLFL,IBLFL.NS,,,,0
IBULLSLTD,IBULLSLTD.NS,,,,0
ICDSLTD,ICDSLTD.NS,,,,0
ICEMAKE,ICEMAKE.NS,,,,0
ICICIAMC,ICICIAMC.NS,,,,0
ICICIBANK,ICICIBANK.NS,,,,0
ICICIGI,ICICIGI.NS,,,,0
ICICIPRULI,ICICIPRULI.NS,,,,0
ICIL,ICIL.NS,,,,0
ICRA,ICRA.NS,,,,0
IDBI,IDBI.NS,,,,0
IDEA,IDEA.NS,,,,0
IDEAFORGE,IDEAFORGE.NS,,,,0
IDFCFIRSTB,IDFCFIRSTB.NS,,,,0
IEML,IEML.NS,,,,0
IEX,IEX.NS,,,,0
IFBAGRO,IFBAGRO.NS,,,,0
IFBIND,IFBIND.NS,,,,0
IFCI,IFCI.NS,,,,0
IFGLEXPOR,IFGLEXPOR.NS,,,,0
IGARASHI,IGARASHI.NS,,,,0
IGCL,IGCL.NS,,,,0
IGIL,IGIL.NS,,,,0
IGL,IGL.NS,,,,0
IGPL,IGPL.NS,,,,0
IIFL,IIFL.NS,,,,0
IIFLCAPS,IIFLCAPS.NS,,,,0
IITL,IITL.NS,,,,0
IKIO,IKIO.NS,,,,0
IKS,IKS.NS,,,,0
IL&FSENGG,IL&FSENGG.NS,,,,0
IL&FSTRANS,IL&FSTRANS.NS,,,,0
IMAGICAA,IMAGICAA.NS,,,,0
IMFA,IMFA.NS,,,,0
IMPAL,IMPAL.NS,,,,0
IMPEXFERRO,IMPEXFERRO.NS,,,,0
INA,INA.NS,,,,0
INCREDIBLE,INCREDIBLE.NS,,,,0
INDBANK,INDBANK.NS,,,,0
INDGN,INDGN.NS,,,,0
INDHOTEL,INDHOTEL.NS,,,,0
INDIACEM,INDIACEM.NS,,,,0
INDIAGLYCO,INDIAGLYCO.NS,,,,0
INDIAMART,INDIAMART.NS,,,,0
INDIANB,INDIANB.NS,,,,0
INDIANCARD,INDIANCARD.NS,,,,0
INDIANHUME,INDIANHUME.NS,,,,0
INDIASHLTR,INDIASHLTR.NS,,,,0
INDIFRA,INDIFRA.NS,,,,0
INDIGO,INDIGO.NS,,,,0
INDIGOPNTS,INDIGOPNTS.NS,,,,0
INDIGRID,INDIGRID.NS,,,,0
INDIQUBE,INDIQUBE.NS,,,,0
INDNIPPON,INDNIPPON.NS,,,,0
INDOAMIN,INDOAMIN.NS,,,,0
INDOBORAX,INDOBORAX.NS,,,,0
INDOCO,INDOCO.NS,,,,0
INDOFARM,INDOFARM.NS,,,,0
INDORAMA,INDORAMA.NS,,,,0
INDOSTAR,INDOSTAR.NS,,,,0
INDOTECH,INDOTECH.NS,,,,0
INDOTHAI,INDOTHAI.NS,,,,0
INDOUS,INDOUS.NS,,,,0
INDOWIND,INDOWIND.NS,,,,0
INDPRUD,INDPRUD.NS,,,,0
INDRAMEDCO,INDRAMEDCO.NS,,,,0
INDSWFTLAB,INDSWFTLAB.NS,,,,0
INDTERRAIN,INDTERRAIN.NS,,,,0
INDUSINDBK,INDUSINDBK.NS,,,,0
INDUSTOWER,INDUSTOWER.NS,,,,0
INFINIUM,INFINIUM.NS,,,,0
INFOBEAN,INFOBEAN.NS,,,,0
INFOLLION,INFOLLION.NS,,,,0
INFOMEDIA,INFOMEDIA.NS,,,,0
INFY,INFY.NS,,,,0
INGERRAND,INGERRAND.NS,,,,0
INM,INM.NS,,,,0
INNOVACAP,INNOVACAP.NS,,,,0
INNOVANA,INNOVANA.NS,,,,0
INNOVISION,INNOVISION.NS,,,,0
INOXGREEN,INOXGREEN.NS,,,,0
INOXINDIA,INOXINDIA.NS,,,,0
INOXWIND,INOXWIND.NS,,,,0
INSECTICID,INSECTICID.NS,,,,0
INSPIRE,INSPIRE.NS,,,,0
INSPIRISYS,INSPIRISYS.NS,,,,0
INTELLECT,INTELLECT.NS,,,,0
INTENTECH,INTENTECH.NS,,,,0
INTERARCH,INTERARCH.NS,,,,0
INTERNET,INTERNET.NS,,,,0
INTLCONV,INTLCONV.NS,,,,0
INVENTURE,INVENTURE.NS,,,,0
INVPRECQ,INVPRECQ.NS,,,,0
IOB,IOB.NS,,,,0
IOC,IOC.NS,,,,0
IOLCP,IOLCP.NS,,,,0
IONEXCHANG,IONEXCHANG.NS,,,,0
IPCALAB,IPCALAB.NS,,,,0
IPL,IPL.NS,,,,0
IPSL,IPSL.NS,,,,0
IRB,IRB.NS,,,,0
IRBINVIT,IRBINVIT.NS,,,,0
IRCON,IRCON.NS,,,,0
IRCTC,IRCTC.NS,,,,0
IREDA,IREDA.NS,,,,0
IRFC,IRFC.NS,,,,0
IRIS,IRIS.NS,,,,0
IRISDOREME,IRISDOREME.NS,,,,0
IRMENERGY,IRMENERGY.NS,,,,0
ISFT,ISFT.NS,,,,0
ISGEC,ISGEC.NS,,,,0
ISHAN,ISHAN.NS,,,,0
ISHANCH,ISHANCH.NS,,,,0
IT,IT.NS,,,,0
ITALIANE,ITALIANE.NS,,,,0
ITC,ITC.NS,,,,0
ITCHOTELS,ITCHOTELS.NS,,,,0
ITDC,ITDC.NS,,,,0
ITI,ITI.NS,,,,0
IVC,IVC.NS,,,,0
IVP,IVP.NS,,,,0
IWP,IWP.NS,,,,0
IXIGO,IXIGO.NS,,,,0
IZMO,IZMO.NS,,,,0
J&KBANK,J&KBANK.NS,,,,0
JAGRAN,JAGRAN.NS,,,,0
JAGSNPHARM,JAGSNPHARM.NS,,,,0
JAIBALAJI,JAIBALAJI.NS,,,,0
JAICORPLTD,JAICORPLTD.NS,,,,0
JAINAM,JAINAM.NS,,,,0
JAINREC,JAINREC.NS,,,,0
JAIPURKURT,JAIPURKURT.NS,,,,0
JAKHARIA,JAKHARIA.NS,,,,0
JALAN,JALAN.NS,,,,0
JAMNAAUTO,JAMNAAUTO.NS,,,,0
JARO,JARO.NS,,,,0
JASH,JASH.NS,,,,0
JAYAGROGN,JAYAGROGN.NS,,,,0
JAYBARMARU,JAYBARMARU.NS,,,,0
JAYKAY,JAYKAY.NS,,,,0
JAYNECOIND,JAYNECOIND.NS,,,,0
JAYSREETEA,JAYSREETEA.NS,,,,0
JBCHEPHARM,JBCHEPHARM.NS,,,,0
JBMA,JBMA.NS,,,,0
JETFREIGHT,JETFREIGHT.NS,,,,0
JETKNIT,JETKNIT.NS,,,,0
JFLLIFE,JFLLIFE.NS,,,,0
JGCHEM,JGCHEM.NS,,,,0
JHS,JHS.NS,,,,0
JINDALPHOT,JINDALPHOT.NS,,,,0
JINDALPOLY,JINDALPOLY.NS,,,,0
JINDALSAW,JINDALSAW.NS,,,,0
JINDALSTEL,JINDALSTEL.NS,,,,0
JINDRILL,JINDRILL.NS,,,,0
JINDWORLD,JINDWORLD.NS,,,,0
JIOFIN,JIOFIN.NS,,,,0
JISLDVREQS,JISLDVREQS.NS,,,,0
JISLJALEQS,JISLJALEQS.NS,,,,0
JITFINFRA,JITFINFRA.NS,,,,0
JIWANRAM,JIWANRAM.NS,,,,0
JKCEMENT,JKCEMENT.NS,,,,0
JKIL,JKIL.NS,,,,0
JKIPL,JKIPL.NS,,,,0
JKLAKSHMI,JKLAKSHMI.NS,,,,0
JKPAPER,JKPAPER.NS,,,,0
JKTYRE,JKTYRE.NS,,,,0
JLHL,JLHL.NS,,,,0
JMA,JMA.NS,,,,0
JMFINANCIL,JMFINANCIL.NS,,,,0
JNKINDIA,JNKINDIA.NS,,,,0
JOCIL,JOCIL.NS,,,,0
JPOLYINVST,JPOLYINVST.NS,,,,0
JPPOWER,JPPOWER.NS,,,,0
JSFB,JSFB.NS,,,,0
JSL,JSL.NS,,,,0
JSLL,JSLL.NS,,,,0
JSWCEMENT,JSWCEMENT.NS,,,,0
JSWDULUX,JSWDULUX.NS,,,,0
JSWENERGY,JSWENERGY.NS,,,,0
JSWHL,JSWHL.NS,,,,0
JSWINFRA,JSWINFRA.NS,,,,0
JSWSTEEL,JSWSTEEL.NS,,,,0
JTEKTINDIA,JTEKTINDIA.NS,,,,0
JTLIND,JTLIND.NS,,,,0
JUBLCPL,JUBLCPL.NS,,,,0
JUBLFOOD,JUBLFOOD.NS,,,,0
JUBLINGREA,JUBLINGREA.NS,,,,0
JUBLPHARMA,JUBLPHARMA.NS,,,,0
JUNIPER,JUNIPER.NS,,,,0
JUSTDIAL,JUSTDIAL.NS,,,,0
JWL,JWL.NS,,,,0
JYOTHYLAB,JYOTHYLAB.NS,,,,0
JYOTICNC,JYOTICNC.NS,,,,0
JYOTISTRUC,JYOTISTRUC.NS,,,,0
K2INFRA,K2INFRA.NS,,,,0
KABRAEXTRU,KABRAEXTRU.NS,,,,0
KAJARIACER,KAJARIACER.NS,,,,0
KAKATCEM,KAKATCEM.NS,,,,0
KALAMANDIR,KALAMANDIR.NS,,,,0
KALPATARU,KALPATARU.NS,,,,0
KALYANI,KALYANI.NS,,,,0
KALYANIFRG,KALYANIFRG.NS,,,,0
KALYANKJIL,KALYANKJIL.NS,,,,0
KAMAHOLD,KAMAHOLD.NS,,,,0
KAMATHOTEL,KAMATHOTEL.NS,,,,0
KAMDHENU,KAMDHENU.NS,,,,0
KAMOPAINTS,KAMOPAINTS.NS,,,,0
KANANIIND,KANANIIND.NS,,,,0
KANCHI,KANCHI.NS,,,,0
KANDARP,KANDARP.NS,,,,0
KANORICHEM,KANORICHEM.NS,,,,0
KANPRPLA,KANPRPLA.NS,,,,0
KANSAINER,KANSAINER.NS,,,,0
KAPSTON,KAPSTON.NS,,,,0
KARMAENG,KARMAENG.NS,,,,0
KARNIKA,KARNIKA.NS,,,,0
KARURVYSYA,KARURVYSYA.NS,,,,0
KAUSHALYA,KAUSHALYA.NS,,,,0
KAVDEFENCE,KAVDEFENCE.NS,,,,0
KAYA,KAYA.NS,,,,0
KAYNES,KAYNES.NS,,,,0
