Symbol,Yahoo_Symbol,Company_Name,Sector,Industry,Market_Cap
KCEIL,KCEIL.NS,,,,0
KCK,KCK.NS,,,,0
KCP,KCP.NS,,,,0
KCPSUGIND,KCPSUGIND.NS,,,,0
KDDL,KDDL.NS,,,,0
KDL,KDL.NS,,,,0
KEC,KEC.NS,,,,0
KECL,KECL.NS,,,,0
KEEPLEARN,KEEPLEARN.NS,,,,0
KEI,KEI.NS,,,,0
KEL,KEL.NS,,,,0
KELLTONTEC,KELLTONTEC.NS,,,,0
KENNAMET,KENNAMET.NS,,,,0
KERNEX,KERNEX.NS,,,,0
KESORAMIND,KESORAMIND.NS,,,,0
KEYFINSERV,KEYFINSERV.NS,,,,0
KFINTECH,KFINTECH.NS,,,,0
KHADIM,KHADIM.NS,,,,0
KHAICHEM,KHAICHEM.NS,,,,0
KHAITANLTD,KHAITANLTD.NS,,,,0
KHANDSE,KHANDSE.NS,,,,0
KHFM,KHFM.NS,,,,0
KICL,KICL.NS,,,,0
KILITCH,KILITCH.NS,,,,0
KIMS,KIMS.NS,,,,0
KINGFA,KINGFA.NS,,,,0
KIOCL,KIOCL.NS,,,,0
KIRANVYPAR,KIRANVYPAR.NS,,,,0
KIRIINDUS,KIRIINDUS.NS,,,,0
KIRLFER,KIRLFER.NS,,,,0
KIRLOSBROS,KIRLOSBROS.NS,,,,0
KIRLOSENG,KIRLOSENG.NS,,,,0
KIRLOSIND,KIRLOSIND.NS,,,,0
KIRLPNU,KIRLPNU.NS,,,,0
KISSHT,KISSHT.NS,,,,0
KITEX,KITEX.NS,,,,0
KKCL,KKCL.NS,,,,0
KKVAPOW,KKVAPOW.NS,,,,0
KLBRENG-B,KLBRENG-B.NS,,,,0
KLL,KLL.NS,,,,0
KMEW,KMEW.NS,,,,0
KMSUGAR,KMSUGAR.NS,,,,0
KNAGRI,KNAGRI.NS,,,,0
KNRCON,KNRCON.NS,,,,0
KODYTECH,KODYTECH.NS,,,,0
KOHINOOR,KOHINOOR.NS,,,,0
KOKUYOCMLN,KOKUYOCMLN.NS,,,,0
KOLTEPATIL,KOLTEPATIL.NS,,,,0
KONSTELEC,KONSTELEC.NS,,,,0
KONTOR,KONTOR.NS,,,,0
KOPRAN,KOPRAN.NS,,,,0
KORE,KORE.NS,,,,0
KOTAKBANK,KOTAKBANK.NS,,,,0
KOTARISUG,KOTARISUG.NS,,,,0
KOTHARIPET,KOTHARIPET.NS,,,,0
KOTHARIPRO,KOTHARIPRO.NS,,,,0
KOTIC,KOTIC.NS,,,,0
KOTYARK,KOTYARK.NS,,,,0
KOVAI,KOVAI.NS,,,,0
KPEL,KPEL.NS,,,,0
KPIGREEN,KPIGREEN.NS,,,,0
KPIL,KPIL.NS,,,,0
KPITTECH,KPITTECH.NS,,,,0
KPL,KPL.NS,,,,0
KPRMILL,KPRMILL.NS,,,,0
KRBL,KRBL.NS,,,,0
KREBSBIO,KREBSBIO.NS,,,,0
KRIDHANINF,KRIDHANINF.NS,,,,0
KRISHANA,KRISHANA.NS,,,,0
KRISHCA,KRISHCA.NS,,,,0
KRISHIVAL,KRISHIVAL.NS,,,,0
KRISHNADEF,KRISHNADEF.NS,,,,0
KRITI,KRITI.NS,,,,0
KRITIKA,KRITIKA.NS,,,,0
KRITINUT,KRITINUT.NS,,,,0
KRN,KRN.NS,,,,0
KRONOX,KRONOX.NS,,,,0
KROSS,KROSS.NS,,,,0
KRSNAA,KRSNAA.NS,,,,0
KRYSTAL,KRYSTAL.NS,,,,0
KSB,KSB.NS,,,,0
KSCL,KSCL.NS,,,,0
KSHINTL,KSHINTL.NS,,,,0
KSHITIJPOL,KSHITIJPOL.NS,,,,0
KSL,KSL.NS,,,,0
KSOLVES,KSOLVES.NS,,,,0
KSR,KSR.NS,,,,0
KTKBANK,KTKBANK.NS,,,,0
KUANTUM,KUANTUM.NS,,,,0
KWIL,KWIL.NS,,,,0
LAGNAM,LAGNAM.NS,,,,0
LAHOTIOV,LAHOTIOV.NS,,,,0
LAKPRE,LAKPRE.NS,,,,0
LAL,LAL.NS,,,,0
LALPATHLAB,LALPATHLAB.NS,,,,0
LAMBODHARA,LAMBODHARA.NS,,,,0
LANCORHOL,LANCORHOL.NS,,,,0
LANDMARK,LANDMARK.NS,,,,0
LANDSMILL,LANDSMILL.NS,,,,0
LAOPALA,LAOPALA.NS,,,,0
LASA,LASA.NS,,,,0
LATENTVIEW,LATENTVIEW.NS,,,,0
LATTEYS,LATTEYS.NS,,,,0
LAURUSLABS,LAURUSLABS.NS,,,,0
LAXMICOT,LAXMICOT.NS,,,,0
LAXMIDENTL,LAXMIDENTL.NS,,,,0
LAXMIINDIA,LAXMIINDIA.NS,,,,0
LCCINFOTEC,LCCINFOTEC.NS,,,,0
LEMERITE,LEMERITE.NS,,,,0
LEMONTREE,LEMONTREE.NS,,,,0
LENSKART,LENSKART.NS,,,,0
LEXUS,LEXUS.NS,,,,0
LFIC,LFIC.NS,,,,0
LGBBROSLTD,LGBBROSLTD.NS,,,,0
LGEINDIA,LGEINDIA.NS,,,,0
LGHL,LGHL.NS,,,,0
LIBAS,LIBAS.NS,,,,0
LIBERTSHOE,LIBERTSHOE.NS,,,,0
LICHSGFIN,LICHSGFIN.NS,,,,0
LICI,LICI.NS,,,,0
LICNFNHGP,LICNFNHGP.NS,,,,0
LIKHITHA,LIKHITHA.NS,,,,0
LINC,LINC.NS,,,,0
LINCOLN,LINCOLN.NS,,,,0
LINDEINDIA,LINDEINDIA.NS,,,,0
LLOYDS,LLOYDS.NS,,,,0
LLOYDSENGG,LLOYDSENGG.NS,,,,0
LLOYDSENT,LLOYDSENT.NS,,,,0
LLOYDSME,LLOYDSME.NS,,,,0
LMW,LMW.NS,,,,0
LODHA,LODHA.NS,,,,0
LOKESHMACH,LOKESHMACH.NS,,,,0
LORDSCHLO,LORDSCHLO.NS,,,,0
LOTUSDEV,LOTUSDEV.NS,,,,0
LOTUSEYE,LOTUSEYE.NS,,,,0
LOVABLE,LOVABLE.NS,,,,0
LOYALTEX,LOYALTEX.NS,,,,0
LPDC,LPDC.NS,,,,0
LRRPL,LRRPL.NS,,,,0
LT,LT.NS,,,,0
LTF,LTF.NS,,,,0
LTFOODS,LTFOODS.NS,,,,0
LTM,LTM.NS,,,,0
LTTS,LTTS.NS,,,,0
LUMAXIND,LUMAXIND.NS,,,,0
LUMAXTECH,LUMAXTECH.NS,,,,0
LUPIN,LUPIN.NS,,,,0
LUXIND,LUXIND.NS,,,,0
LXCHEM,LXCHEM.NS,,,,0
LYKALABS,LYKALABS.NS,,,,0
LYPSAGEMS,LYPSAGEMS.NS,,,,0
M&M,M&M.NS,,,,0
M&MFIN,M&MFIN.NS,,,,0
MAANALU,MAANALU.NS,,,,0
MACPOWER,MACPOWER.NS,,,,0
MADHAV,MADHAV.NS,,,,0
MADHAVBAUG,MADHAVBAUG.NS,,,,0
MADHAVIPL,MADHAVIPL.NS,,,,0
MADHUCON,MADHUCON.NS,,,,0
MADHUSUDAN,MADHUSUDAN.NS,,,,0
MADRASFERT,MADRASFERT.NS,,,,0
MAFANG,MAFANG.NS,,,,0
MAFATIND,MAFATIND.NS,,,,0
MAGADSUGAR,MAGADSUGAR.NS,,,,0
MAGNUM,MAGNUM.NS,,,,0
MAGSON,MAGSON.NS,,,,0
MAHABANK,MAHABANK.NS,,,,0
MAHAPEXLTD,MAHAPEXLTD.NS,,,,0
MAHASTEEL,MAHASTEEL.NS,,,,0
MAHEPC,MAHEPC.NS,,,,0
MAHESHWARI,MAHESHWARI.NS,,,,0
MAHICKRA,MAHICKRA.NS,,,,0
MAHKTECH,MAHKTECH.NS,,,,0
MAHLIFE,MAHLIFE.NS,,,,0
MAHLOG,MAHLOG.NS,,,,0
MAHSCOOTER,MAHSCOOTER.NS,,,,0
MAHSEAMLES,MAHSEAMLES.NS,,,,0
MAITHANALL,MAITHANALL.NS,,,,0
MAITREYA,MAITREYA.NS,,,,0
MAJESAUT,MAJESAUT.NS,,,,0
MAKEINDIA,MAKEINDIA.NS,,,,0
MAKS,MAKS.NS,,,,0
MAL,MAL.NS,,,,0
MALLCOM,MALLCOM.NS,,,,0
MALUPAPER,MALUPAPER.NS,,,,0
MAMATA,MAMATA.NS,,,,0
MANAKALUCO,MANAKALUCO.NS,,,,0
MANAKCOAT,MANAKCOAT.NS,,,,0
MANAKSIA,MANAKSIA.NS,,,,0
MANAKSTEEL,MANAKSTEEL.NS,,,,0
MANALIPETC,MANALIPETC.NS,,,,0
MANAPPURAM,MANAPPURAM.NS,,,,0
MANAV,MANAV.NS,,,,0
MANBA,MANBA.NS,,,,0
MANCREDIT,MANCREDIT.NS,,,,0
MANDEEP,MANDEEP.NS,,,,0
MANGALAM,MANGALAM.NS,,,,0
MANGLMCEM,MANGLMCEM.NS,,,,0
MANINDS,MANINDS.NS,,,,0
MANINFRA,MANINFRA.NS,,,,0
MANKIND,MANKIND.NS,,,,0
MANOMAY,MANOMAY.NS,,,,0
MANORAMA,MANORAMA.NS,,,,0
MANORG,MANORG.NS,,,,0
MANUGRAPH,MANUGRAPH.NS,,,,0
MANYAVAR,MANYAVAR.NS,,,,0
MAPMYINDIA,MAPMYINDIA.NS,,,,0
MARALOVER,MARALOVER.NS,,,,0
MARATHON,MARATHON.NS,,,,0
MARC,MARC.NS,,,,0
MARCO,MARCO.NS,,,,0
MARICO,MARICO.NS,,,,0
MARINE,MARINE.NS,,,,0
MARINETRAN,MARINETRAN.NS,,,,0
MARKOLINES,MARKOLINES.NS,,,,0
MARKSANS,MARKSANS.NS,,,,0
MARSONS,MARSONS.NS,,,,0
MARUTI,MARUTI.NS,,,,0
MASFIN,MASFIN.NS,,,,0
MASKINVEST,MASKINVEST.NS,,,,0
MASON,MASON.NS,,,,0
MASTEK,MASTEK.NS,,,,0
MASTER,MASTER.NS,,,,0
MASTERTR,MASTERTR.NS,,,,0
MATRIMONY,MATRIMONY.NS,,,,0
MAWANASUG,MAWANASUG.NS,,,,0
MAXESTATES,MAXESTATES.NS,,,,0
MAXHEALTH,MAXHEALTH.NS,,,,0
MAXIND,MAXIND.NS,,,,0
MAXPOSURE,MAXPOSURE.NS,,,,0
MAYURUNIQ,MAYURUNIQ.NS,,,,0
MAZDA,MAZDA.NS,,,,0
MAZDOCK,MAZDOCK.NS,,,,0
MBAPL,MBAPL.NS,,,,0
MBEL,MBEL.NS,,,,0
MBLINFRA,MBLINFRA.NS,,,,0
MCCHRLS-B,MCCHRLS-B.NS,,,,0
MCL,MCL.NS,,,,0
MCLEODRUSS,MCLEODRUSS.NS,,,,0
MCLOUD,MCLOUD.NS,,,,0
MCON,MCON.NS,,,,0
MCX,MCX.NS,,,,0
MDL,MDL.NS,,,,0
MEDANTA,MEDANTA.NS,,,,0
MEDIASSIST,MEDIASSIST.NS,,,,0
MEDICAMEQ,MEDICAMEQ.NS,,,,0
MEDICO,MEDICO.NS,,,,0
MEDIORG,MEDIORG.NS,,,,0
MEDPLUS,MEDPLUS.NS,,,,0
MEESHO,MEESHO.NS,,,,0
MEGAFLEX,MEGAFLEX.NS,,,,0
MEGASTAR,MEGASTAR.NS,,,,0
MEGATHERM,MEGATHERM.NS,,,,0
MEIL,MEIL.NS,,,,0
MENNPIS,MENNPIS.NS,,,,0
MENONBE,MENONBE.NS,,,,0
MEP,MEP.NS,,,,0
MERCANTILE,MERCANTILE.NS,,,,0
METROBRAND,METROBRAND.NS,,,,0
METROGLOBL,METROGLOBL.NS,,,,0
METROPOLIS,METROPOLIS.NS,,,,0
MFML,MFML.NS,,,,0
MFSL,MFSL.NS,,,,0
MGEL,MGEL.NS,,,,0
MGL,MGL.NS,,,,0
MHHL,MHHL.NS,,,,0
MHLXMIRU,MHLXMIRU.NS,,,,0
MHRIL,MHRIL.NS,,,,0
MICEL,MICEL.NS,,,,0
MICROPRO,MICROPRO.NS,,,,0
MIDHANI,MIDHANI.NS,,,,0
MIDWESTLTD,MIDWESTLTD.NS,,,,0
MILTON,MILTON.NS,,,,0
MINDACORP,MINDACORP.NS,,,,0
MINDPOOL,MINDPOOL.NS,,,,0
MINDSPACE,MINDSPACE.NS,,,,0
MINDTECK,MINDTECK.NS,,,,0
MIRCELECTR,MIRCELECTR.NS,,,,0
MIRZAINT,MIRZAINT.NS,,,,0
MITCON,MITCON.NS,,,,0
MITTAL,MITTAL.NS,,,,0
MKPL,MKPL.NS,,,,0
MMFL,MMFL.NS,,,,0
MMP,MMP.NS,,,,0
MMTC,MMTC.NS,,,,0
MMWL,MMWL.NS,,,,0
MNC,MNC.NS,,,,0
MOBIKWIK,MOBIKWIK.NS,,,,0
MOCAPITAL,MOCAPITAL.NS,,,,0
MODEFENCE,MODEFENCE.NS,,,,0
MODINATUR,MODINATUR.NS,,,,0
MODIRUBBER,MODIRUBBER.NS,,,,0
MODIS,MODIS.NS,,,,0
MODISONLTD,MODISONLTD.NS,,,,0
MODTHREAD,MODTHREAD.NS,,,,0
MOHITIND,MOHITIND.NS,,,,0
MOIL,MOIL.NS,,,,0
MOIPO,MOIPO.NS,,,,0
MOKSH,MOKSH.NS,,,,0
MOL,MOL.NS,,,,0
MOLDTECH,MOLDTECH.NS,,,,0
MOLDTKPAC,MOLDTKPAC.NS,,,,0
MONARCH,MONARCH.NS,,,,0
MONEYBOXX,MONEYBOXX.NS,,,,0
MONOPHARMA,MONOPHARMA.NS,,,,0
MONTECARLO,MONTECARLO.NS,,,,0
MOREALTY,MOREALTY.NS,,,,0
MOREPENLAB,MOREPENLAB.NS,,,,0
MOS,MOS.NS,,,,0
MOSCHIP,MOSCHIP.NS,,,,0
MOSERVICE,MOSERVICE.NS,,,,0
MOTHERSON,MOTHERSON.NS,,,,0
MOTILALOFS,MOTILALOFS.NS,,,,0
MOTISONS,MOTISONS.NS,,,,0
MOTOGENFIN,MOTOGENFIN.NS,,,,0
MOTOUR,MOTOUR.NS,,,,0
MOXSH,MOXSH.NS,,,,0
MPHASIS,MPHASIS.NS,,,,0
MPSLTD,MPSLTD.NS,,,,0
MPTODAY,MPTODAY.NS,,,,0
MRF,MRF.NS,,,,0
MRPL,MRPL.NS,,,,0
MSCIINDIA,MSCIINDIA.NS,,,,0
MSPL,MSPL.NS,,,,0
MSTCLTD,MSTCLTD.NS,,,,0
MSUMI,MSUMI.NS,,,,0
MTARTECH,MTARTECH.NS,,,,0
MTEDUCARE,MTEDUCARE.NS,,,,0
MTNL,MTNL.NS,,,,0
MUFIN,MUFIN.NS,,,,0
MUFTI,MUFTI.NS,,,,0
MUKANDLTD,MUKANDLTD.NS,,,,0
MUKKA,MUKKA.NS,,,,0
MUKTAARTS,MUKTAARTS.NS,,,,0
MUNJALAU,MUNJALAU.NS,,,,0
MUNJALSHOW,MUNJALSHOW.NS,,,,0
MURUDCERA,MURUDCERA.NS,,,,0
MUTHOOTCAP,MUTHOOTCAP.NS,,,,0
MUTHOOTFIN,MUTHOOTFIN.NS,,,,0
MUTHOOTMF,MUTHOOTMF.NS,,,,0
MVGJL,MVGJL.NS,,,,0
MVKAGRO,MVKAGRO.NS,,,,0
MWL,MWL.NS,,,,0
NACLIND,NACLIND.NS,,,,0
NAGAFERT,NAGAFERT.NS,,,,0
NAGREEKCAP,NAGREEKCAP.NS,,,,0
NAGREEKEXP,NAGREEKEXP.NS,,,,0
NAHARCAP,NAHARCAP.NS,,,,0
NAHARINDUS,NAHARINDUS.NS,,,,0
NAHARPOLY,NAHARPOLY.NS,,,,0
NAHARSPING,NAHARSPING.NS,,,,0
NAM-INDIA,NAM-INDIA.NS,,,,0
NAMAN,NAMAN.NS,,,,0
NARMADA,NARMADA.NS,,,,0
NATCAPSUQ,NATCAPSUQ.NS,,,,0
NATCOPHARM,NATCOPHARM.NS,,,,0
NATHBIOGEN,NATHBIOGEN.NS,,,,0
NATIONALUM,NATIONALUM.NS,,,,0
NATIONSTD,NATIONSTD.NS,,,,0
NAUKRI,NAUKRI.NS,,,,0
NAVA,NAVA.NS,,,,0
NAVINFLUOR,NAVINFLUOR.NS,,,,0
NAVKARCORP,NAVKARCORP.NS,,,,0
NAVKARURB,NAVKARURB.NS,,,,0
NAVNETEDUL,NAVNETEDUL.NS,,,,0
NAZARA,NAZARA.NS,,,,0
NBCC,NBCC.NS,,,,0
NBIFIN,NBIFIN.NS,,,,0
NCC,NCC.NS,,,,0
NCLIND,NCLIND.NS,,,,0
NDGL,NDGL.NS,,,,0
NDL,NDL.NS,,,,0
NDLVENTURE,NDLVENTURE.NS,,,,0
NDRAUTO,NDRAUTO.NS,,,,0
NDTV,NDTV.NS,,,,0
NEAGI,NEAGI.NS,,,,0
NECCLTD,NECCLTD.NS,,,,0
NECLIFE,NECLIFE.NS,,,,0
NELCAST,NELCAST.NS,,,,0
NELCO,NELCO.NS,,,,0
NEOGEN,NEOGEN.NS,,,,0
NEPHROCARE,NEPHROCARE.NS,,,,0
NEPHROPLUS,NEPHROPLUS.NS,,,,0
NESCO,NESCO.NS,,,,0
NESTLEIND,NESTLEIND.NS,,,,0
NETWEB,NETWEB.NS,,,,0
NETWORK18,NETWORK18.NS,,,,0
NEULANDLAB,NEULANDLAB.NS,,,,0
NEWGEN,NEWGEN.NS,,,,0
NEWJAISA,NEWJAISA.NS,,,,0
NEXTMEDIA,NEXTMEDIA.NS,,,,0
NFL,NFL.NS,,,,0
NGIL,NGIL.NS,,,,0
NGLFINE,NGLFINE.NS,,,,0
NH,NH.NS,,,,0
NHPC,NHPC.NS,,,,0
NIACL,NIACL.NS,,,,0
NIBE,NIBE.NS,,,,0
NIBL,NIBL.NS,,,,0
NIDAN,NIDAN.NS,,,,0
NIITLTD,NIITLTD.NS,,,,0
NIITMTS,NIITMTS.NS,,,,0
NILAINFRA,NILAINFRA.NS,,,,0
NILASPACES,NILASPACES.NS,,,,0
NILE,NILE.NS,,,,0
NILKAMAL,NILKAMAL.NS,,,,0
NIMBSPROJ,NIMBSPROJ.NS,,,,0
NINSYS,NINSYS.NS,,,,0
NIPPOBATRY,NIPPOBATRY.NS,,,,0
NIRAJ,NIRAJ.NS,,,,0
NIRAJISPAT,NIRAJISPAT.NS,,,,0
NIRLON,NIRLON.NS,,,,0
NIRMAN,NIRMAN.NS,,,,0
NITCO,NITCO.NS,,,,0
NITINSPIN,NITINSPIN.NS,,,,0
NITIRAJ,NITIRAJ.NS,,,,0
NITTAGELA,NITTAGELA.NS,,,,0
NIVABUPA,NIVABUPA.NS,,,,0
NKIND,NKIND.NS,,,,0
NLCINDIA,NLCINDIA.NS,,,,0
NMDC,NMDC.NS,,,,0
NOCIL,NOCIL.NS,,,,0
NOIDATOLL,NOIDATOLL.NS,,,,0
NORBTEAEXP,NORBTEAEXP.NS,,,,0
NORTHARC,NORTHARC.NS,,,,0
NOVAAGRI,NOVAAGRI.NS,,,,0
NOVARTIND,NOVARTIND.NS,,,,0
NPBET,NPBET.NS,,,,0
NPST,NPST.NS,,,,0
NRAIL,NRAIL.NS,,,,0
NRBBEARING,NRBBEARING.NS,,,,0
NRL,NRL.NS,,,,0
NSIL,NSIL.NS,,,,0
NSLNISP,NSLNISP.NS,,,,0
NTPC,NTPC.NS,,,,0
NTPCGREEN,NTPCGREEN.NS,,,,0
NUCLEUS,NUCLEUS.NS,,,,0
NURECA,NURECA.NS,,,,0
NUVAMA,NUVAMA.NS,,,,0
NUVOCO,NUVOCO.NS,,,,0
NXST,NXST.NS,,,,0
NYKAA,NYKAA.NS,,,,0
OAL,OAL.NS,,,,0
OBCL,OBCL.NS,,,,0
OBEROIRLTY,OBEROIRLTY.NS,,,,0
OCCLLTD,OCCLLTD.NS,,,,0
ODIGMA,ODIGMA.NS,,,,0
OFSS,OFSS.NS,,,,0
OIL,OIL.NS,,,,0
OILCOUNTUB,OILCOUNTUB.NS,,,,0
OLAELEC,OLAELEC.NS,,,,0
OLECTRA,OLECTRA.NS,,,,0
OLIL,OLIL.NS,,,,0
OMAXAUTO,OMAXAUTO.NS,,,,0
OMAXE,OMAXE.NS,,,,0
OMFREIGHT,OMFREIGHT.NS,,,,0
OMFURN,OMFURN.NS,,,,0
OMINFRAL,OMINFRAL.NS,,,,0
OMNI,OMNI.NS,,,,0
OMPOWER,OMPOWER.NS,,,,0
ONDOOR,ONDOOR.NS,,,,0
ONELIFECAP,ONELIFECAP.NS,,,,0
ONEPOINT,ONEPOINT.NS,,,,0
ONESOURCE,ONESOURCE.NS,,,,0
ONGC,ONGC.NS,,,,0
ONMOBILE,ONMOBILE.NS,,,,0
ONWARDTEC,ONWARDTEC.NS,,,,0
OPTIEMUS,OPTIEMUS.NS,,,,0
ORBTEXP,ORBTEXP.NS,,,,0
ORCHASP,ORCHASP.NS,,,,0
ORCHPHARMA,ORCHPHARMA.NS,,,,0
ORIANA,ORIANA.NS,,,,0
ORICONENT,ORICONENT.NS,,,,0
ORIENTALTL,ORIENTALTL.NS,,,,0
ORIENTBELL,ORIENTBELL.NS,,,,0
ORIENTCEM,ORIENTCEM.NS,,,,0
ORIENTCER,ORIENTCER.NS,,,,0
ORIENTELEC,ORIENTELEC.NS,,,,0
ORIENTHOT,ORIENTHOT.NS,,,,0
ORIENTLTD,ORIENTLTD.NS,,,,0
ORIENTPPR,ORIENTPPR.NS,,,,0
ORIENTTECH,ORIENTTECH.NS,,,,0
ORISSAMINE,ORISSAMINE.NS,,,,0
ORKLAINDIA,ORKLAINDIA.NS,,,,0
ORTEL,ORTEL.NS,,,,0
ORTINGLOBE,ORTINGLOBE.NS,,,,0
OSIAHYPER,OSIAHYPER.NS,,,,0
OSWALAGRO,OSWALAGRO.NS,,,,0
OSWALGREEN,OSWALGREEN.NS,,,,0
OSWALPUMPS,OSWALPUMPS.NS,,,,0
OSWALSEEDS,OSWALSEEDS.NS,,,,0
OWAIS,OWAIS.NS,,,,0
PACEDIGITK,PACEDIGITK.NS,,,,0
PAGEIND,PAGEIND.NS,,,,0
PAISALO,PAISALO.NS,,,,0
PAKKA,PAKKA.NS,,,,0
PALASHSECU,PALASHSECU.NS,,,,0
PALREDTEC,PALREDTEC.NS,,,,0
PANACEABIO,PANACEABIO.NS,,,,0
PANACHE,PANACHE.NS,,,,0
PANAMAPET,PANAMAPET.NS,,,,0
PANSARI,PANSARI.NS,,,,0
PAR,PAR.NS,,,,0
PARACABLES,PARACABLES.NS,,,,0
PARADEEP,PARADEEP.NS,,,,0
PARAGMILK,PARAGMILK.NS,,,,0
PARAGON,PARAGON.NS,,,,0
PARAS,PARAS.NS,,,,0
PARASPETRO,PARASPETRO.NS,,,,0
PARIN,PARIN.NS,,,,0
PARKHOSPS,PARKHOSPS.NS,,,,0
PARKHOTELS,PARKHOTELS.NS,,,,0
PARSVNATH,PARSVNATH.NS,,,,0
PARTYCRUS,PARTYCRUS.NS,,,,0
PASHUPATI,PASHUPATI.NS,,,,0
PASUPTAC,PASUPTAC.NS,,,,0
PATANJALI,PATANJALI.NS,,,,0
PATELENG,PATELENG.NS,,,,0
PATELRMART,PATELRMART.NS,,,,0
PATINTLOG,PATINTLOG.NS,,,,0
PATTECH,PATTECH.NS,,,,0
PAUSHAKLTD,PAUSHAKLTD.NS,,,,0
PAVNAIND,PAVNAIND.NS,,,,0
PAYTM,PAYTM.NS,,,,0
PCBL,PCBL.NS,,,,0
PCCL,PCCL.NS,,,,0
PCJEWELLER,PCJEWELLER.NS,,,,0
PDMJEPAPER,PDMJEPAPER.NS,,,,0
PDSL,PDSL.NS,,,,0
PEARLPOLY,PEARLPOLY.NS,,,,0
PENIND,PENIND.NS,,,,0
PENINLAND,PENINLAND.NS,,,,0
PENTAGON,PENTAGON.NS,,,,0
PERSISTENT,PERSISTENT.NS,,,,0
PETRONET,PETRONET.NS,,,,0
PFC,PFC.NS,,,,0
PFIZER,PFIZER.NS,,,,0
PFOCUS,PFOCUS.NS,,,,0
PFS,PFS.NS,,,,0
PGEL,PGEL.NS,,,,0
PGHH,PGHH.NS,,,,0
PGHL,PGHL.NS,,,,0
PGIL,PGIL.NS,,,,0
PGINVIT,PGINVIT.NS,,,,0
PHANTOMFX,PHANTOMFX.NS,,,,0
PHOENIXLTD,PHOENIXLTD.NS,,,,0
PICCADIL,PICCADIL.NS,,,,0
PIDILITIND,PIDILITIND.NS,,,,0
PIGL,PIGL.NS,,,,0
PIIND,PIIND.NS,,,,0
PILANIINVS,PILANIINVS.NS,,,,0
PILITA,PILITA.NS,,,,0
PINELABS,PINELABS.NS,,,,0
PIONEEREMB,PIONEEREMB.NS,,,,0
PIONRINV,PIONRINV.NS,,,,0
PIRAMALFIN,PIRAMALFIN.NS,,,,0
PITTIENG,PITTIENG.NS,,,,0
PIXTRANS,PIXTRANS.NS,,,,0
PKTEA,PKTEA.NS,,,,0
PLADAINFO,PLADAINFO.NS,,,,0
PLASTIBLEN,PLASTIBLEN.NS,,,,0
PLATIND,PLATIND.NS,,,,0
PLAZACABLE,PLAZACABLE.NS,,,,0
PML,PML.NS,,,,0
PNB,PNB.NS,,,,0
PNBHOUSING,PNBHOUSING.NS,,,,0
PNC,PNC.NS,,,,0
PNCINFRA,PNCINFRA.NS,,,,0
PNGJL,PNGJL.NS,,,,0
PNGSREVA,PNGSREVA.NS,,,,0
POCL,POCL.NS,,,,0
PODDARMENT,PODDARMENT.NS,,,,0
POKARNA,POKARNA.NS,,,,0
POLICYBZR,POLICYBZR.NS,,,,0
POLYCAB,POLYCAB.NS,,,,0
POLYMED,POLYMED.NS,,,,0
POLYPLEX,POLYPLEX.NS,,,,0
POLYSIL,POLYSIL.NS,,,,0
PONNIERODE,PONNIERODE.NS,,,,0
POONAWALLA,POONAWALLA.NS,,,,0
POWERGRID,POWERGRID.NS,,,,0
POWERICA,POWERICA.NS,,,,0
POWERINDIA,POWERINDIA.NS,,,,0
POWERMECH,POWERMECH.NS,,,,0
PPAP,PPAP.NS,,,,0
PPL,PPL.NS,,,,0
PPLPHARMA,PPLPHARMA.NS,,,,0
PRABHA,PRABHA.NS,,,,0
PRADPME,PRADPME.NS,,,,0
PRAENG,PRAENG.NS,,,,0
PRAJIND,PRAJIND.NS,,,,0
PRAKASH,PRAKASH.NS,,,,0
PRAKASHSTL,PRAKASHSTL.NS,,,,0
PRAMARA,PRAMARA.NS,,,,0
PRATHAM,PRATHAM.NS,,,,0
PRAVEG,PRAVEG.NS,,,,0
PRAXIS,PRAXIS.NS,,,,0
PRECAM,PRECAM.NS,,,,0
PRECISION,PRECISION.NS,,,,0
PRECOT,PRECOT.NS,,,,0
PRECWIRE,PRECWIRE.NS,,,,0
PREMCO,PREMCO.NS,,,,0
PREMEXPLN,PREMEXPLN.NS,,,,0
PREMIER,PREMIER.NS,,,,0
PREMIERENE,PREMIERENE.NS,,,,0
PREMIERPOL,PREMIERPOL.NS,,,,0
PRESSTONIC,PRESSTONIC.NS,,,,0
PRESTIGE,PRESTIGE.NS,,,,0
PRICOLLTD,PRICOLLTD.NS,,,,0
PRIMESECU,PRIMESECU.NS,,,,0
PRIMO,PRIMO.NS,,,,0
PRINCEPIPE,PRINCEPIPE.NS,,,,0
PRITI,PRITI.NS,,,,0
PRITIKA,PRITIKA.NS,,,,0
PRITIKAUTO,PRITIKAUTO.NS,,,,0
PRIVISCL,PRIVISCL.NS,,,,0
PRIZOR,PRIZOR.NS,,,,0
PRLIND,PRLIND.NS,,,,0
PROLIFE,PROLIFE.NS,,,,0
PROPEQUITY,PROPEQUITY.NS,,,,0
PROSTARM,PROSTARM.NS,,,,0
PROTEAN,PROTEAN.NS,,,,0
PROV,PROV.NS,,,,0
PROZONER,PROZONER.NS,,,,0
PRSMJOHNSN,PRSMJOHNSN.NS,,,,0
PRUDENT,PRUDENT.NS,,,,0
PRUDMOULI,PRUDMOULI.NS,,,,0
PSB,PSB.NS,,,,0
PSPPROJECT,PSPPROJECT.NS,,,,0
