Symbol,Yahoo_Symbol,PE,PB,ROE,ROCE,Debt_To_Equity,Revenue_Growth,EPS_Growth,Profit_Growth,Operating_Margin,Net_Margin,Market_Cap,Factor_Date
SHOPERSTOP,SHOPERSTOP.NS,,13.653846,-0.1179,0.24012767943819063,1139.713,0.137,,-4.31404958677686,0.03299,-0.00716,39876169728.0,2026-06-19
SUNTECK,SUNTECK.NS,23.381191,1.4317617,0.052270003,0.061172798716502205,17.311,0.645,0.262,0.3595915540650669,0.27405,0.18185,47826452480.0,2026-06-19
ADVENZYMES,ADVENZYMES.NS,24.638353,2.5465343,0.11016,0.1322522238817948,1.902,0.216,0.62,0.28680166266254814,0.26079,0.22624001,41576742912.0,2026-06-19
UNIVCABLES,UNIVCABLES.NS,27.603834,2.40328,0.08906,0.0955153296920517,62.258,0.247,0.113,0.8247918277207275,0.06892,0.05396,44965212160.0,2026-06-19
MOSCHIP,MOSCHIP.NS,117.01648,10.101025,0.09558,0.12336831966477202,21.561,0.137,-0.098,0.05536386120062954,0.0388,0.060159996,41320783872.0,2026-06-19
EMIL,EMIL.NS,43.14748,2.8455863,0.06787,0.15240446798128754,122.806,0.113,0.256,-0.33241528856099595,0.04601,0.01491,46150615040.0,2026-06-19
SBCL,SBCL.NS,45.069027,8.949557,0.21614,0.2551962207670793,14.779,0.228,0.24,0.244022150325805,0.19564,0.16792,43252113408.0,2026-06-19
VRLLOG,VRLLOG.NS,17.789358,3.842801,0.21269,0.29673879427898614,101.023,0.057,-0.029,0.2947190028427728,0.13363,0.073520005,42105585664.0,2026-06-19
MSTCLTD,MSTCLTD.NS,21.871176,5.2886524,0.266,0.23984626265745018,16.041,0.337,0.023,-0.46340414879821046,0.61678004,0.59091,47808638976.0,2026-06-19
SEAMECLTD,SEAMECLTD.NS,13.790314,2.6645622,0.21945,0.25744825958093864,27.069,0.638,1.407,1.8050658335193037,0.33626,0.26393998,34801119232.0,2026-06-19
WHEELS,WHEELS.NS,24.221977,3.6037219,,0.13435877343536484,,0.025,-0.098,0.39774571686203786,0.04892,0.03187,37538881536.0,2026-06-19
VISHNU,VISHNU.NS,28.589014,4.0671983,0.14218001,0.1749784317090327,49.066,0.147,0.115,0.12340466525113568,0.14776,0.08838,40644964352.0,2026-06-19
HEMIPROP,HEMIPROP.NS,,9.24682,-0.02696,-0.018380350423569447,20.144,0.07,,-0.4923322471237614,-9.31152,0.0,39800561664.0,2026-06-19
MANINDS,MANINDS.NS,25.582796,2.0707927,0.09231,0.18128546109563604,30.097,-0.05,-0.206,0.11301168636155905,0.10112,0.04784,44615688192.0,2026-06-19
SOTL,SOTL.NS,22.7026,2.3871427,0.10462,0.13340343296978777,0.098,0.217,0.622,0.6064154777154468,0.04681,0.04168,41293938688.0,2026-06-19
GHCL,GHCL.NS,8.702413,1.1049081,0.13420999,0.1776643460830245,2.345,0.012,-0.218,-0.24303452695666106,0.18744,0.15419,40020672512.0,2026-06-19
HIRECT,HIRECT.NS,85.326485,19.175598,0.21110001,0.3080445954743707,118.871,0.512,-0.549,0.2127286934497346,0.01632,0.045050003,39974916096.0,2026-06-19
IOLCP,IOLCP.NS,27.808102,2.1297581,0.07896,0.14180423013860405,7.529,0.174,0.697,0.3618284357376076,0.11652,0.05935,38281859072.0,2026-06-19
VAIBHAVGBL,VAIBHAVGBL.NS,15.584126,2.4816744,0.17754,0.1851846950917888,25.234,0.1,1.678,0.7353261645660496,0.059369996,0.07209,41037668352.0,2026-06-19
VSTTILLERS,VSTTILLERS.NS,37.671246,3.725295,0.09992,0.14378773329247424,0.175,0.09,-0.792,0.12638485532967625,0.12349,0.08443,39402049536.0,2026-06-19
NACLIND,NACLIND.NS,901.66675,5.961151,0.00823,0.1434711020567633,45.68,0.792,,1.049603820688158,0.01222,0.0028799998,44353974272.0,2026-06-19
EMUDHRA,EMUDHRA.NS,35.32308,4.134888,0.13259,0.14995646706762672,3.153,0.317,0.217,0.27356506533708264,0.17392999,0.15364,37674389504.0,2026-06-19
INDOSTAR,INDOSTAR.NS,27.531563,1.0618324,0.035150003,,144.787,,,0.1653667441088616,1.4017999,0.0,40171646976.0,2026-06-19
LUXIND,LUXIND.NS,36.135376,2.0484934,0.06,0.09575973636562712,33.964,0.068,-0.087,-0.37208880285524165,0.06452,0.035439998,37565542400.0,2026-06-19
RAYMOND,RAYMOND.NS,116.13412,1.376167,0.01472,0.09219672528604844,33.836,,-0.991,-0.3000893680811808,0.06429,2.31044,39185481728.0,2026-06-19
POCL,POCL.NS,30.790075,5.2332983,0.19094,0.2663949213218307,19.293,0.786,1.193,1.2714823631546854,0.05661,0.04458,41260404736.0,2026-06-19
SINDHUTRAD,SINDHUTRAD.NS,93.62963,2.516675,0.02607,0.027492224683491332,20.486,-0.611,,0.6148305497632179,0.016549999,0.07148,38979960832.0,2026-06-19
ROSSTECH,ROSSTECH.NS,179.25734,25.205206,0.15179,0.38712527118788637,264.369,0.646,0.106,1.7689243027888446,0.08776,0.04513,39274409984.0,2026-06-19
IDEAFORGE,IDEAFORGE.NS,,6.761827,-0.028199999,0.007854792139348504,13.974,5.944,,0.7265647580204888,0.35402,-0.07531,40200151040.0,2026-06-19
ROLEXRINGS,ROLEXRINGS.NS,27.615088,3.203779,0.123459995,0.18146487465055922,,0.077,,-0.18907797260872314,0.15326001,0.12339,38881001472.0,2026-06-19
ORIENTELEC,ORIENTELEC.NS,40.271717,5.069957,0.13179,0.272291755643522,12.281,0.1,0.295,0.15178464126907823,0.06091,0.02881,38585204736.0,2026-06-19
OPTIEMUS,OPTIEMUS.NS,59.316647,4.955179,0.087139994,0.10582059189492919,45.355,0.079,-0.027,0.04238269006365062,0.00417,0.03679,38876729344.0,2026-06-19
FOSECOIND,FOSECOIND.NS,42.58741,3.7651598,,0.11297640829032567,,0.012,-0.011,-0.010133182887518931,0.14436,0.12117,39210160128.0,2026-06-19
STYRENIX,STYRENIX.NS,22.208231,3.2609556,0.14432,0.18046061625828164,40.115,-0.121,0.309,-0.2176536026014034,0.10361,0.053179998,40649224192.0,2026-06-19
ANUP,ANUP.NS,40.792583,6.5057807,0.16945,0.23456586818847028,15.903,-0.064,-0.113,-0.06686491517099778,0.14767,0.13425,44950609920.0,2026-06-19
ZOTA,ZOTA.NS,,12.803167,-0.16046,0.0207431683864438,38.847,0.677,,-0.31096094924678713,-0.1122,-0.13726,40014839808.0,2026-06-19
TARC,TARC.NS,197.6875,3.478213,0.01808,-0.09944413175865655,178.38,16.389,,1.0824814989574716,-0.44639,0.05782,37335584768.0,2026-06-19
RPGLIFE,RPGLIFE.NS,32.835583,6.241599,0.20278999,0.23252026873646436,3.304,0.236,-0.745,-0.3714800261951539,0.15314999,0.16278,37786685440.0,2026-06-19
GREENPLY,GREENPLY.NS,40.813374,4.057209,0.10536,0.20934851200667356,57.505,0.196,0.861,-0.02292100693970781,0.098450005,0.03269,36601298944.0,2026-06-19
PREMEXPLN,PREMEXPLN.NS,91.2618,14.438703,0.17045,0.11835101983796067,11.133,0.204,0.743,0.5965471697455681,-0.03599,0.11797,41623552000.0,2026-06-19
HARSHA,HARSHA.NS,25.393423,2.807588,0.11687,0.14709113954815783,26.551,0.271,,0.7377673272869779,0.12798001,0.0954,39372025856.0,2026-06-19
RPTECH,RPTECH.NS,18.319561,2.4528527,0.14938,0.22268229272500534,48.65,0.51,0.606,0.33409431713318977,0.028180001,0.01754,49678458880.0,2026-06-19
QUESS,QUESS.NS,16.864555,3.200097,0.19714001,0.19632555817793831,10.656,,,3.838718833238723,0.01946,0.014479999,37380292608.0,2026-06-19
NFL,NFL.NS,18.076567,1.3449223,0.07612,0.1918869192259799,139.519,-0.025,0.124,0.14952712251331665,0.050869998,0.00983,38220963840.0,2026-06-19
SSWL,SSWL.NS,19.28808,2.0298111,0.11361,0.23140827941106373,45.898,0.195,-0.0,-0.02594419936042031,0.076680005,0.0367,36651401216.0,2026-06-19
GUFICBIO,GUFICBIO.NS,55.523438,5.3675814,0.10144,0.18354277092871654,60.866,0.228,1.831,-0.07803071091680486,0.1571,0.06802,35635388416.0,2026-06-19
HGINFRA,HGINFRA.NS,11.412056,1.2276976,0.10586,0.15640089369465598,153.264,0.048,-0.424,-0.3464050994527822,0.1329,0.06311,37633060864.0,2026-06-19
ASHIANA,ASHIANA.NS,31.848915,4.233611,0.14524001,0.10997904796475655,37.597,0.468,0.068,5.463267543859649,0.05263,0.10312,38355259392.0,2026-06-19
PITTIENG,PITTIENG.NS,31.369215,3.7274606,0.124960005,0.23831195739728805,82.134,0.069,-0.25,-0.03662552550858109,0.118719995,0.06159,36788080640.0,2026-06-19
SAMHI,SAMHI.NS,6.8612514,2.5661376,0.33367002,0.10668355031458984,81.102,0.081,4.396,4.882923976608187,0.21295999,0.4031,39215665152.0,2026-06-19
SMSPHARMA,SMSPHARMA.NS,34.048473,4.635219,0.14310001,0.1696730948705495,46.455,-0.041,0.492,0.47521660519273884,0.12511,0.115,35522215936.0,2026-06-19
PSPPROJECT,PSPPROJECT.NS,67.63233,2.999797,,0.09759819389899499,26.131,0.657,2.211,-0.01599135027827998,0.02997,0.0863,37481316352.0,2026-06-19
DBCORP,DBCORP.NS,10.988185,1.5011445,0.14269,0.17658678969295621,10.796,0.047,0.191,-0.10508298223907835,0.1368,0.14095001,36470906880.0,2026-06-19
CYIENTDLM,CYIENTDLM.NS,50.585052,3.6580875,0.07472,0.10144418253574398,17.021,-0.138,-0.275,0.07647335331100534,0.08719,0.05809,37055238144.0,2026-06-19
BAJAJELEC,BAJAJELEC.NS,,2.4374154,,0.08615551292817679,84.783,-0.185,,-1.6810073452256034,-0.02102,0.00795,37514190848.0,2026-06-19
GOPAL,GOPAL.NS,48.257195,7.4325027,0.16670999,0.19705012710583047,32.169,0.29,,2.876881777029161,0.049889997,0.04883,35554975744.0,2026-06-19
INDRAMEDCO,INDRAMEDCO.NS,19.211182,4.7633195,0.27466,0.3247952534040715,4.979,0.093,0.018,0.1405677371265296,0.13477999,0.123859994,35275767808.0,2026-06-19
RAMRAT,RAMRAT.NS,34.91732,6.4617963,0.20249,0.2917174528723665,115.438,0.851,0.597,0.5260180866471279,0.04597,0.020680001,37451649024.0,2026-06-19
KDDL,KDDL.NS,41.086807,3.3571887,0.08123,0.13509576684486363,26.688,0.37,0.257,-0.06890720777848235,0.091129996,0.04091,36268118016.0,2026-06-19
JKIL,JKIL.NS,9.630354,1.0992936,0.12137,0.21108839562927353,18.443,-0.029,-0.034,-0.01184027287841328,0.09962,0.06755,37257695232.0,2026-06-19
MAYURUNIQ,MAYURUNIQ.NS,18.744339,3.535293,0.18365,0.20418145151011075,0.687,0.091,0.434,0.28435106578229935,0.28677,0.19827999,35967889408.0,2026-06-19
TFCILTD,TFCILTD.NS,27.7191,2.611872,0.09754,,81.939,0.204,0.059,0.18928325107019145,0.82244,0.672,34264946688.0,2026-06-19
SANATHAN,SANATHAN.NS,47.00109,1.9398336,0.04204,0.08648587915396828,80.77,0.597,-0.504,-0.5179183546276098,0.053189997,0.020299999,36378148864.0,2026-06-19
NPST,NPST.NS,78.49635,10.904039,0.17201,0.1129399170346581,3.119,1.352,0.904,0.03849557522123894,0.15812,0.24084,33654910976.0,2026-06-19
BHAGCHEM,BHAGCHEM.NS,242.7431,4.9793925,0.02633,0.0653302846454494,33.6,0.289,,0.3114531690877732,0.07073,0.03391,34309140480.0,2026-06-19
KSL,KSL.NS,13.98731,1.7144688,,0.0762985799450886,,-0.102,-0.102,0.006357420502973821,0.13818,0.08605,36085805056.0,2026-06-19
KNRCON,KNRCON.NS,9.056628,0.79533446,0.091850005,0.09709038818750862,49.162,-0.326,-0.236,-0.5637414920697121,0.22309999,0.162,39580958720.0,2026-06-19
JTEKTINDIA,JTEKTINDIA.NS,47.947186,3.1854122,0.07445,0.14346948035284432,28.653,0.202,0.021,0.021626799852783103,0.05333,0.02885,37773135872.0,2026-06-19
GMMPFAUDLR,GMMPFAUDLR.NS,63.223175,3.035785,0.04581,0.16052853222970467,84.461,0.17,,0.09156126109118369,0.0349,0.01641,36552470528.0,2026-06-19
YASHO,YASHO.NS,133.04721,7.865647,0.05849,0.18098174199735,125.684,0.347,1.32,3.1371126253030206,0.123100005,0.03043,33690658816.0,2026-06-19
SHANTIGEAR,SHANTIGEAR.NS,45.540543,8.097502,0.18186001,0.23195750429716275,,-0.118,-0.276,-0.20170779964594399,0.14197,0.14779,34913005568.0,2026-06-19
AARTIDRUGS,AARTIDRUGS.NS,17.461357,2.1956794,0.13359,0.16460115710512413,37.221,0.064,-0.12,0.15913415794481447,0.10901,0.07598,34025455616.0,2026-06-19
HEIDELBERG,HEIDELBERG.NS,25.548986,2.4922554,0.096829996,0.1810791494518395,1.037,0.055,-0.103,0.2549882903981265,0.09375,0.05751,34277986304.0,2026-06-19
ASHOKA,ASHOKA.NS,5.1931415,0.5620494,0.47987998,0.22163579501698322,24.459,-0.275,-0.669,0.5052276054590791,0.11387999,0.3391,36985286656.0,2026-06-19
CARYSIL,CARYSIL.NS,35.65507,5.7553115,0.17277001,0.26035267714915505,45.99,0.145,0.485,0.5404769375588327,0.14534001,0.10627,34987249664.0,2026-06-19
SETL,SETL.NS,45.13965,4.588921,0.10995,0.14351464800405841,10.365,0.363,0.303,0.24399796098519227,0.11981,0.1034,37827469312.0,2026-06-19
SANGHVIMOV,SANGHVIMOV.NS,19.529854,2.7428918,0.15026,0.21400429040343086,51.403,0.314,0.278,0.17738457655976975,0.28035998,0.17216,35963670528.0,2026-06-19
MAHLOG,MAHLOG.NS,1477.2916,4.4612074,0.01279,0.2227105953620445,46.725,0.201,0.289,1.0638772663877267,0.02527,0.00033,35179327488.0,2026-06-19
KERNEX,KERNEX.NS,38.3007,13.623057,0.43605998,0.5577914638563297,65.52,2.065,1.098,0.7583947257892107,0.40453997,0.20533001,33856880640.0,2026-06-19
KIRLOSIND,KIRLOSIND.NS,25.339697,0.6500165,0.04326,0.08923123352435117,13.481,0.029,-0.062,0.06593332886176136,0.10556,0.0229,40230457344.0,2026-06-19
NOVARTIND,NOVARTIND.NS,36.389183,4.142535,0.11627,0.11292451698067922,0.393,0.08,-0.138,-0.07651139742319128,0.22308001,0.26298,33890586624.0,2026-06-19
GRAUWEIL,GRAUWEIL.NS,20.792818,3.1608784,0.16232,0.1716095492410465,1.343,0.042,0.911,0.04351698689400687,0.14956,0.13781,34128281600.0,2026-06-19
ROUTE,ROUTE.NS,14.141841,1.2203196,0.09722,0.1804739074988774,1.488,-0.038,0.932,-0.25036851183942294,0.099580005,0.05422,33794852864.0,2026-06-19
WSTCSTPAPR,WSTCSTPAPR.NS,22.85871,0.95373315,0.037720002,0.08770176812306495,8.243,0.188,0.179,-0.5159902836360645,0.07383,0.0352,34408177664.0,2026-06-19
SASKEN,SASKEN.NS,73.76869,4.6415167,0.06988,0.09580711258894312,3.212,1.257,1.444,0.07253204885984416,0.0684,0.048449997,39714140160.0,2026-06-19
JINDALPOLY,JINDALPOLY.NS,,0.7299619,,0.01098137752255085,84.483,-0.729,,0.5355687745028792,-0.33227003,-0.06955,29794463744.0,2026-06-19
PANACEABIO,PANACEABIO.NS,,4.2701874,,-0.032002266472539384,2.786,0.01,-0.122,0.35842293906810035,0.019919999,-0.01285,33592971264.0,2026-06-19
MARINE,MARINE.NS,68.17708,7.3808846,0.12887,0.21537299000402393,17.661,0.107,0.379,0.483903102002363,0.099659994,0.06656,34731761664.0,2026-06-19
UNICHEMLAB,UNICHEMLAB.NS,12.614397,1.3063492,0.097849995,0.08670173705067509,18.405,-0.021,-0.793,0.8385689354275742,0.029679999,0.11163,31830439936.0,2026-06-19
EIEL,EIEL.NS,19.874159,2.9440894,0.16886,0.18350537470458184,34.127,0.067,-0.394,0.037681782525168364,0.16689,0.15969,36315402240.0,2026-06-19
CHEMPLASTS,CHEMPLASTS.NS,,1.9612684,-0.14641,0.05859781052457046,111.239,0.091,,-1.5359731786879305,0.11131,-0.06626,34410967040.0,2026-06-19
DEEPINDS,DEEPINDS.NS,17.568434,1.5846195,0.09786,0.15568079223345352,9.61,0.487,,2.997034501664208,0.26648,0.20201999,31628800000.0,2026-06-19
BBL,BBL.NS,26.674822,1.5799434,0.060500003,0.0722085383233615,15.116,0.239,-0.219,-0.10145903479236812,0.06386,0.052810002,32044345344.0,2026-06-19
NAVNETEDUL,NAVNETEDUL.NS,8.75,1.5059432,0.18575001,0.11962782454585734,5.145,-0.009,-0.192,-0.5362318840579711,0.06977,0.20452999,30969845760.0,2026-06-19
ADFFOODS,ADFFOODS.NS,37.686203,5.925435,0.16894,0.20426060996129097,9.628,0.237,0.577,0.29843608540524463,0.14527,0.13161999,33909397504.0,2026-06-19
KOLTEPATIL,KOLTEPATIL.NS,64.62521,2.7811992,-0.0373,-0.06980621073186329,98.241,-0.654,,2.5365537130497477,-0.03861,-0.05262,33640794112.0,2026-06-19
NITINSPIN,NITINSPIN.NS,17.905577,2.1611593,0.12764,0.2091848199960284,76.458,0.022,0.237,0.012102518265505229,0.10893,0.05524,31769921536.0,2026-06-19
JINDWORLD,JINDWORLD.NS,44.67143,3.6530373,0.08457,0.1567930720766063,64.866,0.057,0.182,-0.07622083545054201,0.059359998,0.030539999,31351363584.0,2026-06-19
MPSLTD,MPSLTD.NS,17.73609,5.1521163,0.32234,0.34084834106510586,10.167,0.127,-0.001,0.16325297159358002,0.28831,0.22544001,30734200832.0,2026-06-19
MUTHOOTMF,MUTHOOTMF.NS,20.206898,1.2053362,0.062069997,,340.091,,,1.7651658480246986,0.31847998,0.15958999,34408943616.0,2026-06-19
DREDGECORP,DREDGECORP.NS,212.83302,2.3144975,0.0038800002,0.12023174470646486,88.388,0.034,5.438,1.1731271420090543,0.22895999,0.00393,31763200000.0,2026-06-19
PRINCEPIPE,PRINCEPIPE.NS,42.922962,1.9120773,0.04671,0.1317661529218596,8.838,0.181,1.317,0.7440593485568564,0.08861,0.02816,31421945856.0,2026-06-19
ANTELOPUS,ANTELOPUS.NS,30.78242,4.189399,0.14705,0.20939228707603344,0.542,0.653,1.589,0.2698030324500496,0.47985,0.32132,27460044800.0,2026-06-19
INDOTHAI,INDOTHAI.NS,45.164772,10.781716,0.28285998,,8.366,18.797,,7.384761615086306,0.84295,0.65086,30671581184.0,2026-06-19
TVSSRICHAK,TVSSRICHAK.NS,44.326035,2.6574075,0.05988,0.17102101561925312,64.482,0.199,2.764,2.456089277049976,0.05088,0.019550001,31625912320.0,2026-06-19
63MOONS,63MOONS.NS,,0.87482935,-0.0152,-0.0765327560712032,0.149,5.195,1.043,0.32368316330222124,-0.63594,-0.10602,31056932864.0,2026-06-19
RAMKY,RAMKY.NS,11.0171,1.3804628,0.13379,0.08374073563823713,27.392,0.036,,0.4360619433863303,-0.0358,0.1468,29869225984.0,2026-06-19
WONDERLA,WONDERLA.NS,37.101166,1.7507106,0.046430003,0.08798294889104812,0.348,0.404,0.488,-0.2520260921130658,0.09048,0.15755,30236805120.0,2026-06-19
UFLEX,UFLEX.NS,9.70615,0.37875354,0.04085,0.12680375239139524,124.991,0.032,0.163,1.2280775716694772,0.09521,0.02105,30769315840.0,2026-06-19
SUNCLAY,SUNCLAY.NS,11.743272,3.388681,0.22271,0.05775642683142581,100.167,-0.105,1.843,24.697652582159623,-0.02174,0.12329,29627838464.0,2026-06-19
PARAGMILK,PARAGMILK.NS,21.789225,2.2831986,0.118360005,0.2063191216274631,48.262,0.03,0.199,0.13688020877178214,0.06419,0.035380002,29164013568.0,2026-06-19
UNIPARTS,UNIPARTS.NS,19.517967,3.3658125,0.18014,0.2540039351970784,17.771,0.341,1.235,0.7989636834689332,0.20358999,0.13527,30862725120.0,2026-06-19
BALMLAWRIE,BALMLAWRIE.NS,11.349598,1.516452,0.13276,0.14022609084131027,10.544,0.223,0.128,0.04002259009246973,0.11497,0.1018,31421956096.0,2026-06-19
SHAREINDIA,SHAREINDIA.NS,9.453252,1.1599661,0.12968001,,45.906,0.599,2.831,-0.01265830898593121,0.21562,0.2446,30532726784.0,2026-06-19
WINDMACHIN,WINDMACHIN.NS,4685.7144,3.789104,0.00105,0.050037837816330415,17.494,0.548,,-0.9134261568114731,0.03023,0.00113,29947121664.0,2026-06-19
HERITGFOOD,HERITGFOOD.NS,20.441357,2.764052,0.14436,0.18329933364926956,32.621,0.104,-0.367,-0.2025812619502868,0.02675,0.03317,30729394176.0,2026-06-19
RSYSTEMS,RSYSTEMS.NS,15.264843,3.9159908,,0.2044229799072264,33.46,0.299,0.696,0.4193715601225778,0.13757,0.1019,31084275712.0,2026-06-19
INTERARCH,INTERARCH.NS,23.815725,3.621743,0.16479999,0.22879961083087674,1.99,0.087,-0.052,0.2475774119925178,0.096820004,0.06982,31906772992.0,2026-06-19
MAITHANALL,MAITHANALL.NS,7.544966,0.79370064,,0.05265778014299904,10.735,-0.077,-0.021,-0.311863277158907,0.101289995,0.21628,32727203840.0,2026-06-19
CARRARO,CARRARO.NS,23.461203,5.419394,0.25534,0.2938633493953264,27.433,0.366,0.758,0.48163237513760115,0.08596,0.05788,30597496832.0,2026-06-19
GATEWAY,GATEWAY.NS,12.03125,1.3342575,0.10375,0.15464695745184104,25.362,-0.002,,-0.31064972604512703,0.14833,0.11559,30778060800.0,2026-06-19
NIITMTS,NIITMTS.NS,12.613469,1.9856387,0.17998,0.1857110801022248,20.621,0.222,0.588,0.08889230769230769,0.12765999,0.12691,30650554368.0,2026-06-19
SOLARA,SOLARA.NS,,1.9220799,-0.0063,0.12980649150610282,54.682,0.419,,-14.722222222222221,0.08164,-0.00541,27148322816.0,2026-06-19
JTLIND,JTLIND.NS,30.39313,1.9201368,0.07521,0.09609358594084613,16.038,0.474,1.516,-0.00352363884017434,0.07555,0.046090003,31301089280.0,2026-06-19
STEELCAS,STEELCAS.NS,34.02681,8.222092,,0.29636683793591406,,-0.043,0.07,0.20306407804105106,0.24870001,0.2086,29545340928.0,2026-06-19
RPSGVENT,RPSGVENT.NS,,1.1577213,0.00037,0.1363957740040411,188.138,0.152,,-1.813621533442088,0.08118,-0.01219,29011816448.0,2026-06-19
FLAIR,FLAIR.NS,24.910635,2.5720403,0.13085,0.18502448990825657,5.802,0.084,0.16,0.05177379547544569,0.13633001,0.111820005,29378961408.0,2026-06-19
VENUSPIPES,VENUSPIPES.NS,31.32754,5.2198153,0.16994,0.24418209227922852,42.948,0.162,0.066,0.09767572048358794,0.14267,0.08738,32118257664.0,2026-06-19
KITEX,KITEX.NS,569.931,3.1407125,-0.01079,0.029922238499536312,96.813,-0.446,,-0.9574094643872714,-0.11176,0.00821,32973359104.0,2026-06-19
DCAL,DCAL.NS,27.336014,0.39828628,0.015579999,0.05888139642274933,46.07,0.189,-0.495,29.07716049382716,0.0871,0.033239998,26657828864.0,2026-06-19
JUBLCPL,JUBLCPL.NS,22.427008,6.7799687,0.32558998,0.38287232380059383,11.133,0.218,0.233,0.4570940170940171,0.05705,0.06761,28283643904.0,2026-06-19
XPROINDIA,XPROINDIA.NS,163.353,4.7362475,0.02777,0.04303525972653944,40.676,-0.151,0.851,-0.49380220751946186,0.08164,0.03869,32473634816.0,2026-06-19
NSIL,NSIL.NS,53.950348,0.19332653,0.0035499998,0.004576899156225502,0.019,1.227,,0.16689393274493897,0.36196,0.53892,29355739136.0,2026-06-19
JASH,JASH.NS,41.280136,6.0198317,0.15712,0.1766342358237709,19.563,-0.033,0.581,-0.13128996798000347,0.21915,0.10348,31238682624.0,2026-06-19
POLYPLEX,POLYPLEX.NS,66.21244,0.70153177,0.00617,0.04779900070190033,13.292,0.075,1.456,-0.7851441135700971,-0.0032600001,0.00634,29744357376.0,2026-06-19
TATVA,TATVA.NS,66.2396,3.5753956,0.05531,0.11783814136579307,15.398,0.244,9.075,6.361106248906004,0.13696,0.083129995,27937134592.0,2026-06-19
JNKINDIA,JNKINDIA.NS,41.577354,4.7381015,0.12089,0.15695467325234452,15.97,0.769,1.464,1.1459312719327286,0.12755999,0.07934,26916630528.0,2026-06-19
SIYSIL,SIYSIL.NS,12.453313,1.9687058,0.16834,0.2110116332137467,24.131,0.159,0.357,0.021293455812261657,0.13878,0.08976,28741951488.0,2026-06-19
ROSSARI,ROSSARI.NS,20.613155,2.304002,0.11848,0.19069938488588173,32.695,0.182,0.335,0.09411342005308775,0.078439996,0.06227,30725730304.0,2026-06-19
FUSION,FUSION.NS,173.9902,1.1687808,0.00676,,226.829,3.687,,1.0113103696081793,0.15433,0.01802,28699797504.0,2026-06-19
MOREPENLAB,MOREPENLAB.NS,28.930635,2.2578607,0.078590006,0.0868912286332028,16.667,0.04,-0.189,-0.19609830164954534,0.03858,0.05254,27425083392.0,2026-06-19
ZAGGLE,ZAGGLE.NS,20.89756,2.1894228,0.104490004,0.4877062208306924,3.884,0.499,0.219,0.5705706388835178,0.32029998,0.07238,28857804800.0,2026-06-19
APCOTEXIND,APCOTEXIND.NS,26.988226,4.402728,0.17274,0.25918936321104863,15.522,0.138,1.074,0.8757430925226488,0.10837,0.07035,27340437504.0,2026-06-19
MONARCH,MONARCH.NS,15.43402,2.8714397,0.20495,,3.83,0.582,0.841,0.21389599774898505,0.64997,0.49444,27920498688.0,2026-06-19
ORIENTCEM,ORIENTCEM.NS,8.214589,1.2938159,0.17082001,0.21915485154122388,3.377,-0.216,0.317,2.7008155938206877,0.09774999,0.120900005,27763793920.0,2026-06-19
MEDIASSIST,MEDIASSIST.NS,29.975267,3.1601455,0.12717,0.1867812143715214,6.382,0.281,1.404,-0.032900890194654434,0.112849995,0.09714,27161589760.0,2026-06-19
INDOTECH,INDOTECH.NS,30.632143,21.410194,0.28350002,0.31495446224735574,1.391,0.158,0.141,0.45225422667501564,0.13001001,0.11862001,28458414080.0,2026-06-19
MARATHON,MARATHON.NS,13.143604,1.169686,0.11684,0.04996389393810794,4.266,-0.236,-0.362,0.08794469263501192,0.21598,0.40909,27089573888.0,2026-06-19
NOCIL,NOCIL.NS,48.620483,1.5170624,0.03147,0.05279647751028214,0.453,-0.028,-0.192,-0.4591678008944196,0.02234,0.04269,26961164288.0,2026-06-19
KKCL,KKCL.NS,21.001303,3.537793,0.14431,0.19477626953780652,,,,-0.017857142857142856,0.09177,0.117,29792696320.0,2026-06-19
DIAMONDYD,DIAMONDYD.NS,281.67487,3.8719637,0.01398,0.10817157061410601,6.454,0.049,,1.2834673007629578,0.00884,0.00563,27344078848.0,2026-06-19
VSSL,VSSL.NS,21.505335,2.2360735,0.1176,0.16023988268116,7.281,0.07,0.458,0.31084316899797076,0.10645001,0.06955,27279863808.0,2026-06-19
DDEVPLSTIK,DDEVPLSTIK.NS,14.062595,2.7980764,0.21841,0.2739460612200986,5.608,0.036,0.054,0.0879766723864388,0.09094,0.06846,28360882176.0,2026-06-19
SANGAMIND,SANGAMIND.NS,32.704018,2.5070262,0.07931,0.1694732153235335,118.739,0.204,2.46,1.5974842767295598,0.08743,0.02554,26479478784.0,2026-06-19
DALMIASUG,DALMIASUG.NS,11.687843,0.85738903,0.07285,0.10690133183275219,55.74,-0.027,-0.498,-0.3523666210670315,0.13453001,0.06542,27547693056.0,2026-06-19
CAMLINFINE,CAMLINFINE.NS,,2.5906918,-0.03362,0.08145479810386363,71.951,-0.029,,1.1986912235456062,0.00087,0.01603,26956216320.0,2026-06-19
BOROLTD,BOROLTD.NS,36.855537,3.0801942,0.088120006,0.16599112461167592,16.696,0.052,-0.054,0.005795156962270861,0.03229,0.06243,27458516992.0,2026-06-19
HLEGLAS,HLEGLAS.NS,52.64624,4.8587995,0.09648,0.1796104698185658,56.224,0.171,-0.475,-0.09896029883888187,0.08483,0.036530003,26253889536.0,2026-06-19
ARVSMART,ARVSMART.NS,29.005724,4.1173363,0.121350005,0.1079655739369932,65.077,-0.047,1.307,-0.1271449516707092,0.37097,0.17097999,27898591232.0,2026-06-19
