Symbol,Yahoo_Symbol,PE,PB,ROE,ROCE,Debt_To_Equity,Revenue_Growth,EPS_Growth,Profit_Growth,Operating_Margin,Net_Margin,Market_Cap,Factor_Date
THANGAMAYL,THANGAMAYL.NS,47.84106,14.430145,0.27927,0.3653124637081123,64.492,1.056,3.509,1.9622609721169235,0.07105,0.04137,168402386944.0,2026-06-19
PSB,PSB.NS,13.42473,1.2632164,0.096190006,,,0.338,0.291,0.30132994693994075,0.41716,0.25620002,177176756224.0,2026-06-19
LMW,LMW.NS,136.682,6.196009,0.046329997,0.054481711684448424,,0.161,0.332,0.2740473638046974,0.04243,0.040760003,177615552512.0,2026-06-19
CROMPTON,CROMPTON.NS,,6.0057325,-0.06337,0.2203208840955995,5.797,0.108,,-1.4355967263243097,0.099,-0.02991,180785168384.0,2026-06-19
INOXINDIA,INOXINDIA.NS,67.23968,15.468883,0.25901,0.28926255821794183,7.251,0.247,0.149,0.14095472873786768,0.16691999,0.16249001,172895404032.0,2026-06-19
NAVA,NAVA.NS,22.035175,2.1469765,0.10309,0.12611781288080767,20.684,0.122,-0.446,-0.2792632385674674,0.24535999,0.18333,173734494208.0,2026-06-19
COHANCE,COHANCE.NS,86.83083,3.9741657,0.03836,0.08399180976098164,9.928,-0.263,-0.89,-0.6322280132966718,0.07664,0.07901,155279147008.0,2026-06-19
BRIGADE,BRIGADE.NS,27.478502,1.9484805,0.10786,0.1075332769799403,84.316,-0.002,-0.424,-0.06032722818478768,0.19521,0.11311,177187700736.0,2026-06-19
ZYDUSWELL,ZYDUSWELL.NS,82.508095,2.842458,0.0343,0.05243598242042738,54.974,0.626,-0.058,-0.4315364658402998,0.14144,0.049790002,162228387840.0,2026-06-19
JBMA,JBMA.NS,79.38853,12.21423,0.15988,0.25224457726041416,190.282,0.123,-0.171,0.08355207765836263,0.104270004,0.03593,173480378368.0,2026-06-19
ZENTEC,ZENTEC.NS,92.33845,9.938901,0.11828,0.1245698974167076,0.95,-0.452,-0.688,-0.3097021489480064,0.25354,0.28131,178633048064.0,2026-06-19
CENTURYPLY,CENTURYPLY.NS,64.35224,6.4774013,0.107130006,0.2010101867633548,67.105,0.245,0.487,0.41752396801422836,0.0857,0.04867,168851472384.0,2026-06-19
DCMSHRIRAM,DCMSHRIRAM.NS,19.25777,2.131103,0.11617,0.1439437205376524,37.802,0.11,1.067,0.4123487844837573,0.0674,0.063039996,163115368448.0,2026-06-19
CHALET,CHALET.NS,26.589054,4.6291366,0.19132,0.19717803881740734,64.041,0.06,0.313,3.5250166590677936,0.36835,0.23291,171308154880.0,2026-06-19
GALLANTT,GALLANTT.NS,35.863274,5.229876,,0.19891447047157973,,,,0.2084279078031174,0.13781,0.11146,173408616448.0,2026-06-19
FINCABLES,FINCABLES.NS,24.818865,2.9104567,0.12326,0.0942872116097316,0.314,0.224,0.171,0.018479672360403557,0.08394,0.11291,177073176576.0,2026-06-19
SHRIPISTON,SHRIPISTON.NS,30.03432,5.7158914,,0.06664363555436863,,-0.053,-0.506,0.09060402684563758,0.05479,0.08016,165759483904.0,2026-06-19
AARTIIND,AARTIIND.NS,41.75886,2.9327855,0.07249,0.13932937436145745,83.392,0.132,0.434,0.26586102719033233,0.09837,0.05057,175213412352.0,2026-06-19
IGIL,IGIL.NS,30.202703,10.375142,,0.4864968966166374,9.594,0.209,0.284,0.0,0.60489,0.44124,154540310528.0,2026-06-19
NIVABUPA,NIVABUPA.NS,123.408455,4.518591,0.106520005,,9.883,0.268,0.902,-0.3875046834020232,0.08472,0.04336,161900494848.0,2026-06-19
POLYMED,POLYMED.NS,49.526814,5.123386,0.10845,0.13230947213151317,11.227,0.213,-0.268,-0.021459003087218348,0.13501,0.17177999,159322816512.0,2026-06-19
AETHER,AETHER.NS,69.59369,6.1999254,0.09375,0.14293367629827416,18.646,0.261,0.078,0.3853413122246209,0.21061,0.18917,152300945408.0,2026-06-19
NATCOPHARM,NATCOPHARM.NS,11.108726,1.8217777,0.16853,0.15293628822076485,7.742,-0.396,-0.341,-0.24763975814150843,0.104449995,0.34782,157562961920.0,2026-06-19
JUBLPHARMA,JUBLPHARMA.NS,38.77441,2.169129,0.05962,0.09702860191931484,50.943,0.187,-0.224,-0.5252561353347629,0.09716,0.048130002,154086948864.0,2026-06-19
JYOTICNC,JYOTICNC.NS,50.493576,8.491574,0.18224001,0.21615133802499026,42.609,0.041,-0.169,0.06325749185152368,0.22221,0.16053,169839575040.0,2026-06-19
MINDACORP,MINDACORP.NS,43.415283,5.822336,0.14739001,0.21522890118614826,55.348,0.29,1.391,0.4107373614755061,0.084910005,0.05824,153784827904.0,2026-06-19
CHOICEIN,CHOICEIN.NS,65.15611,8.640208,0.16240999,,49.768,0.218,0.153,0.3905704868850689,0.30106002,0.20622998,162715959296.0,2026-06-19
CCL,CCL.NS,39.444256,6.531173,0.18002,0.26100542761233747,56.487,0.464,0.124,0.2505738126195275,0.12503,0.08691,153299435520.0,2026-06-19
ARE&M,ARE&M.NS,17.241627,1.9081192,0.11567,0.1721936699531186,5.015,0.155,0.945,-0.051764108101241706,0.0644,0.06485,154500857856.0,2026-06-19
INOXWIND,INOXWIND.NS,34.04528,1.7721469,0.067540005,0.10768249334383502,20.631,-0.024,-0.47,-0.09411343710860619,0.11856,0.09211001,155921612800.0,2026-06-19
JINDALSAW,JINDALSAW.NS,17.383705,1.3408065,0.07964,0.13918870443015527,38.19,-0.082,-0.522,-0.4400764418824478,0.06073,0.054390002,168701788160.0,2026-06-19
USHAMART,USHAMART.NS,30.251238,4.5006094,0.16228001,0.20052272554824654,6.922,0.093,0.458,0.14384250963450257,0.18410999,0.12625,148440793088.0,2026-06-19
BEML,BEML.NS,102.557594,5.1653767,,0.10574646892921163,23.787,0.237,,-0.5167509913852044,-0.01629,0.05919,144614686720.0,2026-06-19
APLLTD,APLLTD.NS,21.804667,2.591117,0.12356,0.18131063933535968,25.224,0.044,0.292,0.15657673717047754,0.07541,0.09187,147009568768.0,2026-06-19
KSB,KSB.NS,60.35594,9.317105,,0.20510740311105657,0.31,0.01,-0.232,0.09301545610667744,0.060370002,0.09575,156409053184.0,2026-06-19
JSWDULUX,JSWDULUX.NS,7.4376597,5.989794,,,,,,3.5955762514551806,,,146835636224.0,2026-06-19
GRWRHITECH,GRWRHITECH.NS,46.18848,5.87693,0.13454,0.15989039870531116,0.59,0.089,0.391,0.021164180906950065,0.20688999,0.15953,156110077952.0,2026-06-19
VENTIVE,VENTIVE.NS,35.69193,2.7564313,0.07925,0.13084198754457665,38.079,0.101,0.329,2.538405905531448,0.38636002,0.15965,151790370816.0,2026-06-19
FINEORG,FINEORG.NS,38.928097,6.092825,0.16818,0.1772027492382327,2.56,0.024,0.21,0.016023526637505225,0.17879,0.17628999,162344566784.0,2026-06-19
APOLLO,APOLLO.NS,136.32164,11.250854,0.1121,0.14601376698921,41.527,0.813,1.348,1.0022607866118876,0.20691,0.12487,154393706496.0,2026-06-19
BASF,BASF.NS,35.70137,3.758035,0.10965,0.16003932956596775,3.35,0.048,1.55,-0.12307435394313865,0.02169,0.028110001,148725121024.0,2026-06-19
THELEELA,THELEELA.NS,39.379536,2.533227,0.08014,0.08866659842483596,28.065,0.082,0.219,7.429004537186108,0.48675,0.26395,163205218304.0,2026-06-19
AVANTIFEED,AVANTIFEED.NS,21.750675,4.0043745,0.19055,0.19954167953909077,0.357,0.06,-0.175,0.1460593694688592,0.10198,0.09991,131695026176.0,2026-06-19
CONCORDBIO,CONCORDBIO.NS,54.343433,6.998392,0.13543999,0.17786164664875462,0.115,-0.241,-0.37,-0.2979650055981249,0.30357,0.24733,140708806656.0,2026-06-19
KFINTECH,KFINTECH.NS,45.443226,9.416827,0.22312,0.3352647362724309,3.314,0.277,-0.05,0.35187036675770583,0.29232,0.26409,157705207808.0,2026-06-19
MAHSCOOTER,MAHSCOOTER.NS,46.25262,0.52118266,0.010620001,0.010037491474904809,,-0.036,-0.923,0.4488453463960812,0.83871,0.99144,143668527104.0,2026-06-19
AGARWALEYE,AGARWALEYE.NS,109.50839,7.1622386,0.083100006,0.16365684179675716,50.3,0.226,0.208,0.5958543014617781,0.15031,0.06403,144750297088.0,2026-06-19
SOBHA,SOBHA.NS,78.45727,3.2023377,0.04168,0.059076940318179956,22.403,0.602,1.243,1.0426250976913165,0.062230002,0.03726,151211327488.0,2026-06-19
ANURAS,ANURAS.NS,83.83366,4.4016104,0.05763,0.1516589686590406,40.335,0.275,-0.076,-0.27413610774159436,0.14881,0.07192,146887081984.0,2026-06-19
DOMS,DOMS.NS,59.70307,11.203367,0.20091999,0.283927344943951,10.849,0.187,0.168,0.13761962115622128,0.12871,0.09894,136670134272.0,2026-06-19
PGEL,PGEL.NS,81.801735,5.2980595,0.0669,0.11543714433387214,19.567,-0.101,-0.57,-0.3169929564765079,0.055359997,0.03717,161367359488.0,2026-06-19
TBOTEK,TBOTEK.NS,63.2645,11.103486,0.17795,0.16843758947528156,48.762,0.825,0.022,0.06270362911118747,0.09263,0.091239996,153758253056.0,2026-06-19
NSLNISP,NSLNISP.NS,233.09999,1.035057,0.00447,0.094638955243791,35.019,0.367,,1.0247369174902476,0.14343001,0.0043,136624840704.0,2026-06-19
SHAILY,SHAILY.NS,75.24457,20.024588,0.26877,0.3563413887104548,24.755,0.087,0.409,0.8246770261708137,0.22105,0.17151,127360843776.0,2026-06-19
RAINBOW,RAINBOW.NS,52.621998,8.899866,0.17941,0.2100723540454891,53.558,0.243,0.391,0.14336712896016826,0.22562,0.16341999,146580930560.0,2026-06-19
AZAD,AZAD.NS,101.67876,8.880935,0.09142,0.11875010127170701,31.025,0.273,0.343,0.5217595455690693,0.27558002,0.22037001,135731445760.0,2026-06-19
KIRLOSBROS,KIRLOSBROS.NS,40.737514,6.8956456,0.16481,0.2017800829223067,10.101,0.104,-0.187,-0.10043352601156069,0.108830005,0.08229999,152203083776.0,2026-06-19
VINATIORGA,VINATIORGA.NS,31.176334,4.7105007,0.14903,0.19436698599922714,,-0.069,0.007,0.09497840838988279,0.23154,0.19926001,138296655872.0,2026-06-19
HONASA,HONASA.NS,67.577484,9.531314,0.15449001,0.1332644393268379,9.586,0.232,1.755,1.7507669872191727,0.10106,0.08359,135055532032.0,2026-06-19
SCI,SCI.NS,10.795454,1.7121698,,0.04225226448668302,29.454,0.142,1.189,0.6037838734915479,0.21465999,0.01102,146027986944.0,2026-06-19
ASTRAMICRO,ASTRAMICRO.NS,83.663704,12.256647,0.15994,0.22709534106944695,21.883,0.197,0.439,0.25706669585066133,0.30614,0.16595,161093189632.0,2026-06-19
APTUS,APTUS.NS,14.285714,2.65763,0.20113,,156.2,0.221,0.259,0.2551731050583823,0.78612,0.61408,134699794432.0,2026-06-19
JSWHL,JSWHL.NS,96.932976,0.43001467,,0.0022121628006721065,,-0.419,-0.51,-0.25112433710452875,0.89515996,0.76741,142060011520.0,2026-06-19
PRIVISCL,PRIVISCL.NS,41.04028,9.523902,0.24757999,0.3072747961597572,70.891,0.176,0.409,0.7515738304562665,0.19924,0.12776,134535864320.0,2026-06-19
KEC,KEC.NS,23.437363,2.305032,0.10524999,0.23195972661095765,87.306,-0.07,-0.281,0.06106107859971265,0.06221,0.02576,141937836032.0,2026-06-19
INDIGRID,INDIGRID.NS,30.714912,2.197054,,,,,,-0.010401867516754938,,,133416214528.0,2026-06-19
DEVYANI,DEVYANI.NS,,9.3348,-0.025880001,0.1684354120672477,203.327,0.185,,-5.222428680730134,0.03274,-0.0068800002,141356548096.0,2026-06-19
LTFOODS,LTFOODS.NS,21.31316,7.478666,0.14936,0.22778820376365522,28.488,0.238,0.707,0.03311178305627709,0.1086,0.05678,133293039616.0,2026-06-19
SPLPETRO,SPLPETRO.NS,42.80822,5.9300256,0.14316,0.20425187842335052,5.61,0.048,0.579,-0.15694880325141963,0.14164,0.060900003,141031014400.0,2026-06-19
VIJAYA,VIJAYA.NS,79.61194,15.8480215,0.19698,0.24359377578064637,44.15,0.266,0.38,0.20295145469023287,0.32452,0.21245001,137212788736.0,2026-06-19
ABREL,ABREL.NS,,3.8063102,-0.08911,-0.04444282193428572,152.371,,,0.3599950396825397,-2.16209,-0.2535,140820873216.0,2026-06-19
WELSPUNLIV,WELSPUNLIV.NS,74.59813,3.3025093,0.04301,0.11041219051012795,46.501,-0.08,-0.221,-0.6801426872770512,0.059959996,0.02175,150292283392.0,2026-06-19
TEGA,TEGA.NS,88.29756,4.023115,0.05939,0.06432648757441768,11.693,-0.017,-0.636,-0.28716270237857283,0.06631,0.084309995,135988641792.0,2026-06-19
CEATLTD,CEATLTD.NS,19.915005,2.3680027,0.14787,0.2733598411543284,64.742,0.233,1.832,0.4768534190927556,0.096870005,0.04452,138948296704.0,2026-06-19
INGERRAND,INGERRAND.NS,57.48337,23.925493,0.41799,0.5918214870350031,1.501,-0.037,-0.042,-0.04298583336448249,0.21656999,0.17894,147312066560.0,2026-06-19
VGUARD,VGUARD.NS,44.55714,6.240371,0.13793,0.20073241160129413,6.964,0.141,0.231,-0.017180925666199158,0.08125,0.051680002,136239104000.0,2026-06-19
PARADEEP,PARADEEP.NS,14.144791,2.076744,0.18359,0.2679920475695331,101.822,0.346,-0.235,0.5047649253167807,0.06734,0.04567,140973178880.0,2026-06-19
ALIVUS,ALIVUS.NS,23.435797,3.966526,0.18359,0.22944335446990413,1.704,0.061,0.145,0.16237976883492886,0.282,0.22121,131944906752.0,2026-06-19
ARVIND,ARVIND.NS,32.314754,3.3033373,0.10657,0.20318568617296737,40.071,0.15,0.059,0.1710090808792328,0.08956,0.04449,133743992832.0,2026-06-19
FIVESTAR,FIVESTAR.NS,13.783893,2.0496106,0.16058001,,111.115,0.041,-0.037,0.024480789982264634,0.60508,0.48518002,151560060928.0,2026-06-19
ECLERX,ECLERX.NS,19.116817,5.136067,0.29,0.35162441851637943,15.012,0.233,0.26,0.30515882696473057,0.21125999,0.17153,132525678592.0,2026-06-19
ENGINERSIN,ENGINERSIN.NS,20.773354,4.5807433,0.23786,0.21792392845293035,0.534,-0.083,-0.303,0.19286587659651314,0.15223,0.17606,143725477888.0,2026-06-19
EIDPARRY,EIDPARRY.NS,10.51259,1.4230616,0.099130005,0.21497878932306988,23.647,0.157,,-0.35157966641999205,0.04895,0.014780001,124818128896.0,2026-06-19
HAPPYFORGE,HAPPYFORGE.NS,45.94992,6.506439,0.15161,0.2161979295109568,15.489,0.204,0.23,0.12785175385689976,0.25678,0.195,138515906560.0,2026-06-19
IRCON,IRCON.NS,21.87362,1.958887,0.09084,0.05409340417220316,85.833,-0.065,-0.088,-0.1813832639089372,0.0699,0.06565,130223808512.0,2026-06-19
GRAPHITE,GRAPHITE.NS,72.00111,2.1615877,0.02917,0.03325062034739454,6.267,0.225,,-0.6212121212121212,0.06127,0.06136,126183325696.0,2026-06-19
INDGN,INDGN.NS,31.478914,3.9966805,0.13941,0.17517897241164654,4.601,0.328,-0.323,-0.013769363166953529,0.12139,0.114259996,125577707520.0,2026-06-19
TRIDENT,TRIDENT.NS,34.851353,2.8207374,0.080299996,0.14917553105331008,38.323,-0.124,-0.186,0.019546880069211636,0.105670005,0.05628,131415121920.0,2026-06-19
SOUTHBANK,SOUTHBANK.NS,8.736937,1.1092303,0.13526,,,0.112,0.183,0.11705932008287928,0.43144,0.28946,126928347136.0,2026-06-19
INDIAMART,INDIAMART.NS,26.657784,5.2566633,0.20703,0.1597094954612961,0.962,0.139,-0.723,-0.13803572920184928,0.31066,0.30253,126297194496.0,2026-06-19
TMB,TMB.NS,9.233867,1.2211756,0.13992,,,0.235,0.28,0.13101529667430514,0.54293,0.39859,123482464256.0,2026-06-19
ELECON,ELECON.NS,35.190914,5.1516433,0.15851,0.20372764408997446,11.824,-0.065,-0.959,-0.17814984341122622,0.17548001,0.14419,119952982016.0,2026-06-19
TECHNOE,TECHNOE.NS,28.16485,3.0389218,0.11364,0.09940472384610964,1.744,0.238,-0.149,0.1203986333920486,0.1277,0.14573,126371119104.0,2026-06-19
PRUDENT,PRUDENT.NS,56.68035,16.491213,0.28643999,,3.866,0.22,0.143,0.13497545556957186,0.22248,0.16623,125772791808.0,2026-06-19
UTIAMC,UTIAMC.NS,30.273973,2.77639,0.09776,0.16556572289748714,3.129,0.067,,-0.44753858562659776,0.38298,0.23798999,122136829952.0,2026-06-19
AFCONS,AFCONS.NS,45.985294,2.104661,0.04681,0.13346309437520903,66.542,-0.189,,-0.4833713358394445,-0.02167,0.02105,115006259200.0,2026-06-19
JWL,JWL.NS,69.152115,4.0057783,0.05768,0.12158667094200781,33.365,-0.253,-0.725,-0.5524424539382984,0.08394,0.05777,118509805568.0,2026-06-19
GRAVITA,GRAVITA.NS,33.352535,5.1582975,0.16680999,0.1960781382805527,29.934,0.131,-0.032,0.21258683056435865,0.094069995,0.08881,126517714944.0,2026-06-19
CANFINHOME,CANFINHOME.NS,10.819944,1.9641306,0.19655001,,637.09,0.243,0.478,0.266677555267915,0.80419,0.67294997,117462327296.0,2026-06-19
TITAGARH,TITAGARH.NS,103.792915,5.1874056,0.049200002,0.12276777839710437,25.363,-0.129,-0.188,0.39623069936421434,0.094840005,0.038599998,126222983168.0,2026-06-19
HOMEFIRST,HOMEFIRST.NS,22.462673,2.7740726,0.15714,,243.944,0.306,0.24,0.41436341174869395,0.66920996,0.51027,121004703744.0,2026-06-19
BALRAMCHIN,BALRAMCHIN.NS,29.597204,2.6899722,0.095410004,0.13723557001243172,76.606,0.067,-0.307,-0.13379483531584185,0.14968,0.060349997,116429348864.0,2026-06-19
MARKSANS,MARKSANS.NS,28.30911,3.911024,0.15159,0.1802078245563937,11.248,0.208,0.635,0.09807528082506733,0.1999,0.14162,118280273920.0,2026-06-19
JMFINANCIL,JMFINANCIL.NS,10.091634,1.1358948,0.111269996,,102.435,-0.0,-0.21,0.46347907611011674,0.3355,0.34355998,121136439296.0,2026-06-19
BLUEDART,BLUEDART.NS,47.08868,6.565419,0.14832,0.3902672277670804,,0.08,1.891,-0.019927105617621423,0.13491,0.040289998,116670251008.0,2026-06-19
PCBL,PCBL.NS,61.070038,3.0918188,0.05125,0.13531902209409288,124.132,-0.01,-0.613,-0.5447077772664519,0.07217,0.02416,123507908608.0,2026-06-19
CARTRADE,CARTRADE.NS,57.94751,4.9782243,0.09849,0.0933982206736652,5.363,0.198,0.573,0.6561320096130138,0.29896998,0.28617,124057911296.0,2026-06-19
AAVAS,AAVAS.NS,17.928848,2.3073354,0.13916,,310.553,0.192,0.183,0.14069316550434222,0.53083,0.42080003,116679901184.0,2026-06-19
AVALON,AVALON.NS,103.79596,16.198605,0.16943,0.26318516131886666,29.503,0.4,0.69,0.7803874588187077,0.101169996,0.0692,116878467072.0,2026-06-19
LUMAXTECH,LUMAXTECH.NS,40.511505,9.321065,0.24350001,0.3177484289396755,83.409,0.251,0.509,0.5686469519432522,0.10687,0.05726,112821452800.0,2026-06-19
NUVOCO,NUVOCO.NS,31.013916,1.0894159,0.03742,0.123879113366944,48.061,0.087,-0.149,15.472985347985349,0.10877,0.031689998,111432720384.0,2026-06-19
RPOWER,RPOWER.NS,,0.6831193,-0.0208,0.0936228956985646,92.348,-0.046,,-1.1142840665845724,0.19662,-0.04421,109556572160.0,2026-06-19
VIYASH,VIYASH.NS,64.28927,3.8456945,0.11565,0.17765968570179416,15.724,1.29,2.284,6.63479758828596,0.13914,0.05183,112520216576.0,2026-06-19
ACE,ACE.NS,27.976498,5.7761493,0.22885999,0.2478080956712873,0.393,0.071,-0.065,0.014344362445628268,0.15822,0.12652999,116175495168.0,2026-06-19
GODREJAGRO,GODREJAGRO.NS,23.402523,5.4437356,0.18681,0.26641593405237307,72.751,0.083,0.482,0.10020478451084427,0.03481,0.04634,110606983168.0,2026-06-19
METROPOLIS,METROPOLIS.NS,59.428734,7.468514,0.13373,0.22219450348039738,15.212,0.23,0.73,0.3107513849579529,0.16348,0.11545,113234362368.0,2026-06-19
MGL,MGL.NS,14.253495,1.864761,0.13627,0.20655940808079082,3.461,0.045,-0.474,-0.19142145789073992,0.07491,0.102010004,119856955392.0,2026-06-19
SHILPAMED,SHILPAMED.NS,44.549477,4.180602,0.09822,0.1521268275270774,25.465,0.315,6.446,2.1076628352490423,0.20387,0.15812,108303433728.0,2026-06-19
SIGNATURE,SIGNATURE.NS,10.089343,15.170874,0.84882003,-0.01269216530229973,161.04,1.128,17.897,9.829001909322042,0.043330003,0.42168,110279811072.0,2026-06-19
SANOFICONR,SANOFICONR.NS,42.529705,28.56012,,0.800226950788342,6.458,0.328,0.357,0.3265193370165746,0.37347,0.27583,109809885184.0,2026-06-19
TI,TI.NS,470.4737,3.724056,0.0108,0.08429773345160713,77.177,1.34,,-0.9090991054165873,0.12222999,0.0089,110473003008.0,2026-06-19
IEX,IEX.NS,22.205776,8.068473,0.39419997,0.45960911312033675,0.818,0.125,0.098,0.1485477402730066,0.84190005,0.65990996,109401718784.0,2026-06-19
IIFLCAPS,IIFLCAPS.NS,20.193209,3.4981134,0.20198,,59.292,0.12,-0.111,-0.21196476617426946,0.26115,0.24367,107494965248.0,2026-06-19
OLECTRA,OLECTRA.NS,69.97685,10.112736,,0.006492761522530014,30.841,0.433,1.641,0.27798022125980565,0.13746001,0.020079998,124065030144.0,2026-06-19
ZEEL,ZEEL.NS,41.446808,0.94475967,0.02332,0.028706429013138808,2.26,-0.073,,-0.5980868285504047,-0.15602,0.03372,112265510912.0,2026-06-19
UJJIVANSFB,UJJIVANSFB.NS,16.518518,1.6542555,0.10739,,,0.444,2.34,-0.04609557912133315,0.29524,0.16572,112785932288.0,2026-06-19
MEDPLUS,MEDPLUS.NS,46.50411,5.1575775,0.118240006,0.12440356717906657,72.133,0.235,0.241,0.46118997884541185,0.05,0.03187,101916819456.0,2026-06-19
JKTYRE,JKTYRE.NS,14.7267065,1.8863181,0.14051,0.19219896066836345,80.551,0.124,0.766,0.5234477749641756,0.09810001,0.04754,115733823488.0,2026-06-19
RKFORGE,RKFORGE.NS,148.56422,3.2449741,0.02269,0.127361412399816,74.422,0.285,0.244,-0.8270049625902235,0.098409995,0.01694,107216248832.0,2026-06-19
DIACABS,DIACABS.NS,69.450005,-18.17587,,0.12257507803167497,,1.085,6.919,3.5849230528412037,0.11003,0.08281,109794426880.0,2026-06-19
BLS,BLS.NS,15.889423,4.4172683,0.30143,0.26058921011558267,15.468,0.176,0.314,0.3511632890099721,0.21951,0.22904,108806479872.0,2026-06-19
NAZARA,NAZARA.NS,10.993755,3.1801612,0.01974,0.06766496261046907,6.051,-0.236,646.629,0.264178317066737,0.080699995,0.052399997,110861656064.0,2026-06-19
FIRSTCRY,FIRSTCRY.NS,,2.1468937,-0.0383,0.010267012600938962,29.762,0.12,,0.26763880982101357,-0.01574,-0.0164,104514805760.0,2026-06-19
MMTC,MMTC.NS,29.019382,5.297156,0.20266001,-0.08450684419384703,0.114,1.652,83.025,3.4716610873831235,-189.67213,113.60117,112305004544.0,2026-06-19
BBTC,BBTC.NS,8.534696,1.5062177,0.28709,0.37414814269694563,16.57,0.078,0.438,0.10692748278595797,0.16921,0.062589996,106067247104.0,2026-06-19
FINPIPE,FINPIPE.NS,18.123713,1.7470808,0.09731,0.10482786012862978,7.171,0.121,0.59,-0.2512155794157719,0.23275,0.14563,108699590656.0,2026-06-19
PGHL,PGHL.NS,31.92214,19.876268,0.61592996,0.7787251785409774,1.771,0.191,0.546,0.626579759180018,0.34936002,0.23219,104260714496.0,2026-06-19
TEJASNET,TEJASNET.NS,,3.7066011,-0.26822,-0.25214230372718976,142.52,-0.826,,-3.0354511454997426,-0.65823996,-0.82381,108483543040.0,2026-06-19
SANDUMA,SANDUMA.NS,15.811852,3.1893976,0.22318001,0.30505340403525677,30.563,0.143,0.509,0.39660122934257824,0.22017,0.12905,103763935232.0,2026-06-19
INTELLECT,INTELLECT.NS,30.596462,3.2498798,0.11411,0.1702012374614008,4.961,0.167,-0.113,0.03804707126801534,0.14716,0.1137,103439040512.0,2026-06-19
KTKBANK,KTKBANK.NS,7.9710984,0.7883626,0.10358,,,-0.017,0.615,0.029775700200337825,0.45573002,0.40889,104302469120.0,2026-06-19
KIRLPNU,KIRLPNU.NS,48.866295,9.99844,0.21473,0.2786706194414105,0.262,0.203,0.797,0.20350212967345008,0.24951,0.14333001,124875628544.0,2026-06-19
EDELWEISS,EDELWEISS.NS,16.778227,2.5557399,0.11472999,,319.986,-0.068,-0.182,0.3705839580773763,0.06518,0.07966,118155550720.0,2026-06-19
ZENSARTECH,ZENSARTECH.NS,13.318991,2.1561809,,0.11120807086247086,1.68,0.067,0.192,0.19205909510618652,0.14679,0.072670005,101760761856.0,2026-06-19
LLOYDSENT,LLOYDSENT.NS,24.672077,1.6190131,0.09865,0.01860256122219726,14.694,0.471,4.825,3.963922942206655,0.05312,0.16139,116002676736.0,2026-06-19
SBFC,SBFC.NS,22.87805,2.7601223,0.13038999,,192.253,0.244,0.29,0.3061262921244148,0.60861,0.44346002,103798824960.0,2026-06-19
LLOYDSENGG,LLOYDSENGG.NS,57.234898,7.0299234,0.16820998,0.10713416437844295,6.45,1.134,1.125,0.840992825286019,0.10967,0.14593,121547309056.0,2026-06-19
HEG,HEG.NS,26.998987,2.1621864,0.07338,0.12233610940177055,16.73,0.112,,-0.6308530151684858,-0.01126,0.12599,102953517056.0,2026-06-19
SWANCORP,SWANCORP.NS,36.899536,1.4204874,0.029949998,-0.01856911840417023,24.515,0.016,,-0.6370635360908139,-0.33719003,0.06271,100165148672.0,2026-06-19
WAAREERTL,WAAREERTL.NS,21.593538,15.663795,,0.004401368519271718,15.598,1.312,0.667,1.0889052189967834,0.18571,-0.34030998,103218855936.0,2026-06-19
BLACKBUCK,BLACKBUCK.NS,63.240322,7.1302905,0.12059,0.1130409628100126,4.164,0.525,-0.858,19.526054303870595,0.14942999,0.24594,101098586112.0,2026-06-19
JUBLINGREA,JUBLINGREA.NS,36.555172,3.231815,0.09182,0.14569298205045195,25.328,0.121,0.161,0.10646175896802962,0.096920006,0.06333,100836065280.0,2026-06-19
VOLTAMP,VOLTAMP.NS,33.864758,6.278269,0.18073,0.19487430900380276,0.03,-0.018,-0.505,-0.06154943929748394,0.12549,0.1418,103260389376.0,2026-06-19
MANYAVAR,MANYAVAR.NS,26.923576,5.135713,0.20025998,0.253918911314782,23.295,0.087,0.131,-0.0332816779587718,0.33791,0.26162001,101005647872.0,2026-06-19
RITES,RITES.NS,24.860655,3.8116696,0.16396,0.16991974977077653,0.236,0.248,-0.022,0.06619022869022868,0.19740999,0.16988,102036987904.0,2026-06-19
BANCOINDIA,BANCOINDIA.NS,20.628881,5.6394167,0.3225,0.35351511153091625,36.44,0.256,-0.039,0.22940275650842268,0.15061,0.12362,95012519936.0,2026-06-19
RAILTEL,RAILTEL.NS,32.49243,4.5660157,0.16254,0.28647302339189185,2.817,0.276,0.253,0.21770033711059664,0.10985,0.08096,103342161920.0,2026-06-19
WHIRLPOOL,WHIRLPOOL.NS,34.646244,2.4494388,0.072459996,0.08278949066732974,8.621,0.088,-0.328,-0.1817548746518106,0.03138,0.03656,101929721856.0,2026-06-19
WABAG,WABAG.NS,27.197287,5.046069,0.15674,0.152014014583665,8.874,0.223,0.206,0.25465628174737553,0.11022,0.09394,117433868288.0,2026-06-19
CYIENT,CYIENT.NS,22.488335,1.6869007,0.077659994,0.12106311195626338,7.528,0.009,-0.679,-0.3050186779275621,0.09528,0.058870003,95847964672.0,2026-06-19
AKUMS,AKUMS.NS,36.003006,2.7682085,0.08019,0.11994463205802663,4.726,0.094,-0.426,-0.2453988455715367,0.09639,0.05854,91777032192.0,2026-06-19
NCC,NCC.NS,14.75,1.2668424,0.093219995,0.18981121255759476,43.056,0.017,-0.188,-0.17631848563204372,0.07795,0.03243,99645538304.0,2026-06-19
