Security_ID,Symbol,Company_Name,Sector,Industry,Last_Close,Market_Cap,Log_Market_Cap,Momentum_1M,Momentum_3M,Momentum_6M,Momentum_12M,Volatility_20D,Volatility_60D,ATR_14,Max_Drawdown_252D,SMA_50,SMA_200,Distance_SMA50,Distance_SMA200,Price_52W_High,Distance_52W_High,ADV_20D,Dollar_Volume,Turnover_Ratio,Factor_Date,Engine_Version,Momentum_1M_Rank,Momentum_3M_Rank,Momentum_6M_Rank,Momentum_12M_Rank,ADV_20D_Rank,Dollar_Volume_Rank,Market_Cap_Rank,Log_Market_Cap_Rank,Distance_SMA50_Rank,Distance_SMA200_Rank,Distance_52W_High_Rank,Volatility_20D_Rank,Volatility_60D_Rank,ATR_14_Rank,Max_Drawdown_252D_Rank,Alpha_Score,Liquidity_Penalty,Alpha_Adjusted,Rank,Ranking_Date
SECF9A9BF81,SIGNPOST,Signpost India Limited,Communication Services,Advertising Agencies,264.45001220703125,14164250000.0,23.373987021421552,-0.0622339992658466,0.149532748093613,0.2704781165573591,0.3981440039445887,0.490400415911458,0.5112348090295219,14.767857142857142,-0.5844946461557584,269.9875994873047,246.5568840789795,-0.020510524523308,0.072572007854869,306.54998779296875,-0.137334781479,26754570.668778997,26754570.668778997,96800.65,2026-06-12,2.0.0,0.23684210526315788,0.7631578947368421,0.9736842105263158,0.9736842105263158,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.42105263157894735,0.8421052631578947,0.868421052631579,0.1578947368421053,0.3157894736842105,0.3421052631578947,0.42105263157894735,0.6894736842105263,0.631578947368421,0.6263157894736843,337.0,2026-06-12
SECD3212E8E,ENGINERSIN,Engineers India Limited,Industrials,Engineering & Construction,232.44000244140625,127398143658.77968,25.570583009011123,-0.0579939110783941,0.1582041936008733,0.2192371525861307,-0.0192076598852706,0.5082874173733354,0.5151726297806446,8.212140764508929,-0.485502134825723,236.3128005981445,205.7371154785156,-0.0163884400122871,0.1297912965328762,262.3500061035156,-0.1140080158805399,897365274.0750191,897365274.0750191,3902851.25,2026-06-12,2.0.0,0.22397476340694006,0.6277602523659306,0.7350157728706624,0.61198738170347,0.8359621451104101,0.8359621451104101,0.7539432176656151,0.7539432176656151,0.41009463722397477,0.7160883280757098,0.7381703470031545,0.24605678233438488,0.3249211356466877,0.7318611987381703,0.26813880126182965,0.6421135646687697,0.16403785488958988,0.6257097791798107,338.0,2026-06-12
SEC4AA81023,HARDWYN,Hardwyn India Limited,Industrials,Building Products & Equipment,24.149999618530277,11815220027.111929,23.192654370104385,0.0142797211345688,0.3575041245473933,0.4189188583431709,0.6655172150710533,0.3995457696293044,0.4563755726625036,1.174285616193499,-0.7136421218105456,24.23419994354248,18.01585000038147,-0.0034744421193341,0.340486272810826,27.290000915527344,-0.1150605053739842,95747682.26865776,95747682.26865776,3812515.6,2026-06-12,2.0.0,0.5205047318611987,0.8264984227129337,0.8832807570977917,0.917981072555205,0.4416403785488959,0.4416403785488959,0.19873817034700317,0.19873817034700317,0.48264984227129337,0.9022082018927445,0.7350157728706624,0.4637223974763407,0.5236593059936909,0.9747634069400631,0.8548895899053628,0.681230283911672,0.5583596214511042,0.6253943217665615,339.0,2026-06-12
SEC4A74FD22,OLAELEC,OLA ELECTRIC MOBILITY LTD,Consumer Cyclical,Auto Manufacturers,46.16999816894531,204054676213.0144,26.04165381553154,0.2940021797658965,0.9481011258507216,0.3444961550317844,-0.0579473627800574,0.6208860374731242,0.8038871111283031,2.720714841570173,-0.8442410269400281,37.88640037536621,40.01055016517639,0.2186430410782733,0.1539455963074925,68.98999786376953,-0.3307725815542931,7452435402.45641,7452435402.45641,173652700.3,2026-06-12,2.0.0,0.9612403100775194,0.9922480620155039,0.9069767441860465,0.5503875968992248,0.9961240310077519,0.9961240310077519,0.8372093023255814,0.8372093023255814,0.937984496124031,0.8294573643410853,0.29844961240310075,0.10465116279069764,0.011627906976744207,0.9457364341085271,0.9689922480620154,0.6251937984496123,0.003875968992248069,0.6248062015503875,340.0,2026-06-12
SEC78832F16,INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,162.3300018310547,14183430640.571228,23.37534026394897,0.2124131941971243,0.1314560566660816,0.7931073016669212,0.7216035661775326,0.5819705024651537,0.5767255496166726,8.96428462437221,-0.6031575556304258,142.89279968261718,118.09604999542236,0.136026463136071,0.3745591138513686,164.19000244140625,-0.0113283426682165,208058301.6608673,208058301.6608673,1342175.3,2026-06-12,2.0.0,0.873015873015873,0.5158730158730159,0.9523809523809523,0.9285714285714286,0.46825396825396826,0.46825396825396826,0.16666666666666666,0.16666666666666666,0.746031746031746,0.8888888888888888,0.8888888888888888,0.2142857142857143,0.19047619047619047,0.8492063492063492,0.6349206349206349,0.676984126984127,0.5317460317460317,0.6238095238095238,341.0,2026-06-12
SEC7AA1D9DD,AEROENTER,Aeroflex Enterprises Limited,Basic Materials,Steel,109.3499984741211,12499284911.956787,23.248937272574825,0.0747985135653472,0.5394903611626325,0.3646574594067733,0.2185435941907003,0.2905772398727555,0.6294708232127832,4.810000283377511,-0.5594835785570271,94.96999969482422,85.58023956298828,0.1514162243393222,0.2777482165569065,112.38957977294922,-0.0270450455012708,43187945.65229378,43187945.65229378,424133.7,2026-06-12,2.0.0,0.8210116731517509,0.9455252918287937,0.8871595330739299,0.7976653696498055,0.33852140077821014,0.33852140077821014,0.2723735408560311,0.2723735408560311,0.8988326848249028,0.914396887159533,0.933852140077821,0.6770428015564203,0.1245136186770428,0.7782101167315175,0.5447470817120623,0.6896887159533074,0.6614785992217899,0.6235408560311284,342.0,2026-06-12
SECC730901A,VADILALIND,Vadilal Industries Limited,Consumer Defensive,Packaged Foods,6032.0,43155011835.06348,24.488064396863468,0.4392058882671072,0.2075109336431495,0.1623470469216688,0.1116663752564761,0.4587303524247204,0.4608705453549,280.0857282366072,-0.4482868479643872,4717.3219921875,4969.8607104492185,0.2786915987481411,0.2137161082437613,6032.0,0.0,255184147.6903076,255184147.6903076,48384.1,2026-06-12,2.0.0,1.0,0.7555555555555555,0.7444444444444445,0.7222222222222222,0.7111111111111111,0.7111111111111111,0.5111111111111111,0.5111111111111111,0.9888888888888889,0.8888888888888888,0.9888888888888889,0.19999999999999996,0.38888888888888884,0.011111111111111072,0.3222222222222222,0.6522222222222223,0.28888888888888886,0.6233333333333334,343.0,2026-06-12
SECF34FD749,POCL,Pondy Oxides And Chemicals Limited,Basic Materials,Specialty Chemicals,1243.699951171875,37833985960.0,24.356473635095032,-0.18871120477814257,0.1265398108440896,-0.0282076076566067,0.6133396610311201,0.4774372192695525,0.5536860415828933,60.59285191127232,-0.5692378019501378,1307.0920043945312,1275.8873416137694,-0.0484985395133072,-0.025227454957883,1544.800048828125,-0.1949120197689419,555926477.5566895,555926477.5566895,407060.5,2026-06-12,2.0.0,0.005836575875486381,0.5758754863813229,0.4396887159533074,0.9416342412451362,0.8443579766536965,0.8443579766536965,0.5291828793774319,0.5291828793774319,0.23735408560311283,0.48249027237354086,0.5719844357976653,0.21011673151750976,0.2490272373540856,0.10505836575875482,0.5914396887159533,0.6387159533073931,0.1556420233463035,0.6231517509727627,344.0,2026-06-12
SECB28F31B0,ASHAPURMIN,Ashapura Minechem Limited,Basic Materials,Other Industrial Metals & Mining,687.9000244140625,65440152268.80994,24.904401856084316,0.0766943154289876,0.2941398555388357,-0.0221748053815742,0.727493282918146,0.6411837384696506,0.5925145994028108,40.18572562081473,-0.5620992932860598,636.4489978027344,650.4726043701172,0.080840769313734,0.0575388106931697,902.4500122070312,-0.2377416863990786,759770681.6801666,759770681.6801666,1074267.5,2026-06-12,2.0.0,0.8287937743190662,0.8210116731517509,0.45525291828793774,0.9571984435797666,0.8832684824902723,0.8832684824902723,0.6536964980544747,0.6536964980544747,0.8132295719844358,0.6614785992217899,0.48249027237354086,0.07003891050583655,0.15953307392996108,0.19844357976653693,0.5680933852140078,0.6348249027237354,0.11673151750972766,0.6231517509727627,344.0,2026-06-12
SECC5A7D273,PTCIL,PTC Industries Limited,Industrials,Metal Fabrication,18467.0,276027819639.0,26.343767493377484,0.1000119132713843,0.028343913576122,-0.023323460968902,0.282163438172603,0.6011338920688037,0.454586417710725,438.3328571428571,-0.4168231088445634,16653.5,16900.595,0.108896027862011,0.0926834232759259,19380.0,-0.047110423116615,647227021.2,647227021.2,35194.6,2026-06-12,2.0.0,0.7823343848580442,0.33753943217665616,0.4037854889589905,0.832807570977918,0.7854889589905363,0.7854889589905363,0.8769716088328076,0.8769716088328076,0.8138801261829653,0.6750788643533123,0.889589905362776,0.12618296529968454,0.5362776025236593,0.007886435331230235,0.12933753943217663,0.644006309148265,0.21451104100946372,0.6225552050473185,345.0,2026-06-12
SECAEBEFDA6,HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,2448.89990234375,1032840015513.0,27.663333420415547,-0.0743618937374532,0.0302439383120698,-0.0409815768384488,-0.0226473861231571,0.2501077126110193,0.4046234681308412,64.32215235067903,-0.4844566600852255,2598.322802734375,2616.059149169922,-0.0575074429679707,-0.0638973499048031,2882.94384765625,-0.1505558097031147,2219820323.407898,2219820323.407898,868832.6,2026-06-12,2.0.0,0.147239263803681,0.4539877300613497,0.49079754601226994,0.5337423312883436,0.8650306748466258,0.8650306748466258,0.8588957055214724,0.8588957055214724,0.11042944785276074,0.38650306748466257,0.5766871165644172,0.6932515337423313,0.4355828220858896,0.07975460122699385,0.42944785276073616,0.6355828220858895,0.13496932515337423,0.622085889570552,346.0,2026-06-12
SEC5911EEC6,WALCHANNAG,Walchandnagar Industries Limited,Industrials,Engineering & Construction,265.6000061035156,17992823686.08264,23.613238831240416,0.1406975188149575,0.6539013149030646,0.7425535316508756,-0.0007523765938202,0.6359715606570249,0.667551604904591,16.793570382254465,-0.6857170395742795,225.45800018310547,187.0875001525879,0.1780464915319433,0.4196566092704923,265.79998779296875,-0.0007523765938202,675671722.3634888,675671722.3634888,2701534.95,2026-06-12,2.0.0,0.8454258675078864,0.9589905362776026,0.9621451104100947,0.6340694006309149,0.7981072555205048,0.7981072555205048,0.2807570977917981,0.2807570977917981,0.9211356466876972,0.9337539432176656,0.9747634069400631,0.09463722397476337,0.06624605678233442,0.5205047318611987,0.7823343848580442,0.6421135646687698,0.20189274447949523,0.6219242902208203,347.0,2026-06-12
SEC93656870,ITI,ITI Limited,Technology,Communication Equipment,298.3500061035156,288663007953.03595,26.388525782232826,0.0404533778675348,0.1521528945323391,-0.0099552013912005,-0.0946745041576323,0.2217163228700971,0.4177032999892414,10.225001743861608,-0.5700560231784478,292.848200378418,298.64149993896484,0.0187872273689515,-0.0009760660708869,356.6499938964844,-0.1634655510743958,208060870.82745057,208060870.82745057,698261.95,2026-06-12,2.0.0,0.5849056603773585,0.5849056603773585,0.6226415094339622,0.6320754716981132,0.4056603773584906,0.4056603773584906,0.839622641509434,0.839622641509434,0.5754716981132075,0.6698113207547169,0.7735849056603774,0.9622641509433962,0.7452830188679245,0.6981132075471699,0.3867924528301887,0.6806603773584906,0.5943396226415094,0.6212264150943396,348.0,2026-06-12
SEC84FEF097,ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5305.0,633634717500.0,27.17473846997958,-0.0329930732774335,-0.0255326965466569,-0.056415294551484,0.0991201486881139,0.1873298956307215,0.2519016461279648,147.82142857142858,-0.2774771891631987,5420.4,5492.67873046875,-0.0212899417017193,-0.0341688891119129,5842.8974609375,-0.0920600548843438,984760226.05,984760226.05,182152.75,2026-06-12,2.0.0,0.24603174603174602,0.11904761904761904,0.31746031746031744,0.5634920634920635,0.8174603174603174,0.8174603174603174,0.8888888888888888,0.8888888888888888,0.1984126984126984,0.3253968253968254,0.6190476190476191,0.8888888888888888,0.8968253968253969,0.0714285714285714,0.05555555555555558,0.6392857142857142,0.18253968253968256,0.6210317460317459,349.0,2026-06-12
SEC81BAA64C,LTF,L&T Finance Limited,Financial Services,Credit Services,274.3500061035156,684003192327.0,27.25122842170281,-0.0127349804477642,0.0439722711408163,-0.0880913460538721,0.423086886743119,0.3761456050288767,0.4161243259875172,7.75,-0.3972602327563609,276.61403503417966,274.68648834228514,-0.0081847941315931,-0.0012249682931263,317.0358581542969,-0.1346404545507488,1252988477.2937896,1252988477.2937896,4602288.45,2026-06-12,2.0.0,0.3987730061349693,0.50920245398773,0.38650306748466257,0.9202453987730062,0.7668711656441718,0.7668711656441718,0.7791411042944786,0.7791411042944786,0.4723926380368098,0.5521472392638037,0.656441717791411,0.21472392638036808,0.3803680981595092,0.5950920245398773,0.2638036809815951,0.6441717791411044,0.2331288343558282,0.6208588957055216,350.0,2026-06-12
SEC7F22642E,PGIL,Pearl Global Industries Limited,Consumer Cyclical,Apparel Manufacturing,1628.0,75210834534.5,25.043561133780862,-0.0208536105014347,0.0995908785059798,0.0423774245307491,0.2287395819388611,0.2985828621237756,0.4175980945979963,59.12142508370536,-0.4566766215132117,1580.7628271484375,1499.3996533203126,0.0298825175037638,0.0857678914323549,1907.16015625,-0.1463747841706726,88369726.04229125,88369726.04229125,54263.05,2026-06-12,2.0.0,0.35271317829457366,0.5155038759689923,0.627906976744186,0.7906976744186046,0.4689922480620155,0.4689922480620155,0.6705426356589147,0.6705426356589147,0.6162790697674418,0.7635658914728682,0.7286821705426356,0.6705426356589148,0.5968992248062015,0.1589147286821705,0.2945736434108527,0.6736434108527133,0.5310077519379846,0.6205426356589149,351.0,2026-06-12
SEC1D99331A,MMTC,MMTC Limited,Industrials,Conglomerates,68.2699966430664,104895000457.76369,25.37622569113437,0.0838227468472123,0.227215447281303,0.2387950623655581,-0.0574348149189791,0.448724277358047,0.5898166183562257,2.8271421704973494,-0.5996195651213698,64.28479949951172,63.5302000617981,0.0619928377249578,0.0746069833977816,72.81999969482422,-0.0624828765562492,540811371.926214,540811371.926214,8020768.1,2026-06-12,2.0.0,0.7381703470031545,0.7034700315457413,0.750788643533123,0.5646687697160884,0.750788643533123,0.750788643533123,0.7034700315457413,0.7034700315457413,0.6908517350157729,0.6466876971608833,0.8517350157728707,0.3690851735015773,0.17034700315457418,0.9085173501577287,0.5835962145110409,0.6430599369085174,0.24921135646687698,0.6181388012618296,352.0,2026-06-12
SEC7B048DFC,MPHASIS,Mphasis Limited,Technology,Information Technology Services,2264.89990234375,432811223492.7612,26.793567496427016,0.0872215607866457,0.0364726125538916,-0.2073841111657918,-0.1352262405646096,0.2869221725873812,0.3355036541991588,68.83572823660714,-0.5194419341553511,2273.3499951171875,2583.7684979248047,-0.0037170223641704,-0.1234122158533781,3000.60009765625,-0.2451843535855213,1087266955.5035644,1087266955.5035644,477207.4,2026-06-12,2.0.0,0.7452830188679245,0.32075471698113206,0.3490566037735849,0.5943396226415094,0.7641509433962265,0.7641509433962265,0.8773584905660378,0.8773584905660378,0.4716981132075472,0.41509433962264153,0.6792452830188679,0.8207547169811321,0.9433962264150944,0.160377358490566,0.3113207547169812,0.6415094339622641,0.23584905660377353,0.6179245283018868,353.0,2026-06-12
SECCBE2723B,BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Defensive,Confectioners,539.5999755859375,114306119768.4046,25.46214594759477,0.0,0.0594933998020941,0.2051367405604411,-0.1183202140571224,0.2969317532960588,0.3413797130436721,16.914295741489955,-0.4075977010167418,521.002001953125,479.3486340332031,0.035696549270622,0.1256941968224341,618.1173095703125,-0.1270265898862413,349631811.0399078,349631811.0399078,651269.2,2026-06-12,2.0.0,0.6555555555555556,0.4777777777777778,0.8444444444444444,0.4888888888888889,0.7444444444444445,0.7444444444444445,0.6777777777777778,0.6777777777777778,0.7444444444444445,0.7777777777777778,0.7,0.5222222222222221,0.7,0.37777777777777777,0.1777777777777778,0.6433333333333334,0.25555555555555554,0.6177777777777779,354.0,2026-06-12
