Date,Regime,Regime_Score,Trend_Score,Breadth_Score,Volatility_Score,Drawdown_Score,Market_Breadth_Pct,Current_Drawdown,Annual_Volatility,Engine_Version
2026-08-04,BULL,74.0,100,60,60,60,46.11,-0.1167426027301599,0.1974740101735806,1.0.0
