Date,Regime,Close,DMA200,VOL20,BREADTH_SCORE
2017-04-10,SIDEWAYS,9181.4501953125,,,61.47
2017-04-10,SIDEWAYS,,,,61.47
2017-04-11,SIDEWAYS,9237.0,,,61.47
2017-04-11,SIDEWAYS,,,,61.47
2017-04-12,SIDEWAYS,9203.4501953125,,,61.47
2017-04-12,SIDEWAYS,,,,61.47
2017-04-13,SIDEWAYS,9150.7998046875,,,61.47
2017-04-13,SIDEWAYS,,,,61.47
2017-04-17,SIDEWAYS,,,,61.47
2017-04-17,SIDEWAYS,9139.2998046875,,,61.47
2017-04-18,SIDEWAYS,9105.150390625,,,61.47
2017-04-18,SIDEWAYS,,,,61.47
2017-04-19,SIDEWAYS,,,,61.47
2017-04-19,SIDEWAYS,9103.5,,,61.47
2017-04-20,SIDEWAYS,9136.400390625,,,61.47
2017-04-20,SIDEWAYS,,,,61.47
2017-04-21,SIDEWAYS,9119.400390625,,,61.47
2017-04-21,SIDEWAYS,,,,61.47
2017-04-24,SIDEWAYS,,,,61.47
2017-04-24,SIDEWAYS,9217.9501953125,,,61.47
2017-04-25,SIDEWAYS,,,,61.47
2017-04-25,SIDEWAYS,9306.599609375,,,61.47
2017-04-26,SIDEWAYS,,,,61.47
2017-04-26,SIDEWAYS,9351.849609375,,,61.47
2017-04-27,SIDEWAYS,,,,61.47
2017-04-27,SIDEWAYS,9342.150390625,,,61.47
2017-04-28,SIDEWAYS,,,,61.47
2017-04-28,SIDEWAYS,9304.0498046875,,,61.47
2017-05-02,SIDEWAYS,,,,61.47
2017-05-02,SIDEWAYS,9313.7998046875,,,61.47
2017-05-03,SIDEWAYS,,,,61.47
2017-05-03,SIDEWAYS,9311.9501953125,,,61.47
2017-05-04,SIDEWAYS,9359.900390625,,,61.47
2017-05-04,SIDEWAYS,,,,61.47
2017-05-05,SIDEWAYS,,,,61.47
2017-05-05,SIDEWAYS,9285.2998046875,,,61.47
2017-05-08,SIDEWAYS,9314.0498046875,,,61.47
2017-05-08,SIDEWAYS,,,,61.47
2017-05-09,SIDEWAYS,9316.849609375,,,61.47
2017-05-09,SIDEWAYS,,,,61.47
2017-05-10,SIDEWAYS,9407.2998046875,,,61.47
2017-05-10,SIDEWAYS,,,,61.47
2017-05-11,SIDEWAYS,,,,61.47
2017-05-11,SIDEWAYS,9422.400390625,,,61.47
2017-05-12,SIDEWAYS,,,,61.47
2017-05-12,SIDEWAYS,9400.900390625,,,61.47
2017-05-15,SIDEWAYS,,,,61.47
2017-05-15,SIDEWAYS,9445.400390625,,,61.47
2017-05-16,SIDEWAYS,9512.25,,,61.47
2017-05-16,SIDEWAYS,,,,61.47
2017-05-17,SIDEWAYS,9525.75,,,61.47
2017-05-17,SIDEWAYS,,,,61.47
2017-05-18,SIDEWAYS,9429.4501953125,,,61.47
2017-05-18,SIDEWAYS,,,,61.47
2017-05-19,SIDEWAYS,9427.900390625,,,61.47
2017-05-19,SIDEWAYS,,,,61.47
2017-05-22,SIDEWAYS,,,,61.47
2017-05-22,SIDEWAYS,9438.25,,,61.47
2017-05-23,SIDEWAYS,,,,61.47
2017-05-23,SIDEWAYS,9386.150390625,,,61.47
2017-05-24,SIDEWAYS,,,,61.47
2017-05-24,SIDEWAYS,9360.5498046875,,,61.47
2017-05-25,SIDEWAYS,,,,61.47
2017-05-25,SIDEWAYS,9509.75,,,61.47
2017-05-26,SIDEWAYS,9595.099609375,,,61.47
2017-05-26,SIDEWAYS,,,,61.47
2017-05-29,SIDEWAYS,,,,61.47
2017-05-29,SIDEWAYS,9604.900390625,,,61.47
2017-05-30,SIDEWAYS,9624.5498046875,,,61.47
2017-05-30,SIDEWAYS,,,,61.47
2017-05-31,SIDEWAYS,,,,61.47
2017-05-31,SIDEWAYS,9621.25,,,61.47
2017-06-01,SIDEWAYS,9616.099609375,,,61.47
2017-06-01,SIDEWAYS,,,,61.47
2017-06-02,SIDEWAYS,9653.5,,,61.47
2017-06-02,SIDEWAYS,,,,61.47
2017-06-05,SIDEWAYS,9675.099609375,,,61.47
2017-06-05,SIDEWAYS,,,,61.47
2017-06-06,SIDEWAYS,9637.150390625,,,61.47
2017-06-06,SIDEWAYS,,,,61.47
2017-06-07,SIDEWAYS,,,,61.47
2017-06-07,SIDEWAYS,9663.900390625,,,61.47
2017-06-08,SIDEWAYS,,,,61.47
2017-06-08,SIDEWAYS,9647.25,,,61.47
2017-06-09,SIDEWAYS,9668.25,,,61.47
2017-06-09,SIDEWAYS,,,,61.47
2017-06-12,SIDEWAYS,9616.400390625,,,61.47
2017-06-12,SIDEWAYS,,,,61.47
2017-06-13,SIDEWAYS,9606.900390625,,,61.47
2017-06-13,SIDEWAYS,,,,61.47
2017-06-14,SIDEWAYS,9618.150390625,,,61.47
2017-06-14,SIDEWAYS,,,,61.47
2017-06-15,SIDEWAYS,,,,61.47
2017-06-15,SIDEWAYS,9578.0498046875,,,61.47
2017-06-16,SIDEWAYS,9588.0498046875,,,61.47
2017-06-16,SIDEWAYS,,,,61.47
2017-06-19,SIDEWAYS,9657.5498046875,,,61.47
2017-06-19,SIDEWAYS,,,,61.47
2017-06-20,SIDEWAYS,9653.5,,,61.47
2017-06-20,SIDEWAYS,,,,61.47
2017-06-21,SIDEWAYS,9633.599609375,,,61.47
2017-06-21,SIDEWAYS,,,,61.47
2017-06-22,SIDEWAYS,9630.0,,,61.47
2017-06-22,SIDEWAYS,,,,61.47
2017-06-23,SIDEWAYS,,,,61.47
2017-06-23,SIDEWAYS,9574.9501953125,,,61.47
2017-06-27,SIDEWAYS,,,,61.47
2017-06-27,SIDEWAYS,9511.400390625,,,61.47
2017-06-28,SIDEWAYS,,,,61.47
2017-06-28,SIDEWAYS,9491.25,,,61.47
2017-06-29,SIDEWAYS,,,,61.47
2017-06-29,SIDEWAYS,9504.099609375,,,61.47
2017-06-30,SIDEWAYS,9520.900390625,,,61.47
2017-06-30,SIDEWAYS,,,,61.47
2017-07-03,SIDEWAYS,9615.0,,,61.47
2017-07-03,SIDEWAYS,,,,61.47
2017-07-04,SIDEWAYS,9613.2998046875,,,61.47
2017-07-04,SIDEWAYS,,,,61.47
2017-07-05,SIDEWAYS,,,,61.47
2017-07-05,SIDEWAYS,9637.599609375,,,61.47
2017-07-06,SIDEWAYS,,,,61.47
2017-07-06,SIDEWAYS,9674.5498046875,,,61.47
2017-07-07,SIDEWAYS,,,,61.47
2017-07-07,SIDEWAYS,9665.7998046875,,,61.47
2017-07-10,SIDEWAYS,,,,61.47
2017-07-10,SIDEWAYS,9771.0498046875,,,61.47
2017-07-11,SIDEWAYS,9786.0498046875,,,61.47
2017-07-11,SIDEWAYS,,,,61.47
2017-07-12,SIDEWAYS,9816.099609375,,,61.47
2017-07-12,SIDEWAYS,,,,61.47
2017-07-13,SIDEWAYS,,,,61.47
2017-07-13,SIDEWAYS,9891.7001953125,,,61.47
2017-07-14,SIDEWAYS,,,,61.47
2017-07-14,SIDEWAYS,9886.349609375,,,61.47
2017-07-17,SIDEWAYS,9915.9501953125,,,61.47
2017-07-17,SIDEWAYS,,,,61.47
2017-07-18,SIDEWAYS,,,,61.47
2017-07-18,SIDEWAYS,9827.150390625,,,61.47
2017-07-19,SIDEWAYS,,,,61.47
2017-07-19,SIDEWAYS,9899.599609375,,,61.47
2017-07-20,SIDEWAYS,9873.2998046875,,,61.47
2017-07-20,SIDEWAYS,,,,61.47
2017-07-21,SIDEWAYS,,,,61.47
2017-07-21,SIDEWAYS,9915.25,,,61.47
2017-07-24,SIDEWAYS,,,,61.47
2017-07-24,SIDEWAYS,9966.400390625,,,61.47
2017-07-25,SIDEWAYS,9964.5498046875,,,61.47
2017-07-25,SIDEWAYS,,,,61.47
2017-07-26,SIDEWAYS,,,,61.47
2017-07-26,SIDEWAYS,10020.650390625,,,61.47
2017-07-27,SIDEWAYS,10020.5498046875,,,61.47
2017-07-27,SIDEWAYS,,,,61.47
2017-07-28,SIDEWAYS,,,,61.47
2017-07-28,SIDEWAYS,10014.5,,,61.47
2017-07-31,SIDEWAYS,,,,61.47
2017-07-31,SIDEWAYS,10077.099609375,,,61.47
2017-08-01,SIDEWAYS,,,,61.47
2017-08-01,SIDEWAYS,10114.650390625,,,61.47
2017-08-02,SIDEWAYS,,,,61.47
2017-08-02,SIDEWAYS,10081.5,,,61.47
2017-08-03,SIDEWAYS,,,,61.47
2017-08-03,SIDEWAYS,10013.650390625,,,61.47
2017-08-04,SIDEWAYS,,,,61.47
2017-08-04,SIDEWAYS,10066.400390625,,,61.47
2017-08-07,SIDEWAYS,10057.400390625,,,61.47
2017-08-07,SIDEWAYS,,,,61.47
2017-08-08,SIDEWAYS,9978.5498046875,,,61.47
2017-08-08,SIDEWAYS,,,,61.47
2017-08-09,SIDEWAYS,,,,61.47
2017-08-09,SIDEWAYS,9908.0498046875,,,61.47
2017-08-10,SIDEWAYS,,,,61.47
2017-08-10,SIDEWAYS,9820.25,,,61.47
2017-08-11,SIDEWAYS,9710.7998046875,,,61.47
2017-08-11,SIDEWAYS,,,,61.47
2017-08-14,SIDEWAYS,9794.150390625,,,61.47
2017-08-14,SIDEWAYS,,,,61.47
2017-08-16,SIDEWAYS,9897.2998046875,,,61.47
2017-08-16,SIDEWAYS,,,,61.47
2017-08-17,SIDEWAYS,9904.150390625,,,61.47
2017-08-17,SIDEWAYS,,,,61.47
2017-08-18,SIDEWAYS,9837.400390625,,,61.47
2017-08-18,SIDEWAYS,,,,61.47
2017-08-21,SIDEWAYS,,,,61.47
2017-08-21,SIDEWAYS,9754.349609375,,,61.47
2017-08-22,SIDEWAYS,9765.5498046875,,,61.47
2017-08-22,SIDEWAYS,,,,61.47
2017-08-23,SIDEWAYS,,,,61.47
2017-08-23,SIDEWAYS,9852.5,,,61.47
2017-08-24,SIDEWAYS,9857.0498046875,,,61.47
2017-08-24,SIDEWAYS,,,,61.47
2017-08-28,SIDEWAYS,9912.7998046875,,,61.47
2017-08-28,SIDEWAYS,,,,61.47
2017-08-29,SIDEWAYS,,,,61.47
2017-08-29,SIDEWAYS,9796.0498046875,,,61.47
2017-08-30,SIDEWAYS,,,,61.47
2017-08-30,SIDEWAYS,9884.400390625,,,61.47
2017-08-31,SIDEWAYS,,,,61.47
2017-08-31,SIDEWAYS,9917.900390625,,,61.47
2017-09-01,SIDEWAYS,9974.400390625,,,61.47
2017-09-01,SIDEWAYS,,,,61.47
2017-09-04,SIDEWAYS,,,,61.47
2017-09-04,SIDEWAYS,9912.849609375,,,61.47
2017-09-05,SIDEWAYS,9952.2001953125,,,61.47
2017-09-05,SIDEWAYS,,,,61.47
2017-09-06,SIDEWAYS,9916.2001953125,,,61.47
2017-09-06,SIDEWAYS,,,,61.47
2017-09-07,SIDEWAYS,,,,61.47
2017-09-07,SIDEWAYS,9929.900390625,,,61.47
2017-09-08,SIDEWAYS,,,,61.47
2017-09-08,SIDEWAYS,9934.7998046875,,,61.47
2017-09-11,SIDEWAYS,10006.0498046875,,,61.47
2017-09-11,SIDEWAYS,,,,61.47
2017-09-12,SIDEWAYS,,,,61.47
2017-09-12,SIDEWAYS,10093.0498046875,,,61.47
2017-09-13,SIDEWAYS,10079.2998046875,,,61.47
2017-09-13,SIDEWAYS,,,,61.47
2017-09-14,SIDEWAYS,,,,61.47
2017-09-14,SIDEWAYS,10086.599609375,,,61.47
2017-09-15,SIDEWAYS,,,,61.47
2017-09-15,SIDEWAYS,10085.400390625,,,61.47
2017-09-18,SIDEWAYS,,,,61.47
2017-09-18,SIDEWAYS,10153.099609375,,,61.47
2017-09-19,SIDEWAYS,10147.5498046875,,,61.47
2017-09-19,SIDEWAYS,,,,61.47
2017-09-20,SIDEWAYS,10141.150390625,,,61.47
2017-09-20,SIDEWAYS,,,,61.47
2017-09-21,SIDEWAYS,10121.900390625,,,61.47
2017-09-21,SIDEWAYS,,,,61.47
2017-09-22,SIDEWAYS,9964.400390625,,,61.47
2017-09-22,SIDEWAYS,,,,61.47
2017-09-25,SIDEWAYS,,,,61.47
2017-09-25,SIDEWAYS,9872.599609375,,,61.47
2017-09-26,SIDEWAYS,,,,61.47
2017-09-26,SIDEWAYS,9871.5,,,61.47
2017-09-27,SIDEWAYS,9735.75,,,61.47
2017-09-27,SIDEWAYS,,,,61.47
2017-09-28,SIDEWAYS,9768.9501953125,,,61.47
2017-09-28,SIDEWAYS,,,,61.47
2017-09-29,SIDEWAYS,9788.599609375,,,61.47
2017-09-29,SIDEWAYS,,,,61.47
2017-10-03,SIDEWAYS,9859.5,,,61.47
2017-10-03,SIDEWAYS,,,,61.47
2017-10-04,SIDEWAYS,9914.900390625,,,61.47
2017-10-04,SIDEWAYS,,,,61.47
2017-10-05,SIDEWAYS,,,,61.47
2017-10-05,SIDEWAYS,9888.7001953125,,,61.47
2017-10-06,SIDEWAYS,,,,61.47
2017-10-06,SIDEWAYS,9979.7001953125,,,61.47
2017-10-09,SIDEWAYS,9988.75,,,61.47
2017-10-09,SIDEWAYS,,,,61.47
2017-10-10,SIDEWAYS,,,,61.47
2017-10-10,SIDEWAYS,10016.9501953125,,,61.47
2017-10-11,SIDEWAYS,,,,61.47
2017-10-11,SIDEWAYS,9984.7998046875,,,61.47
2017-10-12,SIDEWAYS,,,,61.47
2017-10-12,SIDEWAYS,10096.400390625,,,61.47
2017-10-13,SIDEWAYS,,,,61.47
2017-10-13,SIDEWAYS,10167.4501953125,,,61.47
2017-10-16,SIDEWAYS,10230.849609375,,,61.47
2017-10-16,SIDEWAYS,,,,61.47
2017-10-17,SIDEWAYS,10234.4501953125,,,61.47
2017-10-17,SIDEWAYS,,,,61.47
2017-10-18,SIDEWAYS,10210.849609375,,,61.47
2017-10-18,SIDEWAYS,,,,61.47
2017-10-19,SIDEWAYS,,,,61.47
2017-10-19,SIDEWAYS,10146.5498046875,,,61.47
2017-10-23,SIDEWAYS,,,,61.47
2017-10-23,SIDEWAYS,10184.849609375,,,61.47
2017-10-24,SIDEWAYS,10207.7001953125,,,61.47
2017-10-24,SIDEWAYS,,,,61.47
2017-10-25,SIDEWAYS,10295.349609375,,,61.47
2017-10-25,SIDEWAYS,,,,61.47
2017-10-26,SIDEWAYS,10343.7998046875,,,61.47
2017-10-26,SIDEWAYS,,,,61.47
2017-10-27,SIDEWAYS,10323.0498046875,,,61.47
2017-10-27,SIDEWAYS,,,,61.47
2017-10-30,SIDEWAYS,10363.650390625,,,61.47
2017-10-30,SIDEWAYS,,,,61.47
2017-10-31,SIDEWAYS,,,,61.47
2017-10-31,SIDEWAYS,10335.2998046875,,,61.47
2017-11-01,SIDEWAYS,10440.5,,,61.47
2017-11-01,SIDEWAYS,,,,61.47
2017-11-02,SIDEWAYS,10423.7998046875,,,61.47
2017-11-02,SIDEWAYS,,,,61.47
2017-11-03,SIDEWAYS,10452.5,,,61.47
2017-11-03,SIDEWAYS,,,,61.47
2017-11-06,SIDEWAYS,10451.7998046875,,,61.47
2017-11-06,SIDEWAYS,,,,61.47
2017-11-07,SIDEWAYS,,,,61.47
2017-11-07,SIDEWAYS,10350.150390625,,,61.47
2017-11-08,SIDEWAYS,10303.150390625,,,61.47
2017-11-08,SIDEWAYS,,,,61.47
2017-11-09,SIDEWAYS,10308.9501953125,,,61.47
2017-11-09,SIDEWAYS,,,,61.47
2017-11-10,SIDEWAYS,,,,61.47
2017-11-10,SIDEWAYS,10321.75,,,61.47
2017-11-13,SIDEWAYS,10224.9501953125,,,61.47
2017-11-13,SIDEWAYS,,,,61.47
2017-11-14,SIDEWAYS,,,,61.47
2017-11-14,SIDEWAYS,10186.599609375,,,61.47
2017-11-15,SIDEWAYS,,,,61.47
2017-11-15,SIDEWAYS,10118.0498046875,,,61.47
2017-11-16,SIDEWAYS,,,,61.47
2017-11-16,SIDEWAYS,10214.75,,,61.47
2017-11-17,SIDEWAYS,,,,61.47
2017-11-17,SIDEWAYS,10283.599609375,,,61.47
2017-11-20,SIDEWAYS,,,,61.47
2017-11-20,SIDEWAYS,10298.75,,,61.47
2017-11-21,SIDEWAYS,,,,61.47
2017-11-21,SIDEWAYS,10326.900390625,,,61.47
2017-11-22,SIDEWAYS,,,,61.47
2017-11-22,SIDEWAYS,10342.2998046875,,,61.47
2017-11-23,SIDEWAYS,,,,61.47
2017-11-23,SIDEWAYS,10348.75,,,61.47
2017-11-24,SIDEWAYS,10389.7001953125,,,61.47
2017-11-24,SIDEWAYS,,,,61.47
2017-11-27,SIDEWAYS,10399.5498046875,,,61.47
2017-11-27,SIDEWAYS,,,,61.47
2017-11-28,SIDEWAYS,10370.25,,,61.47
2017-11-28,SIDEWAYS,,,,61.47
2017-11-29,SIDEWAYS,10361.2998046875,,,61.47
2017-11-29,SIDEWAYS,,,,61.47
2017-11-30,SIDEWAYS,10226.5498046875,,,61.47
2017-11-30,SIDEWAYS,,,,61.47
2017-12-01,SIDEWAYS,10121.7998046875,,,61.47
2017-12-01,SIDEWAYS,,,,61.47
2017-12-04,SIDEWAYS,10127.75,,,61.47
2017-12-04,SIDEWAYS,,,,61.47
2017-12-05,SIDEWAYS,,,,61.47
2017-12-05,SIDEWAYS,10118.25,,,61.47
2017-12-06,SIDEWAYS,10044.099609375,,,61.47
2017-12-06,SIDEWAYS,,,,61.47
2017-12-07,SIDEWAYS,,,,61.47
2017-12-07,SIDEWAYS,10166.7001953125,,,61.47
2017-12-08,SIDEWAYS,10265.650390625,,,61.47
2017-12-08,SIDEWAYS,,,,61.47
2017-12-11,SIDEWAYS,10322.25,,,61.47
2017-12-11,SIDEWAYS,,,,61.47
2017-12-12,SIDEWAYS,10240.150390625,,,61.47
2017-12-12,SIDEWAYS,,,,61.47
2017-12-13,SIDEWAYS,10192.9501953125,,,61.47
2017-12-13,SIDEWAYS,,,,61.47
2017-12-14,SIDEWAYS,10252.099609375,,,61.47
2017-12-14,SIDEWAYS,,,,61.47
2017-12-15,SIDEWAYS,10333.25,,,61.47
2017-12-15,SIDEWAYS,,,,61.47
2017-12-18,SIDEWAYS,10388.75,,,61.47
2017-12-18,SIDEWAYS,,,,61.47
2017-12-19,SIDEWAYS,,,,61.47
2017-12-19,SIDEWAYS,10463.2001953125,,,61.47
2017-12-20,SIDEWAYS,,,,61.47
2017-12-20,SIDEWAYS,10444.2001953125,,,61.47
2017-12-21,SIDEWAYS,10440.2998046875,,,61.47
2017-12-21,SIDEWAYS,,,,61.47
2017-12-22,SIDEWAYS,,,,61.47
2017-12-22,SIDEWAYS,10493.0,,,61.47
2017-12-26,SIDEWAYS,,,,61.47
2017-12-26,SIDEWAYS,10531.5,,,61.47
2017-12-27,SIDEWAYS,,,,61.47
2017-12-27,SIDEWAYS,10490.75,,,61.47
2017-12-28,SIDEWAYS,,,,61.47
2017-12-28,SIDEWAYS,10477.900390625,,,61.47
2017-12-29,SIDEWAYS,,,,61.47
2017-12-29,SIDEWAYS,10530.7001953125,,,61.47
2018-01-01,SIDEWAYS,,,,61.47
2018-01-02,SIDEWAYS,,,,61.47
2018-01-02,SIDEWAYS,10442.2001953125,,,61.47
2018-01-03,SIDEWAYS,,,,61.47
2018-01-03,SIDEWAYS,10443.2001953125,,,61.47
2018-01-04,SIDEWAYS,,,,61.47
2018-01-04,SIDEWAYS,10504.7998046875,,,61.47
2018-01-05,SIDEWAYS,,,,61.47
2018-01-05,SIDEWAYS,10558.849609375,,,61.47
2018-01-08,SIDEWAYS,10623.599609375,,,61.47
2018-01-08,SIDEWAYS,,,,61.47
2018-01-09,SIDEWAYS,,,,61.47
2018-01-09,SIDEWAYS,10637.0,,,61.47
2018-01-10,SIDEWAYS,,,,61.47
2018-01-10,SIDEWAYS,10632.2001953125,,,61.47
2018-01-11,SIDEWAYS,,,,61.47
2018-01-11,SIDEWAYS,10651.2001953125,,,61.47
2018-01-12,SIDEWAYS,,,,61.47
2018-01-12,SIDEWAYS,10681.25,,,61.47
2018-01-15,SIDEWAYS,,,,61.47
2018-01-15,SIDEWAYS,10741.5498046875,,,61.47
2018-01-16,SIDEWAYS,10700.4501953125,,,61.47
2018-01-16,SIDEWAYS,,,,61.47
2018-01-17,SIDEWAYS,10788.5498046875,,,61.47
2018-01-17,SIDEWAYS,,,,61.47
2018-01-18,SIDEWAYS,10817.0,,,61.47
2018-01-18,SIDEWAYS,,,,61.47
2018-01-19,SIDEWAYS,,,,61.47
2018-01-19,SIDEWAYS,10894.7001953125,,,61.47
2018-01-22,SIDEWAYS,10966.2001953125,,,61.47
2018-01-22,SIDEWAYS,,,,61.47
2018-01-23,SIDEWAYS,,,,61.47
2018-01-23,SIDEWAYS,11083.7001953125,,,61.47
2018-01-24,SIDEWAYS,,,,61.47
2018-01-24,SIDEWAYS,11086.0,,,61.47
2018-01-25,SIDEWAYS,11069.650390625,,,61.47
2018-01-25,SIDEWAYS,,,,61.47
2018-01-29,SIDEWAYS,,,,61.47
2018-01-29,SIDEWAYS,11130.400390625,,,61.47
2018-01-30,SIDEWAYS,11049.650390625,,,61.47
2018-01-30,SIDEWAYS,,,,61.47
