Date,Regime,Close,DMA200,VOL20,BREADTH_SCORE
2018-01-31,SIDEWAYS,11027.7001953125,,,61.47
2018-01-31,SIDEWAYS,,,,61.47
2018-02-01,SIDEWAYS,,,,61.47
2018-02-01,SIDEWAYS,11016.900390625,,,61.47
2018-02-02,SIDEWAYS,,,,61.47
2018-02-02,SIDEWAYS,10760.599609375,,,61.47
2018-02-05,SIDEWAYS,10666.5498046875,,,61.47
2018-02-05,SIDEWAYS,,,,61.47
2018-02-06,SIDEWAYS,,,,61.47
2018-02-06,SIDEWAYS,10498.25,,,61.47
2018-02-07,SIDEWAYS,,,,61.47
2018-02-07,SIDEWAYS,10476.7001953125,,,61.47
2018-02-08,SIDEWAYS,,,,61.47
2018-02-08,SIDEWAYS,10576.849609375,,,61.47
2018-02-09,SIDEWAYS,,,,61.47
2018-02-09,SIDEWAYS,10454.9501953125,,,61.47
2018-02-12,SIDEWAYS,10539.75,,,61.47
2018-02-12,SIDEWAYS,,,,61.47
2018-02-14,SIDEWAYS,,,,61.47
2018-02-14,SIDEWAYS,10500.900390625,,,61.47
2018-02-15,SIDEWAYS,10545.5,,,61.47
2018-02-15,SIDEWAYS,,,,61.47
2018-02-16,SIDEWAYS,10452.2998046875,,,61.47
2018-02-16,SIDEWAYS,,,,61.47
2018-02-19,SIDEWAYS,10378.400390625,,,61.47
2018-02-19,SIDEWAYS,,,,61.47
2018-02-20,SIDEWAYS,,,,61.47
2018-02-20,SIDEWAYS,10360.400390625,,,61.47
2018-02-21,SIDEWAYS,,,,61.47
2018-02-21,SIDEWAYS,10397.4501953125,,,61.47
2018-02-22,SIDEWAYS,10382.7001953125,,,61.47
2018-02-22,SIDEWAYS,,,,61.47
2018-02-23,SIDEWAYS,,,,61.47
2018-02-23,SIDEWAYS,10491.0498046875,,,61.47
2018-02-26,SIDEWAYS,10582.599609375,,,61.47
2018-02-26,SIDEWAYS,,,,61.47
2018-02-27,SIDEWAYS,10554.2998046875,,,61.47
2018-02-27,SIDEWAYS,,,,61.47
2018-02-28,SIDEWAYS,10492.849609375,,,61.47
2018-02-28,SIDEWAYS,,,,61.47
2018-03-01,SIDEWAYS,10458.349609375,,,61.47
2018-03-01,SIDEWAYS,,,,61.47
2018-03-05,SIDEWAYS,10358.849609375,,,61.47
2018-03-05,SIDEWAYS,,,,61.47
2018-03-06,SIDEWAYS,10249.25,,,61.47
2018-03-06,SIDEWAYS,,,,61.47
2018-03-07,SIDEWAYS,10154.2001953125,,,61.47
2018-03-07,SIDEWAYS,,,,61.47
2018-03-08,SIDEWAYS,,,,61.47
2018-03-08,SIDEWAYS,10242.650390625,,,61.47
2018-03-09,SIDEWAYS,10226.849609375,,,61.47
2018-03-09,SIDEWAYS,,,,61.47
2018-03-12,SIDEWAYS,,,,61.47
2018-03-12,SIDEWAYS,10421.400390625,,,61.47
2018-03-13,SIDEWAYS,10426.849609375,,,61.47
2018-03-13,SIDEWAYS,,,,61.47
2018-03-14,SIDEWAYS,10410.900390625,,,61.47
2018-03-14,SIDEWAYS,,,,61.47
2018-03-15,SIDEWAYS,,,,61.47
2018-03-15,SIDEWAYS,10360.150390625,,,61.47
2018-03-16,SIDEWAYS,10195.150390625,,,61.47
2018-03-16,SIDEWAYS,,,,61.47
2018-03-19,SIDEWAYS,,,,61.47
2018-03-19,SIDEWAYS,10094.25,,,61.47
2018-03-20,SIDEWAYS,,,,61.47
2018-03-20,SIDEWAYS,10124.349609375,,,61.47
2018-03-21,SIDEWAYS,10155.25,,,61.47
2018-03-21,SIDEWAYS,,,,61.47
2018-03-22,SIDEWAYS,10114.75,,,61.47
2018-03-22,SIDEWAYS,,,,61.47
2018-03-23,SIDEWAYS,9998.0498046875,,,61.47
2018-03-23,SIDEWAYS,,,,61.47
2018-03-26,SIDEWAYS,10130.650390625,,,61.47
2018-03-26,SIDEWAYS,,,,61.47
2018-03-27,SIDEWAYS,10184.150390625,,,61.47
2018-03-27,SIDEWAYS,,,,61.47
2018-03-28,SIDEWAYS,10113.7001953125,,,61.47
2018-03-28,SIDEWAYS,,,,61.47
2018-04-02,SIDEWAYS,10211.7998046875,,,61.47
2018-04-02,SIDEWAYS,,,,61.47
2018-04-03,SIDEWAYS,10245.0,,,61.47
2018-04-03,SIDEWAYS,,,,61.47
2018-04-04,SIDEWAYS,10128.400390625,,,61.47
2018-04-04,SIDEWAYS,,,,61.47
2018-04-05,SIDEWAYS,10325.150390625,,,61.47
2018-04-05,SIDEWAYS,,,,61.47
2018-04-06,SIDEWAYS,10331.599609375,,,61.47
2018-04-06,SIDEWAYS,,,,61.47
2018-04-09,SIDEWAYS,10379.349609375,,,61.47
2018-04-09,SIDEWAYS,,,,61.47
2018-04-10,SIDEWAYS,10402.25,,,61.47
2018-04-10,SIDEWAYS,,,,61.47
2018-04-11,SIDEWAYS,,,,61.47
2018-04-11,SIDEWAYS,10417.150390625,,,61.47
2018-04-12,SIDEWAYS,10458.650390625,,,61.47
2018-04-12,SIDEWAYS,,,,61.47
2018-04-13,SIDEWAYS,10480.599609375,,,61.47
2018-04-13,SIDEWAYS,,,,61.47
2018-04-16,SIDEWAYS,,,,61.47
2018-04-16,SIDEWAYS,10528.349609375,,,61.47
2018-04-17,SIDEWAYS,,,,61.47
2018-04-17,SIDEWAYS,10548.7001953125,,,61.47
2018-04-18,SIDEWAYS,,,,61.47
2018-04-18,SIDEWAYS,10526.2001953125,,,61.47
2018-04-19,SIDEWAYS,10565.2998046875,,,61.47
2018-04-19,SIDEWAYS,,,,61.47
2018-04-20,SIDEWAYS,,,,61.47
2018-04-20,SIDEWAYS,10564.0498046875,,,61.47
2018-04-23,SIDEWAYS,,,,61.47
2018-04-23,SIDEWAYS,10584.7001953125,,,61.47
2018-04-24,SIDEWAYS,10614.349609375,,,61.47
2018-04-24,SIDEWAYS,,,,61.47
2018-04-25,SIDEWAYS,,,,61.47
2018-04-25,SIDEWAYS,10570.5498046875,,,61.47
2018-04-26,SIDEWAYS,10617.7998046875,,,61.47
2018-04-26,SIDEWAYS,,,,61.47
2018-04-27,SIDEWAYS,10692.2998046875,,,61.47
2018-04-27,SIDEWAYS,,,,61.47
2018-04-30,SIDEWAYS,10739.349609375,,,61.47
2018-04-30,SIDEWAYS,,,,61.47
2018-05-02,SIDEWAYS,10718.0498046875,,,61.47
2018-05-02,SIDEWAYS,,,,61.47
2018-05-03,SIDEWAYS,10679.650390625,,,61.47
2018-05-03,SIDEWAYS,,,,61.47
2018-05-04,SIDEWAYS,10618.25,,,61.47
2018-05-04,SIDEWAYS,,,,61.47
2018-05-07,SIDEWAYS,10715.5,,,61.47
2018-05-07,SIDEWAYS,,,,61.47
2018-05-08,SIDEWAYS,,,,61.47
2018-05-08,SIDEWAYS,10717.7998046875,,,61.47
2018-05-09,SIDEWAYS,,,,61.47
2018-05-09,SIDEWAYS,10741.7001953125,,,61.47
2018-05-10,SIDEWAYS,,,,61.47
2018-05-10,SIDEWAYS,10716.5498046875,,,61.47
2018-05-11,SIDEWAYS,,,,61.47
2018-05-11,SIDEWAYS,10806.5,,,61.47
2018-05-14,SIDEWAYS,,,,61.47
2018-05-14,SIDEWAYS,10806.599609375,,,61.47
2018-05-15,SIDEWAYS,,,,61.47
2018-05-15,SIDEWAYS,10801.849609375,,,61.47
2018-05-16,SIDEWAYS,,,,61.47
2018-05-16,SIDEWAYS,10741.099609375,,,61.47
2018-05-17,SIDEWAYS,,,,61.47
2018-05-17,SIDEWAYS,10682.7001953125,,,61.47
2018-05-18,SIDEWAYS,10596.400390625,,,61.47
2018-05-18,SIDEWAYS,,,,61.47
2018-05-21,SIDEWAYS,,,,61.47
2018-05-21,SIDEWAYS,10516.7001953125,,,61.47
2018-05-22,SIDEWAYS,,,,61.47
2018-05-22,SIDEWAYS,10536.7001953125,,,61.47
2018-05-23,SIDEWAYS,10430.349609375,,,61.47
2018-05-23,SIDEWAYS,,,,61.47
2018-05-24,SIDEWAYS,10513.849609375,,,61.47
2018-05-24,SIDEWAYS,,,,61.47
2018-05-25,SIDEWAYS,,,,61.47
2018-05-25,SIDEWAYS,10605.150390625,,,61.47
2018-05-28,SIDEWAYS,,,,61.47
2018-05-28,SIDEWAYS,10688.650390625,,,61.47
2018-05-29,SIDEWAYS,10633.2998046875,,,61.47
2018-05-29,SIDEWAYS,,,,61.47
2018-05-30,SIDEWAYS,10614.349609375,,,61.47
2018-05-30,SIDEWAYS,,,,61.47
2018-05-31,SIDEWAYS,10736.150390625,,,61.47
2018-05-31,SIDEWAYS,,,,61.47
2018-06-01,SIDEWAYS,10696.2001953125,,,61.47
2018-06-01,SIDEWAYS,,,,61.47
2018-06-04,SIDEWAYS,,,,61.47
2018-06-04,SIDEWAYS,10628.5,,,61.47
2018-06-05,SIDEWAYS,10593.150390625,,,61.47
2018-06-05,SIDEWAYS,,,,61.47
2018-06-06,SIDEWAYS,,,,61.47
2018-06-06,SIDEWAYS,10684.650390625,,,61.47
2018-06-07,SIDEWAYS,10768.349609375,,,61.47
2018-06-07,SIDEWAYS,,,,61.47
2018-06-08,SIDEWAYS,10767.650390625,,,61.47
2018-06-08,SIDEWAYS,,,,61.47
2018-06-11,SIDEWAYS,10786.9501953125,,,61.47
2018-06-11,SIDEWAYS,,,,61.47
2018-06-12,SIDEWAYS,,,,61.47
2018-06-12,SIDEWAYS,10842.849609375,,,61.47
2018-06-13,SIDEWAYS,,,,61.47
2018-06-13,SIDEWAYS,10856.7001953125,,,61.47
2018-06-14,SIDEWAYS,,,,61.47
2018-06-14,SIDEWAYS,10808.0498046875,,,61.47
2018-06-15,SIDEWAYS,10817.7001953125,,,61.47
2018-06-15,SIDEWAYS,,,,61.47
2018-06-18,SIDEWAYS,10799.849609375,,,61.47
2018-06-18,SIDEWAYS,,,,61.47
2018-06-19,SIDEWAYS,,,,61.47
2018-06-19,SIDEWAYS,10710.4501953125,,,61.47
2018-06-20,SIDEWAYS,10772.0498046875,,,61.47
2018-06-20,SIDEWAYS,,,,61.47
2018-06-21,SIDEWAYS,,,,61.47
2018-06-21,SIDEWAYS,10741.099609375,,,61.47
2018-06-22,SIDEWAYS,,,,61.47
2018-06-22,SIDEWAYS,10821.849609375,,,61.47
2018-06-25,SIDEWAYS,,,,61.47
2018-06-25,SIDEWAYS,10762.4501953125,,,61.47
2018-06-26,SIDEWAYS,,,,61.47
2018-06-26,SIDEWAYS,10769.150390625,,,61.47
2018-06-27,SIDEWAYS,,,,61.47
2018-06-27,SIDEWAYS,10671.400390625,,,61.47
2018-06-28,SIDEWAYS,10589.099609375,,,61.47
2018-06-28,SIDEWAYS,,,,61.47
2018-06-29,SIDEWAYS,,,,61.47
2018-06-29,SIDEWAYS,10714.2998046875,,,61.47
2018-07-02,SIDEWAYS,,,,61.47
2018-07-02,SIDEWAYS,10657.2998046875,,,61.47
2018-07-03,SIDEWAYS,10699.900390625,,,61.47
2018-07-03,SIDEWAYS,,,,61.47
2018-07-04,SIDEWAYS,,,,61.47
2018-07-04,SIDEWAYS,10769.900390625,,,61.47
2018-07-05,SIDEWAYS,10749.75,,,61.47
2018-07-05,SIDEWAYS,,,,61.47
2018-07-06,SIDEWAYS,,,,61.47
2018-07-06,SIDEWAYS,10772.650390625,,,61.47
2018-07-09,SIDEWAYS,,,,61.47
2018-07-09,SIDEWAYS,10852.900390625,,,61.47
2018-07-10,SIDEWAYS,,,,61.47
2018-07-10,SIDEWAYS,10947.25,,,61.47
2018-07-11,SIDEWAYS,10948.2998046875,,,61.47
2018-07-11,SIDEWAYS,,,,61.47
2018-07-12,SIDEWAYS,,,,61.47
2018-07-12,SIDEWAYS,11023.2001953125,,,61.47
2018-07-13,SIDEWAYS,11018.900390625,,,61.47
2018-07-13,SIDEWAYS,,,,61.47
2018-07-16,SIDEWAYS,,,,61.47
2018-07-16,SIDEWAYS,10936.849609375,,,61.47
2018-07-17,SIDEWAYS,,,,61.47
2018-07-17,SIDEWAYS,11008.0498046875,,,61.47
2018-07-18,SIDEWAYS,,,,61.47
2018-07-18,SIDEWAYS,10980.4501953125,,,61.47
2018-07-19,SIDEWAYS,,,,61.47
2018-07-19,SIDEWAYS,10957.099609375,,,61.47
2018-07-20,SIDEWAYS,,,,61.47
2018-07-20,SIDEWAYS,11010.2001953125,,,61.47
2018-07-23,SIDEWAYS,,,,61.47
2018-07-23,SIDEWAYS,11084.75,,,61.47
2018-07-24,SIDEWAYS,11134.2998046875,,,61.47
2018-07-24,SIDEWAYS,,,,61.47
2018-07-25,SIDEWAYS,11132.0,,,61.47
2018-07-25,SIDEWAYS,,,,61.47
2018-07-26,SIDEWAYS,11167.2998046875,,,61.47
2018-07-26,SIDEWAYS,,,,61.47
2018-07-27,SIDEWAYS,11278.349609375,,,61.47
2018-07-27,SIDEWAYS,,,,61.47
2018-07-30,SIDEWAYS,,,,61.47
2018-07-30,SIDEWAYS,11319.5498046875,,,61.47
2018-07-31,SIDEWAYS,11356.5,,,61.47
2018-07-31,SIDEWAYS,,,,61.47
2018-08-01,SIDEWAYS,11346.2001953125,,,61.47
2018-08-01,SIDEWAYS,,,,61.47
2018-08-02,SIDEWAYS,,,,61.47
2018-08-02,SIDEWAYS,11244.7001953125,,,61.47
2018-08-03,SIDEWAYS,11360.7998046875,,,61.47
2018-08-03,SIDEWAYS,,,,61.47
2018-08-06,SIDEWAYS,,,,61.47
2018-08-06,SIDEWAYS,11387.099609375,,,61.47
2018-08-07,SIDEWAYS,,,,61.47
2018-08-07,SIDEWAYS,11389.4501953125,,,61.47
2018-08-08,SIDEWAYS,11450.0,,,61.47
2018-08-08,SIDEWAYS,,,,61.47
2018-08-09,SIDEWAYS,,,,61.47
2018-08-09,SIDEWAYS,11470.7001953125,,,61.47
2018-08-10,SIDEWAYS,11429.5,,,61.47
2018-08-10,SIDEWAYS,,,,61.47
2018-08-13,SIDEWAYS,11355.75,,,61.47
2018-08-13,SIDEWAYS,,,,61.47
2018-08-14,SIDEWAYS,,,,61.47
2018-08-14,SIDEWAYS,11435.099609375,,,61.47
2018-08-16,SIDEWAYS,,,,61.47
2018-08-16,SIDEWAYS,11385.0498046875,,,61.47
2018-08-17,SIDEWAYS,,,,61.47
2018-08-17,SIDEWAYS,11470.75,,,61.47
2018-08-20,SIDEWAYS,11551.75,,,61.47
2018-08-20,SIDEWAYS,,,,61.47
2018-08-21,SIDEWAYS,,,,61.47
2018-08-21,SIDEWAYS,11570.900390625,,,61.47
2018-08-23,SIDEWAYS,11582.75,,,61.47
2018-08-23,SIDEWAYS,,,,61.47
2018-08-24,SIDEWAYS,11557.099609375,,,61.47
2018-08-24,SIDEWAYS,,,,61.47
2018-08-27,SIDEWAYS,11691.9501953125,,,61.47
2018-08-27,SIDEWAYS,,,,61.47
2018-08-28,SIDEWAYS,,,,61.47
2018-08-28,SIDEWAYS,11738.5,,,61.47
2018-08-29,SIDEWAYS,11691.900390625,,,61.47
2018-08-29,SIDEWAYS,,,,61.47
2018-08-30,SIDEWAYS,11676.7998046875,,,61.47
2018-08-30,SIDEWAYS,,,,61.47
2018-08-31,SIDEWAYS,11680.5,,,61.47
2018-08-31,SIDEWAYS,,,,61.47
2018-09-03,SIDEWAYS,11582.349609375,,,61.47
2018-09-03,SIDEWAYS,,,,61.47
2018-09-04,SIDEWAYS,11520.2998046875,,,61.47
2018-09-04,SIDEWAYS,,,,61.47
2018-09-05,SIDEWAYS,11476.9501953125,,,61.47
2018-09-05,SIDEWAYS,,,,61.47
2018-09-06,SIDEWAYS,11536.900390625,,,61.47
2018-09-06,SIDEWAYS,,,,61.47
2018-09-07,SIDEWAYS,,,,61.47
2018-09-07,SIDEWAYS,11589.099609375,,,61.47
2018-09-10,SIDEWAYS,11438.099609375,,,61.47
2018-09-10,SIDEWAYS,,,,61.47
2018-09-11,SIDEWAYS,11287.5,,,61.47
2018-09-11,SIDEWAYS,,,,61.47
2018-09-12,SIDEWAYS,11369.900390625,,,61.47
2018-09-12,SIDEWAYS,,,,61.47
2018-09-14,SIDEWAYS,,,,61.47
2018-09-14,SIDEWAYS,11515.2001953125,,,61.47
2018-09-17,SIDEWAYS,11377.75,,,61.47
2018-09-17,SIDEWAYS,,,,61.47
2018-09-18,SIDEWAYS,,,,61.47
2018-09-18,SIDEWAYS,11278.900390625,,,61.47
2018-09-19,SIDEWAYS,,,,61.47
2018-09-19,SIDEWAYS,11234.349609375,,,61.47
2018-09-21,SIDEWAYS,11143.099609375,,,61.47
2018-09-21,SIDEWAYS,,,,61.47
2018-09-24,SIDEWAYS,,,,61.47
2018-09-24,SIDEWAYS,10967.400390625,,,61.47
2018-09-25,SIDEWAYS,11067.4501953125,,,61.47
2018-09-25,SIDEWAYS,,,,61.47
2018-09-26,SIDEWAYS,11053.7998046875,,,61.47
2018-09-26,SIDEWAYS,,,,61.47
2018-09-27,SIDEWAYS,10977.5498046875,,,61.47
2018-09-27,SIDEWAYS,,,,61.47
2018-09-28,SIDEWAYS,,,,61.47
2018-09-28,SIDEWAYS,10930.4501953125,,,61.47
2018-10-01,SIDEWAYS,,,,61.47
2018-10-01,SIDEWAYS,11008.2998046875,,,61.47
2018-10-03,SIDEWAYS,,,,61.47
2018-10-03,SIDEWAYS,10858.25,,,61.47
2018-10-04,SIDEWAYS,10599.25,,,61.47
2018-10-04,SIDEWAYS,,,,61.47
2018-10-05,SIDEWAYS,10316.4501953125,,,61.47
2018-10-05,SIDEWAYS,,,,61.47
2018-10-08,SIDEWAYS,10348.0498046875,,,61.47
2018-10-08,SIDEWAYS,,,,61.47
2018-10-09,SIDEWAYS,10301.0498046875,,,61.47
2018-10-09,SIDEWAYS,,,,61.47
2018-10-10,SIDEWAYS,10460.099609375,,,61.47
2018-10-10,SIDEWAYS,,,,61.47
2018-10-11,SIDEWAYS,10234.650390625,,,61.47
2018-10-11,SIDEWAYS,,,,61.47
2018-10-12,SIDEWAYS,10472.5,,,61.47
2018-10-12,SIDEWAYS,,,,61.47
2018-10-15,SIDEWAYS,,,,61.47
2018-10-15,SIDEWAYS,10512.5,,,61.47
2018-10-16,SIDEWAYS,10584.75,,,61.47
2018-10-16,SIDEWAYS,,,,61.47
2018-10-17,SIDEWAYS,,,,61.47
2018-10-17,SIDEWAYS,10453.0498046875,,,61.47
2018-10-19,SIDEWAYS,10303.5498046875,,,61.47
2018-10-19,SIDEWAYS,,,,61.47
2018-10-22,SIDEWAYS,10245.25,,,61.47
2018-10-22,SIDEWAYS,,,,61.47
2018-10-23,SIDEWAYS,,,,61.47
2018-10-23,SIDEWAYS,10146.7998046875,,,61.47
2018-10-24,SIDEWAYS,,,,61.47
2018-10-24,SIDEWAYS,10224.75,,,61.47
2018-10-25,SIDEWAYS,10124.900390625,,,61.47
2018-10-25,SIDEWAYS,,,,61.47
2018-10-26,SIDEWAYS,,,,61.47
2018-10-26,SIDEWAYS,10030.0,,,61.47
2018-10-29,SIDEWAYS,,,,61.47
2018-10-29,SIDEWAYS,10250.849609375,,,61.47
2018-10-30,SIDEWAYS,,,,61.47
2018-10-30,SIDEWAYS,10198.400390625,,,61.47
2018-10-31,SIDEWAYS,10386.599609375,,,61.47
2018-10-31,SIDEWAYS,,,,61.47
2018-11-01,SIDEWAYS,10380.4501953125,,,61.47
2018-11-01,SIDEWAYS,,,,61.47
2018-11-02,SIDEWAYS,,,,61.47
2018-11-02,SIDEWAYS,10553.0,,,61.47
2018-11-05,SIDEWAYS,,,,61.47
2018-11-05,SIDEWAYS,10524.0,,,61.47
2018-11-06,SIDEWAYS,,,,61.47
2018-11-06,SIDEWAYS,10530.0,,,61.47
2018-11-07,SIDEWAYS,10598.400390625,,,61.47
2018-11-07,SIDEWAYS,,,,61.47
2018-11-09,SIDEWAYS,10585.2001953125,,,61.47
2018-11-09,SIDEWAYS,,,,61.47
2018-11-12,SIDEWAYS,,,,61.47
2018-11-12,SIDEWAYS,10482.2001953125,,,61.47
2018-11-13,SIDEWAYS,10582.5,,,61.47
2018-11-13,SIDEWAYS,,,,61.47
2018-11-14,SIDEWAYS,10576.2998046875,,,61.47
2018-11-14,SIDEWAYS,,,,61.47
2018-11-15,SIDEWAYS,,,,61.47
2018-11-15,SIDEWAYS,10616.7001953125,,,61.47
2018-11-16,SIDEWAYS,,,,61.47
2018-11-16,SIDEWAYS,10682.2001953125,,,61.47
2018-11-19,SIDEWAYS,,,,61.47
2018-11-19,SIDEWAYS,10763.400390625,,,61.47
2018-11-20,SIDEWAYS,10656.2001953125,,,61.47
2018-11-20,SIDEWAYS,,,,61.47
2018-11-21,SIDEWAYS,,,,61.47
2018-11-21,SIDEWAYS,10600.0498046875,,,61.47
2018-11-22,SIDEWAYS,10526.75,,,61.47
2018-11-22,SIDEWAYS,,,,61.47
2018-11-26,SIDEWAYS,10628.599609375,,,61.47
2018-11-26,SIDEWAYS,,,,61.47
2018-11-27,SIDEWAYS,,,,61.47
2018-11-27,SIDEWAYS,10685.599609375,,,61.47
2018-11-28,SIDEWAYS,10728.849609375,,,61.47
2018-11-28,SIDEWAYS,,,,61.47
2018-11-29,SIDEWAYS,10858.7001953125,,,61.47
2018-11-29,SIDEWAYS,,,,61.47
2018-11-30,SIDEWAYS,10876.75,,,61.47
2018-11-30,SIDEWAYS,,,,61.47
2018-12-03,SIDEWAYS,,,,61.47
2018-12-03,SIDEWAYS,10883.75,,,61.47
2018-12-04,SIDEWAYS,,,,61.47
2018-12-04,SIDEWAYS,10869.5,,,61.47
2018-12-05,SIDEWAYS,,,,61.47
2018-12-05,SIDEWAYS,10782.900390625,,,61.47
2018-12-06,SIDEWAYS,,,,61.47
2018-12-06,SIDEWAYS,10601.150390625,,,61.47
2018-12-07,SIDEWAYS,10693.7001953125,,,61.47
2018-12-07,SIDEWAYS,,,,61.47
2018-12-10,SIDEWAYS,10488.4501953125,,,61.47
2018-12-10,SIDEWAYS,,,,61.47
2018-12-11,SIDEWAYS,,,,61.47
2018-12-11,SIDEWAYS,10549.150390625,,,61.47
2018-12-12,SIDEWAYS,,,,61.47
2018-12-12,SIDEWAYS,10737.599609375,,,61.47
2018-12-13,SIDEWAYS,10791.5498046875,,,61.47
2018-12-13,SIDEWAYS,,,,61.47
2018-12-14,SIDEWAYS,10805.4501953125,,,61.47
2018-12-14,SIDEWAYS,,,,61.47
2018-12-17,SIDEWAYS,10888.349609375,,,61.47
2018-12-17,SIDEWAYS,,,,61.47
2018-12-18,SIDEWAYS,10908.7001953125,,,61.47
2018-12-18,SIDEWAYS,,,,61.47
2018-12-19,SIDEWAYS,10967.2998046875,,,61.47
2018-12-19,SIDEWAYS,,,,61.47
2018-12-20,SIDEWAYS,,,,61.47
2018-12-20,SIDEWAYS,10951.7001953125,,,61.47
2018-12-21,SIDEWAYS,10754.0,,,61.47
2018-12-21,SIDEWAYS,,,,61.47
2018-12-24,SIDEWAYS,10663.5,,,61.47
2018-12-24,SIDEWAYS,,,,61.47
2018-12-26,SIDEWAYS,10729.849609375,,,61.47
2018-12-26,SIDEWAYS,,,,61.47
2018-12-27,SIDEWAYS,,,,61.47
2018-12-27,SIDEWAYS,10779.7998046875,,,61.47
2018-12-28,SIDEWAYS,,,,61.47
2018-12-28,SIDEWAYS,10859.900390625,,,61.47
2018-12-31,SIDEWAYS,,,,61.47
2018-12-31,SIDEWAYS,10862.5498046875,,,61.47
2019-01-01,SIDEWAYS,,,,61.47
2019-01-02,SIDEWAYS,,,,61.47
2019-01-02,SIDEWAYS,10792.5,,,61.47
2019-01-03,SIDEWAYS,10672.25,,,61.47
2019-01-03,SIDEWAYS,,,,61.47
2019-01-04,SIDEWAYS,10727.349609375,,,61.47
2019-01-04,SIDEWAYS,,,,61.47
2019-01-07,SIDEWAYS,,,,61.47
2019-01-07,SIDEWAYS,10771.7998046875,,,61.47
2019-01-08,SIDEWAYS,,,,61.47
2019-01-08,SIDEWAYS,10802.150390625,,,61.47
2019-01-09,SIDEWAYS,10855.150390625,,,61.47
2019-01-09,SIDEWAYS,,,,61.47
2019-01-10,SIDEWAYS,,,,61.47
2019-01-10,SIDEWAYS,10821.599609375,,,61.47
2019-01-11,SIDEWAYS,10794.9501953125,,,61.47
2019-01-11,SIDEWAYS,,,,61.47
2019-01-14,SIDEWAYS,,,,61.47
2019-01-14,SIDEWAYS,10737.599609375,,,61.47
2019-01-15,SIDEWAYS,,,,61.47
2019-01-15,SIDEWAYS,10886.7998046875,,,61.47
2019-01-16,SIDEWAYS,,,,61.47
2019-01-16,SIDEWAYS,10890.2998046875,,,61.47
2019-01-17,SIDEWAYS,10905.2001953125,,,61.47
2019-01-17,SIDEWAYS,,,,61.47
2019-01-18,SIDEWAYS,10906.9501953125,,,61.47
2019-01-18,SIDEWAYS,,,,61.47
2019-01-21,SIDEWAYS,,,,61.47
2019-01-21,SIDEWAYS,10961.849609375,,,61.47
2019-01-22,SIDEWAYS,,,,61.47
2019-01-22,SIDEWAYS,10922.75,,,61.47
2019-01-23,SIDEWAYS,,,,61.47
2019-01-23,SIDEWAYS,10831.5,,,61.47
2019-01-24,SIDEWAYS,10849.7998046875,,,61.47
2019-01-24,SIDEWAYS,,,,61.47
2019-01-25,SIDEWAYS,10780.5498046875,,,61.47
2019-01-25,SIDEWAYS,,,,61.47
2019-01-28,SIDEWAYS,,,,61.47
2019-01-28,SIDEWAYS,10661.5498046875,,,61.47
2019-01-29,SIDEWAYS,,,,61.47
2019-01-29,SIDEWAYS,10652.2001953125,,,61.47
2019-01-30,SIDEWAYS,10651.7998046875,,,61.47
2019-01-30,SIDEWAYS,,,,61.47
2019-01-31,SIDEWAYS,,,,61.47
2019-01-31,SIDEWAYS,10830.9501953125,,,61.47
2019-02-01,SIDEWAYS,,,,61.47
2019-02-01,SIDEWAYS,10893.650390625,,,61.47
2019-02-04,SIDEWAYS,10912.25,,,61.47
2019-02-04,SIDEWAYS,,,,61.47
2019-02-05,SIDEWAYS,10934.349609375,,,61.47
2019-02-05,SIDEWAYS,,,,61.47
2019-02-06,SIDEWAYS,11062.4501953125,,,61.47
2019-02-06,SIDEWAYS,,,,61.47
2019-02-07,SIDEWAYS,,,,61.47
2019-02-07,SIDEWAYS,11069.400390625,,,61.47
2019-02-08,SIDEWAYS,10943.599609375,,,61.47
2019-02-08,SIDEWAYS,,,,61.47
2019-02-11,SIDEWAYS,10888.7998046875,,,61.47
2019-02-11,SIDEWAYS,,,,61.47
2019-02-12,SIDEWAYS,,,,61.47
2019-02-12,SIDEWAYS,10831.400390625,,,61.47
2019-02-14,SIDEWAYS,,,,61.47
2019-02-14,SIDEWAYS,10746.0498046875,,,61.47
2019-02-15,SIDEWAYS,10724.400390625,,,61.47
2019-02-15,SIDEWAYS,,,,61.47
2019-02-18,SIDEWAYS,10640.9501953125,,,61.47
2019-02-18,SIDEWAYS,,,,61.47
2019-02-19,SIDEWAYS,,,,61.47
2019-02-19,SIDEWAYS,10604.349609375,,,61.47
2019-02-20,SIDEWAYS,,,,61.47
2019-02-20,SIDEWAYS,10735.4501953125,,,61.47
2019-02-21,SIDEWAYS,10789.849609375,,,61.47
2019-02-21,SIDEWAYS,,,,61.47
2019-02-22,SIDEWAYS,,,,61.47
2019-02-22,SIDEWAYS,10791.650390625,,,61.47
2019-02-25,SIDEWAYS,,,,61.47
2019-02-25,SIDEWAYS,10880.099609375,,,61.47
2019-02-26,SIDEWAYS,,,,61.47
2019-02-26,SIDEWAYS,10835.2998046875,,,61.47
2019-02-27,SIDEWAYS,,,,61.47
2019-02-27,SIDEWAYS,10806.650390625,,,61.47
2019-02-28,SIDEWAYS,10792.5,,,61.47
2019-02-28,SIDEWAYS,,,,61.47
2019-03-01,SIDEWAYS,10863.5,,,61.47
2019-03-01,SIDEWAYS,,,,61.47
2019-03-05,SIDEWAYS,,,,61.47
2019-03-05,SIDEWAYS,10987.4501953125,,,61.47
