Date,Portfolio_NAV,Cumulative_Return
2025-09-08,561.7632699856067,4.617632699856067
2025-09-12,570.4228811970319,4.704228811970319
2025-09-16,579.0133250122886,4.790133250122887
2025-09-26,562.8847279878205,4.6288472798782045
2025-10-09,587.938405550356,4.879384055503561
2025-10-21,609.5018022315256,5.095018022315256
2025-10-28,617.9782242381145,5.179782242381146
2025-10-31,623.576401980481,5.23576401980481
2025-11-06,618.5051438564078,5.185051438564078
2025-11-17,644.5198187586243,5.445198187586243
2025-11-20,643.872720727559,5.43872720727559
2025-11-24,631.6706390124535,5.316706390124535
2025-11-27,643.9614052651111,5.439614052651112
2025-12-01,644.8842412255676,5.448842412255676
2025-12-08,628.3585200721565,5.283585200721564
2025-12-11,636.6679076838824,5.366679076838824
2025-12-17,639.8620438604237,5.398620438604237
2025-12-19,650.3212963736402,5.503212963736401
2025-12-23,661.1321089945324,5.611321089945323
2025-12-29,661.0004187135592,5.6100041871355915
2026-01-01,680.7092894654951,5.807092894654951
2026-01-02,679.6747035979508,5.796747035979508
2026-01-06,678.3748067704591,5.783748067704591
2026-01-16,664.3168110940345,5.643168110940345
2026-02-02,647.5022510545786,5.475022510545785
2026-02-04,687.3984082157101,5.873984082157101
2026-02-10,700.0644257853812,6.000644257853812
2026-02-17,699.268074759435,5.99268074759435
2026-02-19,695.4214717936998,5.954214717936997
2026-02-27,712.8817035181914,6.128817035181914
2026-03-04,684.2311291394615,5.842311291394615
2026-03-12,677.7576757361334,5.7775767573613335
2026-03-17,666.4310623662221,5.664310623662221
2026-03-23,640.5829373073442,5.405829373073442
2026-03-27,665.7475733632333,5.657475733632333
2026-04-06,676.13873278463,5.7613873278462995
2026-04-09,717.210823172888,6.17210823172888
2026-04-15,740.6275273571998,6.406275273571998
2026-04-22,773.6161309939139,6.736161309939138
2026-04-30,785.8283089705233,6.858283089705233
2026-05-07,826.2128116108241,7.262128116108242
2026-05-11,828.3991772610276,7.2839917726102765
2026-05-14,827.6321928611216,7.276321928611216
2026-05-19,811.7555443938093,7.117555443938093
2026-05-22,825.680468974078,7.256804689740781
2026-06-01,836.3493892657895,7.363493892657894
2026-06-05,850.7924333644823,7.507924333644823
2026-06-11,844.5931636385397,7.445931636385398
2026-06-17,869.4682353640735,7.694682353640735
