Date,Portfolio_Return
2023-06-05,0.002511403675976854
2023-06-12,0.005158372982361988
2023-06-20,0.002475679075715005
2023-06-22,-0.00413272649872981
2023-06-27,0.006267250378674159
2023-06-30,0.004986698626291998
2023-07-05,0.014005754053335071
2023-07-12,0.0030519764720550666
2023-07-17,0.006407319775680018
2023-07-21,0.0008332623077397539
2023-07-25,0.003028267022995904
2023-07-28,5.2321487367718586e-05
2023-08-04,0.003061851693632452
2023-08-08,0.006097626346522538
2023-08-11,0.013371804666905306
2023-08-24,-0.0002712763878833694
2023-08-30,0.010084023189836352
2023-09-01,0.016938029749114947
2023-09-05,0.0038479523227436794
2023-09-08,0.012854365875455125
2023-09-12,-0.03667510815196608
2023-09-22,-0.004812152093732289
2023-09-26,0.007944369741205241
2023-10-03,0.003535348645515744
2023-10-17,0.004090829699764759
2023-10-23,-0.033681715057077816
2023-10-30,0.005086287093616413
2023-11-02,0.014464885108834952
2023-11-08,-0.0022115849067902284
2023-11-10,0.00999997073579915
2023-11-15,0.0071038613187269905
2023-11-20,0.004848622623743715
2023-11-23,0.005455430304861916
2023-11-29,0.005879206579033234
2023-12-01,0.0036447202393341607
2023-12-05,0.012539435643551722
2023-12-12,0.0018044353366896565
2023-12-14,0.01215292047996733
2023-12-29,0.010629308578652203
2024-01-03,0.002190448734571209
2024-01-05,0.008156460402701085
2024-01-15,0.00855263191434058
2024-01-23,-0.026405638183376122
2024-02-01,-0.0042172084197399946
2024-02-05,0.007942577096368784
2024-02-07,0.0032542018194450547
2024-02-12,-0.028768939327628633
2024-02-14,0.011220852466673422
2024-02-26,0.0006972840738100392
2024-03-01,0.02035983622680376
2024-03-05,0.001319263090010579
2024-03-19,-0.010490123111993316
2024-03-26,0.008526681479308698
2024-04-03,0.0015212984145904585
2024-04-16,-0.004834741022678329
2024-04-22,0.005761327484248417
2024-05-07,-0.01934951771505413
2024-05-15,0.0020809775649881534
2024-05-21,0.017231945434016443
2024-05-24,0.005013114482249118
2024-06-03,0.02853635844730394
2024-06-05,0.040770611972382555
2024-06-12,0.006335396823322227
2024-06-14,0.007032652177151896
2024-06-19,-0.01231273121106385
2024-06-21,3.229883555659076e-05
2024-07-04,0.007474894550224909
2024-07-11,0.005046844096372948
2024-07-22,0.009165964649410083
2024-07-25,-0.004538250198198288
2024-08-07,0.023651820010626236
2024-08-16,0.017008904016287664
2024-08-20,0.006921046706029715
2024-08-22,0.008197454912356095
2024-08-27,0.0005732720402312375
2024-09-05,0.002068070289451553
2024-09-19,-0.01208483275805608
2024-10-04,-0.008617793333360565
2024-10-11,0.001833328243878109
2024-10-17,-0.02066181392464573
2024-10-24,-0.004401290500922402
2024-11-08,-0.01118828250098963
2024-11-18,0.00903610973560343
2024-11-26,0.0016614755192519166
2024-12-03,0.008747627715749379
2024-12-05,0.0038883958256683286
2024-12-11,0.0021017795075179433
2024-12-24,0.0013406681710950701
2024-12-30,-0.008781800310167155
2025-01-03,-0.0022567196789383026
2025-01-08,-0.006052008227343692
2025-01-14,0.024446887348441946
2025-01-20,0.006081710531801534
2025-01-24,-0.01248455172363269
2025-02-01,-0.004504843826610415
2025-02-03,-0.0018476650210906358
2025-02-07,0.006692232881256155
2025-02-12,-0.00012326159345926282
2025-02-27,-0.026054601120816135
2025-03-05,0.025213458478740763
2025-03-11,0.005748782748682794
2025-03-13,-0.0066003890794927335
2025-03-18,0.0
2025-03-25,-0.010281374004221903
2025-04-03,-0.004334309436533439
2025-04-07,-0.038246612707858854
2025-04-16,0.013071885749025318
2025-04-21,0.012029399235054116
2025-04-28,0.013644722019215797
2025-05-05,0.018281939596076848
2025-05-08,-0.018202924781551166
2025-05-12,0.0393970564567318
2025-05-21,0.004293057634799582
2025-05-26,0.010177947336828296
2025-05-29,0.008018047647446546
2025-06-11,-0.0031041962528209786
2025-06-25,0.013411889532839855
2025-07-01,0.004872433851885864
2025-07-04,0.0019336428814256254
2025-07-08,-0.0010643656003446313
2025-07-10,-0.00028238839661270184
2025-07-16,-0.0029826261684817138
2025-07-23,0.0020610549021263086
2025-07-28,0.002064017702381253
2025-08-01,-0.01677139743312045
2025-08-05,-0.004955313367038693
2025-08-11,0.005667045553091262
2025-08-13,0.012813258111390034
2025-08-19,0.01168648501938437
2025-08-28,-0.005534771863952221
2025-09-02,0.007186785755500448
2025-09-04,-0.0022136925533600338
2025-09-08,0.020318260808008293
2025-09-12,0.0023020619372893917
2025-09-16,0.008440781632106618
2025-09-26,-0.02152313347250355
2025-10-09,0.008127891760447911
2025-10-21,0.006288316639217274
2025-10-28,0.01093384077991948
2025-10-31,0.0017402543356598997
2025-11-06,-0.010642501172704528
2025-11-17,0.004178528363028786
2025-11-20,-0.0026658921120257684
2025-11-24,-0.006848305620451014
2025-11-27,0.0006316538740673593
2025-12-01,0.001587190314571238
2025-12-08,-0.016464284037349414
2025-12-11,0.008712716327981058
2025-12-17,-0.004934336658461025
2025-12-19,0.016444043884518682
2025-12-23,0.004888697634501101
2025-12-29,0.00225472202894564
2026-01-01,0.005145095738678409
2026-01-02,-0.0015198644760036377
2026-01-06,0.0034227850738951897
2026-01-16,-0.001594032151843259
2026-02-02,-0.01048985148273924
2026-02-04,0.016000872066979244
2026-02-10,0.0023316430732774037
2026-02-17,0.006180866044079373
2026-02-19,-0.013097389161991992
2026-02-27,-0.00861644044566255
2026-03-04,-0.02924792250293341
2026-03-12,-0.003504099485453125
2026-03-17,0.015591080468974793
2026-03-23,-0.03914670050444795
2026-03-27,-0.009645451043936468
2026-04-06,0.013926502412819093
2026-04-09,0.010195574219382166
2026-04-15,0.013955511176989763
2026-04-22,0.002124618402567731
2026-04-30,-0.0018577468103516833
2026-05-07,0.017399293302729702
2026-05-11,0.0008897695683752519
2026-05-14,0.013174124461768206
2026-05-19,-0.0017768028801227744
2026-05-22,-0.0006104503854698516
2026-06-01,-0.0041019262522153065
2026-06-05,0.0020532758213659174
2026-06-11,-0.002008776213853286
2026-06-17,0.011960002681460528
