Annual_Return,Annual_Volatility,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Alpha,Beta,Tracking_Error,Information_Ratio,Hit_Ratio,Max_Drawdown,Current_Drawdown,Historical_VaR_95,Historical_VaR_99,Historical_CVaR_95,Historical_CVaR_99,Regime_Count,Best_Regime,Worst_Day,Worst_Week,Skewness,Kurtosis,Risk_Grade,Performance_Health,Security_Attribution_Rows,Sector_Attribution_Rows,Factor_Attribution_Rows
0.3119264695494549,0.19698304265626812,1.2789246533726362,1.6603291644231823,0.8834065677354221,0.3108425587076736,0.8616334301052058,0.1315508873784289,2.4348271985337067,0.6082474226804123,-0.3530950311463793,0.0,0.02131896570160609,0.03673659617330319,0.029608107128528172,0.03947703143821188,3,BULL,-0.04336671960905838,-0.08103442928498858,-0.33372618590936803,2.24022486080004,MODERATE,ACCEPTABLE,50,1,4
