Security_ID,Symbol,Company_Name,Sector,Rank,Alpha_Adjusted,Weight_Portfolio,Last_Close,Market_Cap,ADV_20D,Portfolio_Date,Engine_Version,Security_Return,Weight_Benchmark,Portfolio_Contribution,Benchmark_Contribution,Active_Weight,Active_Contribution
SEC0BDD67BA,MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,31,0.837984496124031,0.022657684790621545,143.4499969482422,1494697571482.7888,3802947477.0305176,2026-06-12,1.0.0,0.36212877251278974,0.005586939661035829,0.008204999581209486,0.0020231916015539266,0.017070745129585715,0.006181807979655559
SEC6E162A52,AETHER,Aether Industries Limited,Basic Materials,32,0.8342412451361868,0.013489740959906727,1151.800048828125,153424754893.93665,405966353.5218506,2026-06-12,1.0.0,0.44002010875147324,0.0,0.005935757284207361,0.0,0.013489740959906727,0.005935757284207361
SECA8D30DA3,CGPOWER,CG Power and Industrial Solutions Limited,Industrials,33,0.8324921135646688,0.022426706882935046,909.5999755859376,1425337215345.0,3510287698.27728,2026-06-12,1.0.0,0.32011811440372995,0.005327681780376229,0.0071791951196503185,0.0017054874456771453,0.017099025102558816,0.005473707673973174
SECD98B2F18,BSE,BSE Limited,Financial Services,34,0.8115030674846625,0.02168507995311434,4019.0,1613632028905.879,8773996818.526707,2026-06-12,1.0.0,0.33725964284014176,0.0060314975769102325,0.007313502319947261,0.0020341807185799256,0.01565358237620411,0.005279321601367335
SECC2E751BE,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,35,0.8277777777777777,0.022992122933152843,8511.0,1224398246683.5,3880171828.7,2026-06-12,1.0.0,0.23338984488841197,0.004576604161143224,0.005366128005023842,0.0010681329352848778,0.018415518772009618,0.004297995069738964
SEC59D35B99,TATASTEEL,Tata Steel Limited,Basic Materials,36,0.8655642023346303,0.021762104560095846,197.4499969482422,2461693342554.2534,6622054083.466818,2026-06-12,1.0.0,0.26830682321170873,0.009201414674930249,0.0058389211409203565,0.0024688023404841326,0.012560689885165597,0.003370118800436224
SECE38F61AD,JSWSTEEL,JSW Steel Limited,Basic Materials,37,0.8836575875486381,0.021342324873958343,1297.0999755859375,3165996605790.6978,2056179374.2716308,2026-06-12,1.0.0,0.29657348001937445,0.011833987250042663,0.006329567559573882,0.0035096467812500594,0.00950833762391568,0.002819920778323823
SEC9BFC6369,MARICO,Marico Limited,Consumer Defensive,38,0.8161111111111111,0.01885890922349914,818.5,1061839224929.95,1345999925.6837585,2026-06-12,1.0.0,0.18321391908006102,0.00396898462444112,0.003455214668412388,0.0007271732278123618,0.014889924599058019,0.002728041440600026
SEC458C7E09,BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,39,0.8525193798449612,0.023228423696124444,10073.0,2812545623043.0,3390252519.075879,2026-06-12,1.0.0,0.2141946117656226,0.010512844196477456,0.004975403195518763,0.0022517945812169675,0.012715579499646988,0.002723608614301796
SEC813579CA,SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,40,0.8135658914728684,0.018200104568211833,589.0,366032582500.76935,805761599.3373016,2026-06-12,1.0.0,0.14768252041232088,0.0,0.0026878373144013186,0.0,0.018200104568211833,0.0026878373144013186
