Metric,Value
Median_CAGR,0.18468081779890144
CAGR_5th,0.026501428860846735
CAGR_95th,0.36560532124981177
Median_Terminal_Value,2333494.5071925083
Worst_5pct_Terminal,1139719.0101379007
Best_95pct_Terminal,4749260.62314546
Probability_Loss,0.0276
Probability_DD20,0.6037
Probability_DD40,0.0518
VaR_95,0.13971901013790064
VaR_99,-0.1902484588341179
Median_Max_Drawdown,-0.22309145803476677
Run_Date,2026-06-12
Engine_Version,1.0.0
