Security_ID,Symbol,Company_Name,Sector,Industry,Last_Close,Market_Cap,Log_Market_Cap,Momentum_1M,Momentum_3M,Momentum_6M,Momentum_12M,Volatility_20D,Volatility_60D,ATR_14,Max_Drawdown_252D,SMA_50,SMA_200,Distance_SMA50,Distance_SMA200,Price_52W_High,Distance_52W_High,ADV_20D,Dollar_Volume,Turnover_Ratio,Factor_Date,Engine_Version,Momentum_1M_Rank,Momentum_3M_Rank,Momentum_6M_Rank,Momentum_12M_Rank,ADV_20D_Rank,Dollar_Volume_Rank,Market_Cap_Rank,Log_Market_Cap_Rank,Distance_SMA50_Rank,Distance_SMA200_Rank,Distance_52W_High_Rank,Volatility_20D_Rank,Volatility_60D_Rank,ATR_14_Rank,Max_Drawdown_252D_Rank,Alpha_Score,Liquidity_Penalty,Alpha_Adjusted,Rank,Percentile,Ranking_Date,Ranking_Method,Ranking_Model
SEC22A4C89F,SBCL,Shivalik Bimetal Controls Limited,Industrials,Metal Fabrication,780.0499877929688,40334461543.17627,24.420472065628697,0.0549056392125264,0.2549067220565313,0.8628059409981343,0.4934903427609649,0.3623735295243177,0.452700843354376,28.260707310267858,-0.4750646809599165,739.3859973144531,543.6764994812012,0.0549969713062088,0.4347686327022135,794.0499877929688,-0.0176311318118805,205064222.3687469,205064222.3687469,278433.05,2026-08-04,1.0.0,0.807570977917981,0.8832807570977917,0.9116719242902208,0.8485804416403786,0.6182965299684543,0.6182965299684543,0.5110410094637224,0.5110410094637224,0.7602523659305994,0.9211356466876972,0.9116719242902208,0.42271293375394325,0.2933753943217665,0.34700315457413244,0.13564668769716093,0.7353312302839117,0.3817034700315457,0.6971608832807571,176,0.8833333333333333,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SEC879F4B93,MANAPPURAM,Manappuram Finance Limited,Financial Services,Credit Services,353.3500061035156,283209834753.0,26.36945392539817,0.0209477026066031,0.1171356931407712,0.2646743515478715,0.3773144529972176,0.3537723986539312,0.3708107972606219,11.03214372907366,-0.6279802257628073,328.6420025634766,297.7355001068115,0.0751821232444771,0.1867916522441985,371.8500061035156,-0.0497512429644816,1482541644.5929077,1482541644.5929077,4223404.0,2026-08-04,1.0.0,0.7055214723926381,0.7730061349693251,0.8220858895705522,0.8588957055214724,0.7423312883435583,0.7423312883435583,0.6134969325153374,0.6134969325153374,0.7730061349693251,0.8588957055214724,0.7730061349693251,0.33742331288343563,0.2638036809815951,0.4785276073619632,0.6196319018404908,0.7226993865030675,0.2576687116564417,0.6969325153374234,177,0.8826666666666667,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SECE24CD7C6,REDINGTON,Redington Limited,Technology,Information Technology Services,349.20001220703125,182919578025.2793,25.93231242885234,0.261788661994693,0.5555258749265999,0.2991072472666445,0.3155019632648621,0.5384785486928376,0.4572610886717421,14.832145690917969,-0.5374907153041806,265.36499938964846,256.46534912109377,0.3159233998839603,0.3615874947775166,349.20001220703125,0.0,2091308285.0318408,2091308285.0318408,6816638.5,2026-08-04,1.0.0,0.9433962264150944,0.9433962264150944,0.7169811320754716,0.8018867924528302,0.8301886792452831,0.8301886792452831,0.7547169811320755,0.7547169811320755,0.9905660377358491,0.8679245283018868,0.9858490566037735,0.2075471698113207,0.41509433962264153,0.6509433962264151,0.2547169811320755,0.7136792452830187,0.16981132075471694,0.696698113207547,178,0.882,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SEC366B1864,LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,Diagnostics & Research,1898.9000244140625,266496527304.0,26.308627049713188,0.1262752220723977,0.2129671187569866,0.3394230724522675,0.2254525278806836,0.3012416959150655,0.2722314394346868,64.04285539899554,-0.577092160270317,1673.7019970703125,1515.134249267578,0.1345508505922452,0.2532882979392739,1905.199951171875,-0.0033067010913671,855056644.8690369,855056644.8690369,478044.45,2026-08-04,1.0.0,0.944,0.744,0.656,0.712,0.824,0.824,0.768,0.768,0.928,0.76,0.904,0.52,0.728,0.18400000000000005,0.528,0.7135999999999999,0.17600000000000005,0.696,179,0.8813333333333333,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SECAA82A44C,YASHO,Yasho Industries Limited,Basic Materials,Specialty Chemicals,4211.5,33807790758.87573,24.24395710870003,0.39377560440293485,0.7398817693539836,1.544158872262658,1.1526783620140957,0.8171818626887986,0.7285546367809779,203.54997907366072,-0.4872776379949403,2845.147998046875,1839.4069952392576,0.3443976562077457,0.7569969092994189,4211.5,0.0,154865661.4921631,154865661.4921631,42557.6,2026-08-04,1.0.0,0.990234375,0.998046875,1.0,0.9765625,0.60546875,0.60546875,0.49609375,0.49609375,0.994140625,1.0,0.9765625,0.02734375,0.0234375,0.0234375,0.15234375,0.73515625,0.39453125,0.695703125,180,0.8806666666666667,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SEC0663E0F6,THYROCARE,Thyrocare Technologies Limited,Healthcare,Diagnostics & Research,603.0,83727005607.65826,25.15082741004456,0.1060161161020298,0.2810707124748879,0.5229195135993785,0.3911638782282134,0.4741133127966761,0.4052584613828713,25.617863246372767,-0.8686560725010467,539.8800018310546,457.5225015258789,0.116914866182981,0.3179679643928779,603.0,0.0,693445248.8719162,693445248.8719162,1229170.7,2026-08-04,1.0.0,0.872,0.856,0.832,0.848,0.8,0.8,0.488,0.488,0.912,0.84,0.956,0.19999999999999996,0.376,0.48,0.968,0.7152,0.19999999999999996,0.6951999999999999,181,0.88,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SEC3FF4377F,MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,78.38999938964844,659473904982.0659,27.21470824043932,-0.0938620107047872,-0.0811159109949853,0.2777506330780959,0.3866973479991902,0.3255477111748082,0.3259532170526702,1.7957136971609933,-0.4784853694865969,83.54340026855469,70.30849994659424,-0.0616853140085317,0.1149434200586392,93.8499984741211,-0.164730946572532,1334585241.492565,1334585241.492565,16385083.8,2026-08-04,1.0.0,0.07975460122699386,0.22085889570552147,0.852760736196319,0.8650306748466258,0.6993865030674846,0.6993865030674846,0.7668711656441718,0.7668711656441718,0.09815950920245399,0.7361963190184049,0.44171779141104295,0.4601226993865031,0.4601226993865031,0.901840490797546,0.17791411042944782,0.7248466257668712,0.3006134969325154,0.6947852760736196,182,0.8793333333333333,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SEC6AF3AE91,CARBORUNIV,Carborundum Universal Limited,Industrials,Conglomerates,1077.0999755859375,195846364755.4797,26.00059633551493,-0.0588903664605177,0.0734502186352967,0.4277570794387419,0.1604804689477939,0.2382345456727782,0.3535881618027687,35.292872837611604,-0.5844347205160684,1088.8640014648438,925.0700015258788,-0.0108039441684913,0.1643442915771662,1241.699951171875,-0.1325601852771223,151433277.82539064,151433277.82539064,140849.9,2026-08-04,1.0.0,0.277602523659306,0.6876971608832808,0.8138801261829653,0.7255520504731862,0.5615141955835962,0.5615141955835962,0.8359621451104101,0.8359621451104101,0.41324921135646686,0.7413249211356467,0.637223974763407,0.8391167192429022,0.6056782334384858,0.2933753943217665,0.43533123028391163,0.7378548895899053,0.43848580441640383,0.6940063091482649,183,0.8786666666666667,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SECAD731B1E,HEG,HEG Limited,Industrials,Electrical Equipment & Parts,669.0,99605356820.86548,25.324481783432716,0.2317038938214197,0.1259782420437547,0.2695701385374658,0.2522227421619092,0.4439410193834174,0.3407870586406492,28.989283970424108,-0.6626287698307305,564.4829992675782,559.4340014648437,0.1851552675067869,0.1958515182278237,672.6500244140625,-0.0054263350651655,1887774370.1097476,1887774370.1097476,3084203.9,2026-08-04,1.0.0,0.9779179810725552,0.7634069400630915,0.6719242902208202,0.7728706624605678,0.9369085173501577,0.9369085173501577,0.6908517350157729,0.6908517350157729,0.9589905362776026,0.7697160883280757,0.9242902208201893,0.21135646687697163,0.6403785488958991,0.33753943217665616,0.6845425867507886,0.7,0.06309148264984232,0.6936908517350158,184,0.878,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
SEC173CFF1D,THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods,4717.5,167936159463.0,25.84684974093373,-0.18663821812615045,0.1476985480926276,0.4655628143531543,1.4602346805736637,0.8559952800475559,0.7487224869144253,409.1071428571428,-0.5071007208069069,5758.588041992188,4018.320014038086,-0.14457517508842102,0.1739980846521218,7309.5,-0.3546070182639032,2052569354.675,2052569354.675,330060.85,2026-08-04,1.0.0,0.005836575875486381,0.6614785992217899,0.8132295719844358,0.9922178988326849,0.9299610894941635,0.9299610894941635,0.8015564202334631,0.8015564202334631,0.007782101167315175,0.6926070038910506,0.17120622568093385,0.023346303501945553,0.011673151750972721,0.01945525291828798,0.22178988326848248,0.7005836575875488,0.07003891050583655,0.6935797665369652,185,0.8773333333333333,2026-08-04,Sector Neutral Percentile,Institutional Composite Alpha
