Date,Total_Stocks,Advances,Declines,Above20,Above50,Above200,NewHighs,NewLows,ADV_DEC_RATIO,PCT_ABOVE_20DMA,PCT_ABOVE_50DMA,PCT_ABOVE_200DMA,NEW_HIGH_LOW_RATIO,BREADTH_SCORE,BREADTH_REGIME
2026-08-04,1450,1040,408,853,875,867,100,4,2.549,58.83,60.34,59.79,25.0,59.77,BULL
