DATE,REGIME,BENCHMARK_CLOSE,DMA200,VOL20,BREADTH_SCORE,TARGET_EQUITY_EXPOSURE,TARGET_CASH_WEIGHT
2026-06-11,SIDEWAYS,23298.30078125,,,36.54,0.7,0.3
